census_name,clean_name,census_place_code,variable,sex,age,total_pop,total_pop_moe,pop_in_cook,pop_in_cook_moe,vintage
"Elk Grove Village village, Illinois",Elk Grove Village,23256,B01001_047E,Female,75 to 79 years,640,173,640,173,2021 5 YR
"Elk Grove Village village, Illinois",Elk Grove Village,23256,B01001_048E,Female,80 to 84 years,633,223,633,223,2021 5 YR
"Elk Grove Village village, Illinois",Elk Grove Village,23256,B01001_049E,Female,85 years and over,455,148,455,148,2021 5 YR
"Elmhurst city, Illinois",Elmhurst,23620,B01001_003E,Male,Under 5 years,1314,211,0,12,2021 5 YR
"Elmhurst city, Illinois",Elmhurst,23620,B01001_004E,Male,5 to 9 years,1678,238,0,12,2021 5 YR
"Elmhurst city, Illinois",Elmhurst,23620,B01001_005E,Male,10 to 14 years,1680,256,0,12,2021 5 YR
"Elmhurst city, Illinois",Elmhurst,23620,B01001_006E,Male,15 to 17 years,1035,182,0,12,2021 5 YR
"Elmhurst city, Illinois",Elmhurst,23620,B01001_007E,Male,18 and 19 years,685,165,0,12,2021 5 YR
"Elmhurst city, Illinois",Elmhurst,23620,B01001_008E,Male,20 years,359,134,0,12,2021 5 YR
"Elmhurst city, Illinois",Elmhurst,23620,B01001_009E,Male,21 years,190,99,0,12,2021 5 YR
"Elmhurst city, Illinois",Elmhurst,23620,B01001_010E,Male,22 to 24 years,744,171,0,12,2021 5 YR
"Elmhurst city, Illinois",Elmhurst,23620,B01001_011E,Male,25 to 29 years,972,172,0,12,2021 5 YR
"Elmhurst city, Illinois",Elmhurst,23620,B01001_012E,Male,30 to 34 years,992,268,0,12,2021 5 YR
"Elmhurst city, Illinois",Elmhurst,23620,B01001_013E,Male,35 to 39 years,1467,192,0,12,2021 5 YR
"Elmhurst city, Illinois",Elmhurst,23620,B01001_014E,Male,40 to 44 years,1292,212,0,12,2021 5 YR
"Elmhurst city, Illinois",Elmhurst,23620,B01001_015E,Male,45 to 49 years,1848,277,0,12,2021 5 YR
"Elmhurst city, Illinois",Elmhurst,23620,B01001_016E,Male,50 to 54 years,1488,191,0,12,2021 5 YR
"Elmhurst city, Illinois",Elmhurst,23620,B01001_017E,Male,55 to 59 years,1592,306,0,12,2021 5 YR
"Elmhurst city, Illinois",Elmhurst,23620,B01001_018E,Male,60 and 61 years,591,137,0,12,2021 5 YR
"Elmhurst city, Illinois",Elmhurst,23620,B01001_019E,Male,62 to 64 years,985,217,0,12,2021 5 YR
"Elmhurst city, Illinois",Elmhurst,23620,B01001_020E,Male,65 and 66 years,603,248,0,12,2021 5 YR
"Elmhurst city, Illinois",Elmhurst,23620,B01001_021E,Male,67 to 69 years,700,128,0,12,2021 5 YR
"Elmhurst city, Illinois",Elmhurst,23620,B01001_022E,Male,70 to 74 years,974,234,0,12,2021 5 YR
"Elmhurst city, Illinois",Elmhurst,23620,B01001_023E,Male,75 to 79 years,456,151,0,12,2021 5 YR
"Elmhurst city, Illinois",Elmhurst,23620,B01001_024E,Male,80 to 84 years,304,96,0,12,2021 5 YR
"Elmhurst city, Illinois",Elmhurst,23620,B01001_025E,Male,85 years and over,491,138,0,12,2021 5 YR
"Elmhurst city, Illinois",Elmhurst,23620,B01001_027E,Female,Under 5 years,1582,216,0,12,2021 5 YR
"Elmhurst city, Illinois",Elmhurst,23620,B01001_028E,Female,5 to 9 years,1698,230,0,12,2021 5 YR
"Elmhurst city, Illinois",Elmhurst,23620,B01001_029E,Female,10 to 14 years,1202,204,0,12,2021 5 YR
"Elmhurst city, Illinois",Elmhurst,23620,B01001_030E,Female,15 to 17 years,1151,194,0,12,2021 5 YR
"Elmhurst city, Illinois",Elmhurst,23620,B01001_031E,Female,18 and 19 years,603,163,0,12,2021 5 YR
"Elmhurst city, Illinois",Elmhurst,23620,B01001_032E,Female,20 years,365,115,0,12,2021 5 YR
"Elmhurst city, Illinois",Elmhurst,23620,B01001_033E,Female,21 years,266,134,0,12,2021 5 YR
"Elmhurst city, Illinois",Elmhurst,23620,B01001_034E,Female,22 to 24 years,734,174,0,12,2021 5 YR
"Elmhurst city, Illinois",Elmhurst,23620,B01001_035E,Female,25 to 29 years,969,233,0,12,2021 5 YR
"Elmhurst city, Illinois",Elmhurst,23620,B01001_036E,Female,30 to 34 years,1155,215,0,12,2021 5 YR
"Elmhurst city, Illinois",Elmhurst,23620,B01001_037E,Female,35 to 39 years,1544,197,0,12,2021 5 YR
"Elmhurst city, Illinois",Elmhurst,23620,B01001_038E,Female,40 to 44 years,1514,266,0,12,2021 5 YR
"Elmhurst city, Illinois",Elmhurst,23620,B01001_039E,Female,45 to 49 years,1740,227,0,12,2021 5 YR
"Elmhurst city, Illinois",Elmhurst,23620,B01001_040E,Female,50 to 54 years,1433,203,0,12,2021 5 YR
"Elmhurst city, Illinois",Elmhurst,23620,B01001_041E,Female,55 to 59 years,1717,224,0,12,2021 5 YR
"Elmhurst city, Illinois",Elmhurst,23620,B01001_042E,Female,60 and 61 years,613,166,0,12,2021 5 YR
"Elmhurst city, Illinois",Elmhurst,23620,B01001_043E,Female,62 to 64 years,867,193,0,12,2021 5 YR
"Elmhurst city, Illinois",Elmhurst,23620,B01001_044E,Female,65 and 66 years,434,118,0,12,2021 5 YR
"Elmhurst city, Illinois",Elmhurst,23620,B01001_045E,Female,67 to 69 years,838,237,0,12,2021 5 YR
"Elmhurst city, Illinois",Elmhurst,23620,B01001_046E,Female,70 to 74 years,913,171,0,12,2021 5 YR
"Elmhurst city, Illinois",Elmhurst,23620,B01001_047E,Female,75 to 79 years,718,133,0,12,2021 5 YR
"Elmhurst city, Illinois",Elmhurst,23620,B01001_048E,Female,80 to 84 years,432,132,0,12,2021 5 YR
"Elmhurst city, Illinois",Elmhurst,23620,B01001_049E,Female,85 years and over,733,128,0,12,2021 5 YR
"Elmwood Park village, Illinois",Elmwood Park,23724,B01001_003E,Male,Under 5 years,617,191,617,191,2021 5 YR
"Elmwood Park village, Illinois",Elmwood Park,23724,B01001_004E,Male,5 to 9 years,848,219,848,219,2021 5 YR
"Elmwood Park village, Illinois",Elmwood Park,23724,B01001_005E,Male,10 to 14 years,721,228,721,228,2021 5 YR
"Elmwood Park village, Illinois",Elmwood Park,23724,B01001_006E,Male,15 to 17 years,562,177,562,177,2021 5 YR
"Elmwood Park village, Illinois",Elmwood Park,23724,B01001_007E,Male,18 and 19 years,186,166,186,166,2021 5 YR
"Elmwood Park village, Illinois",Elmwood Park,23724,B01001_008E,Male,20 years,144,72,144,72,2021 5 YR
"Elmwood Park village, Illinois",Elmwood Park,23724,B01001_009E,Male,21 years,95,88,95,88,2021 5 YR
"Elmwood Park village, Illinois",Elmwood Park,23724,B01001_010E,Male,22 to 24 years,452,133,452,133,2021 5 YR
"Elmwood Park village, Illinois",Elmwood Park,23724,B01001_011E,Male,25 to 29 years,759,229,759,229,2021 5 YR
"Elmwood Park village, Illinois",Elmwood Park,23724,B01001_012E,Male,30 to 34 years,895,254,895,254,2021 5 YR
"Elmwood Park village, Illinois",Elmwood Park,23724,B01001_013E,Male,35 to 39 years,1061,224,1061,224,2021 5 YR
"Elmwood Park village, Illinois",Elmwood Park,23724,B01001_014E,Male,40 to 44 years,694,187,694,187,2021 5 YR
"Elmwood Park village, Illinois",Elmwood Park,23724,B01001_015E,Male,45 to 49 years,864,227,864,227,2021 5 YR
"Elmwood Park village, Illinois",Elmwood Park,23724,B01001_016E,Male,50 to 54 years,858,208,858,208,2021 5 YR
"Elmwood Park village, Illinois",Elmwood Park,23724,B01001_017E,Male,55 to 59 years,867,161,867,161,2021 5 YR
"Elmwood Park village, Illinois",Elmwood Park,23724,B01001_018E,Male,60 and 61 years,271,99,271,99,2021 5 YR
"Elmwood Park village, Illinois",Elmwood Park,23724,B01001_019E,Male,62 to 64 years,316,94,316,94,2021 5 YR
"Elmwood Park village, Illinois",Elmwood Park,23724,B01001_020E,Male,65 and 66 years,150,86,150,86,2021 5 YR
"Elmwood Park village, Illinois",Elmwood Park,23724,B01001_021E,Male,67 to 69 years,331,125,331,125,2021 5 YR
"Elmwood Park village, Illinois",Elmwood Park,23724,B01001_022E,Male,70 to 74 years,471,141,471,141,2021 5 YR
"Elmwood Park village, Illinois",Elmwood Park,23724,B01001_023E,Male,75 to 79 years,302,105,302,105,2021 5 YR
"Elmwood Park village, Illinois",Elmwood Park,23724,B01001_024E,Male,80 to 84 years,245,124,245,124,2021 5 YR
"Elmwood Park village, Illinois",Elmwood Park,23724,B01001_025E,Male,85 years and over,82,48,82,48,2021 5 YR
"Elmwood Park village, Illinois",Elmwood Park,23724,B01001_027E,Female,Under 5 years,396,145,396,145,2021 5 YR
"Elmwood Park village, Illinois",Elmwood Park,23724,B01001_028E,Female,5 to 9 years,835,218,835,218,2021 5 YR
"Elmwood Park village, Illinois",Elmwood Park,23724,B01001_029E,Female,10 to 14 years,905,312,905,312,2021 5 YR
"Elmwood Park village, Illinois",Elmwood Park,23724,B01001_030E,Female,15 to 17 years,295,110,295,110,2021 5 YR
"Elmwood Park village, Illinois",Elmwood Park,23724,B01001_031E,Female,18 and 19 years,474,159,474,159,2021 5 YR
"Elmwood Park village, Illinois",Elmwood Park,23724,B01001_032E,Female,20 years,65,54,65,54,2021 5 YR
"Elmwood Park village, Illinois",Elmwood Park,23724,B01001_033E,Female,21 years,101,59,101,59,2021 5 YR
"Elmwood Park village, Illinois",Elmwood Park,23724,B01001_034E,Female,22 to 24 years,504,164,504,164,2021 5 YR
"Elmwood Park village, Illinois",Elmwood Park,23724,B01001_035E,Female,25 to 29 years,868,234,868,234,2021 5 YR
"Elmwood Park village, Illinois",Elmwood Park,23724,B01001_036E,Female,30 to 34 years,829,204,829,204,2021 5 YR
"Elmwood Park village, Illinois",Elmwood Park,23724,B01001_037E,Female,35 to 39 years,681,184,681,184,2021 5 YR
"Elmwood Park village, Illinois",Elmwood Park,23724,B01001_038E,Female,40 to 44 years,1019,248,1019,248,2021 5 YR
"Elmwood Park village, Illinois",Elmwood Park,23724,B01001_039E,Female,45 to 49 years,957,324,957,324,2021 5 YR
"Elmwood Park village, Illinois",Elmwood Park,23724,B01001_040E,Female,50 to 54 years,804,212,804,212,2021 5 YR
"Elmwood Park village, Illinois",Elmwood Park,23724,B01001_041E,Female,55 to 59 years,862,185,862,185,2021 5 YR
"Elmwood Park village, Illinois",Elmwood Park,23724,B01001_042E,Female,60 and 61 years,444,157,444,157,2021 5 YR
"Elmwood Park village, Illinois",Elmwood Park,23724,B01001_043E,Female,62 to 64 years,501,141,501,141,2021 5 YR
"Elmwood Park village, Illinois",Elmwood Park,23724,B01001_044E,Female,65 and 66 years,258,101,258,101,2021 5 YR
"Elmwood Park village, Illinois",Elmwood Park,23724,B01001_045E,Female,67 to 69 years,383,121,383,121,2021 5 YR
"Elmwood Park village, Illinois",Elmwood Park,23724,B01001_046E,Female,70 to 74 years,537,155,537,155,2021 5 YR
"Elmwood Park village, Illinois",Elmwood Park,23724,B01001_047E,Female,75 to 79 years,490,147,490,147,2021 5 YR
"Elmwood Park village, Illinois",Elmwood Park,23724,B01001_048E,Female,80 to 84 years,252,197,252,197,2021 5 YR
"Elmwood Park village, Illinois",Elmwood Park,23724,B01001_049E,Female,85 years and over,266,101,266,101,2021 5 YR
"Evanston city, Illinois",Evanston,24582,B01001_003E,Male,Under 5 years,2369,415,2369,415,2021 5 YR
"Evanston city, Illinois",Evanston,24582,B01001_004E,Male,5 to 9 years,2169,341,2169,341,2021 5 YR
"Evanston city, Illinois",Evanston,24582,B01001_005E,Male,10 to 14 years,2382,341,2382,341,2021 5 YR
"Evanston city, Illinois",Evanston,24582,B01001_006E,Male,15 to 17 years,1230,199,1230,199,2021 5 YR
"Evanston city, Illinois",Evanston,24582,B01001_007E,Male,18 and 19 years,1737,304,1737,304,2021 5 YR
"Evanston city, Illinois",Evanston,24582,B01001_008E,Male,20 years,1582,528,1582,528,2021 5 YR
"Evanston city, Illinois",Evanston,24582,B01001_009E,Male,21 years,1046,373,1046,373,2021 5 YR
"Evanston city, Illinois",Evanston,24582,B01001_010E,Male,22 to 24 years,1893,565,1893,565,2021 5 YR
"Evanston city, Illinois",Evanston,24582,B01001_011E,Male,25 to 29 years,2631,432,2631,432,2021 5 YR
"Evanston city, Illinois",Evanston,24582,B01001_012E,Male,30 to 34 years,1956,320,1956,320,2021 5 YR
"Evanston city, Illinois",Evanston,24582,B01001_013E,Male,35 to 39 years,2286,460,2286,460,2021 5 YR
"Evanston city, Illinois",Evanston,24582,B01001_014E,Male,40 to 44 years,2447,394,2447,394,2021 5 YR
"Evanston city, Illinois",Evanston,24582,B01001_015E,Male,45 to 49 years,2493,417,2493,417,2021 5 YR
"Evanston city, Illinois",Evanston,24582,B01001_016E,Male,50 to 54 years,2175,332,2175,332,2021 5 YR
"Evanston city, Illinois",Evanston,24582,B01001_017E,Male,55 to 59 years,2146,399,2146,399,2021 5 YR
"Evanston city, Illinois",Evanston,24582,B01001_018E,Male,60 and 61 years,854,217,854,217,2021 5 YR
"Evanston city, Illinois",Evanston,24582,B01001_019E,Male,62 to 64 years,1417,273,1417,273,2021 5 YR
"Evanston city, Illinois",Evanston,24582,B01001_020E,Male,65 and 66 years,866,180,866,180,2021 5 YR
"Evanston city, Illinois",Evanston,24582,B01001_021E,Male,67 to 69 years,1097,282,1097,282,2021 5 YR
"Evanston city, Illinois",Evanston,24582,B01001_022E,Male,70 to 74 years,1636,251,1636,251,2021 5 YR
"Evanston city, Illinois",Evanston,24582,B01001_023E,Male,75 to 79 years,757,127,757,127,2021 5 YR
"Evanston city, Illinois",Evanston,24582,B01001_024E,Male,80 to 84 years,495,98,495,98,2021 5 YR
"Evanston city, Illinois",Evanston,24582,B01001_025E,Male,85 years and over,520,149,520,149,2021 5 YR
"Evanston city, Illinois",Evanston,24582,B01001_027E,Female,Under 5 years,1598,339,1598,339,2021 5 YR
"Evanston city, Illinois",Evanston,24582,B01001_028E,Female,5 to 9 years,2045,359,2045,359,2021 5 YR
"Evanston city, Illinois",Evanston,24582,B01001_029E,Female,10 to 14 years,1957,334,1957,334,2021 5 YR
"Evanston city, Illinois",Evanston,24582,B01001_030E,Female,15 to 17 years,1258,248,1258,248,2021 5 YR
"Evanston city, Illinois",Evanston,24582,B01001_031E,Female,18 and 19 years,2387,506,2387,506,2021 5 YR
"Evanston city, Illinois",Evanston,24582,B01001_032E,Female,20 years,1462,413,1462,413,2021 5 YR
"Evanston city, Illinois",Evanston,24582,B01001_033E,Female,21 years,1013,380,1013,380,2021 5 YR
"Evanston city, Illinois",Evanston,24582,B01001_034E,Female,22 to 24 years,1458,301,1458,301,2021 5 YR
"Evanston city, Illinois",Evanston,24582,B01001_035E,Female,25 to 29 years,2790,350,2790,350,2021 5 YR
"Evanston city, Illinois",Evanston,24582,B01001_036E,Female,30 to 34 years,2697,400,2697,400,2021 5 YR
"Evanston city, Illinois",Evanston,24582,B01001_037E,Female,35 to 39 years,2240,345,2240,345,2021 5 YR
"Evanston city, Illinois",Evanston,24582,B01001_038E,Female,40 to 44 years,2448,478,2448,478,2021 5 YR
"Evanston city, Illinois",Evanston,24582,B01001_039E,Female,45 to 49 years,2250,328,2250,328,2021 5 YR
"Evanston city, Illinois",Evanston,24582,B01001_040E,Female,50 to 54 years,2436,347,2436,347,2021 5 YR
"Evanston city, Illinois",Evanston,24582,B01001_041E,Female,55 to 59 years,2204,285,2204,285,2021 5 YR
"Evanston city, Illinois",Evanston,24582,B01001_042E,Female,60 and 61 years,1006,180,1006,180,2021 5 YR
"Evanston city, Illinois",Evanston,24582,B01001_043E,Female,62 to 64 years,1504,294,1504,294,2021 5 YR
"Evanston city, Illinois",Evanston,24582,B01001_044E,Female,65 and 66 years,891,193,891,193,2021 5 YR
"Evanston city, Illinois",Evanston,24582,B01001_045E,Female,67 to 69 years,1427,281,1427,281,2021 5 YR
"Evanston city, Illinois",Evanston,24582,B01001_046E,Female,70 to 74 years,2051,281,2051,281,2021 5 YR
"Evanston city, Illinois",Evanston,24582,B01001_047E,Female,75 to 79 years,939,176,939,176,2021 5 YR
"Evanston city, Illinois",Evanston,24582,B01001_048E,Female,80 to 84 years,1026,364,1026,364,2021 5 YR
"Evanston city, Illinois",Evanston,24582,B01001_049E,Female,85 years and over,1183,228,1183,228,2021 5 YR
"Evergreen Park village, Illinois",Evergreen Park,24634,B01001_003E,Male,Under 5 years,746,193,746,193,2021 5 YR
"Evergreen Park village, Illinois",Evergreen Park,24634,B01001_004E,Male,5 to 9 years,650,196,650,196,2021 5 YR
"Evergreen Park village, Illinois",Evergreen Park,24634,B01001_005E,Male,10 to 14 years,562,175,562,175,2021 5 YR
"Evergreen Park village, Illinois",Evergreen Park,24634,B01001_006E,Male,15 to 17 years,470,183,470,183,2021 5 YR
"Evergreen Park village, Illinois",Evergreen Park,24634,B01001_007E,Male,18 and 19 years,178,102,178,102,2021 5 YR
"Evergreen Park village, Illinois",Evergreen Park,24634,B01001_008E,Male,20 years,216,140,216,140,2021 5 YR
"Evergreen Park village, Illinois",Evergreen Park,24634,B01001_009E,Male,21 years,154,75,154,75,2021 5 YR
"Evergreen Park village, Illinois",Evergreen Park,24634,B01001_010E,Male,22 to 24 years,254,103,254,103,2021 5 YR
"Evergreen Park village, Illinois",Evergreen Park,24634,B01001_011E,Male,25 to 29 years,478,145,478,145,2021 5 YR
"Evergreen Park village, Illinois",Evergreen Park,24634,B01001_012E,Male,30 to 34 years,674,170,674,170,2021 5 YR
"Evergreen Park village, Illinois",Evergreen Park,24634,B01001_013E,Male,35 to 39 years,371,123,371,123,2021 5 YR
"Evergreen Park village, Illinois",Evergreen Park,24634,B01001_014E,Male,40 to 44 years,746,222,746,222,2021 5 YR
"Evergreen Park village, Illinois",Evergreen Park,24634,B01001_015E,Male,45 to 49 years,601,209,601,209,2021 5 YR
"Evergreen Park village, Illinois",Evergreen Park,24634,B01001_016E,Male,50 to 54 years,590,169,590,169,2021 5 YR
"Evergreen Park village, Illinois",Evergreen Park,24634,B01001_017E,Male,55 to 59 years,626,178,626,178,2021 5 YR
"Evergreen Park village, Illinois",Evergreen Park,24634,B01001_018E,Male,60 and 61 years,285,115,285,115,2021 5 YR
"Evergreen Park village, Illinois",Evergreen Park,24634,B01001_019E,Male,62 to 64 years,366,117,366,117,2021 5 YR
"Evergreen Park village, Illinois",Evergreen Park,24634,B01001_020E,Male,65 and 66 years,187,69,187,69,2021 5 YR
"Evergreen Park village, Illinois",Evergreen Park,24634,B01001_021E,Male,67 to 69 years,331,96,331,96,2021 5 YR
"Evergreen Park village, Illinois",Evergreen Park,24634,B01001_022E,Male,70 to 74 years,511,171,511,171,2021 5 YR
"Evergreen Park village, Illinois",Evergreen Park,24634,B01001_023E,Male,75 to 79 years,166,74,166,74,2021 5 YR
"Evergreen Park village, Illinois",Evergreen Park,24634,B01001_024E,Male,80 to 84 years,82,48,82,48,2021 5 YR
"Evergreen Park village, Illinois",Evergreen Park,24634,B01001_025E,Male,85 years and over,84,44,84,44,2021 5 YR
"Evergreen Park village, Illinois",Evergreen Park,24634,B01001_027E,Female,Under 5 years,676,167,676,167,2021 5 YR
"Evergreen Park village, Illinois",Evergreen Park,24634,B01001_028E,Female,5 to 9 years,627,189,627,189,2021 5 YR
"Evergreen Park village, Illinois",Evergreen Park,24634,B01001_029E,Female,10 to 14 years,766,227,766,227,2021 5 YR
"Evergreen Park village, Illinois",Evergreen Park,24634,B01001_030E,Female,15 to 17 years,345,150,345,150,2021 5 YR
"Evergreen Park village, Illinois",Evergreen Park,24634,B01001_031E,Female,18 and 19 years,221,103,221,103,2021 5 YR
"Evergreen Park village, Illinois",Evergreen Park,24634,B01001_032E,Female,20 years,90,55,90,55,2021 5 YR
"Evergreen Park village, Illinois",Evergreen Park,24634,B01001_033E,Female,21 years,52,45,52,45,2021 5 YR
"Evergreen Park village, Illinois",Evergreen Park,24634,B01001_034E,Female,22 to 24 years,289,111,289,111,2021 5 YR
"Evergreen Park village, Illinois",Evergreen Park,24634,B01001_035E,Female,25 to 29 years,696,200,696,200,2021 5 YR
"Evergreen Park village, Illinois",Evergreen Park,24634,B01001_036E,Female,30 to 34 years,773,156,773,156,2021 5 YR
"Evergreen Park village, Illinois",Evergreen Park,24634,B01001_037E,Female,35 to 39 years,618,199,618,199,2021 5 YR
"Evergreen Park village, Illinois",Evergreen Park,24634,B01001_038E,Female,40 to 44 years,649,164,649,164,2021 5 YR
"Evergreen Park village, Illinois",Evergreen Park,24634,B01001_039E,Female,45 to 49 years,901,240,901,240,2021 5 YR
"Evergreen Park village, Illinois",Evergreen Park,24634,B01001_040E,Female,50 to 54 years,651,158,651,158,2021 5 YR
"Evergreen Park village, Illinois",Evergreen Park,24634,B01001_041E,Female,55 to 59 years,871,214,871,214,2021 5 YR
"Evergreen Park village, Illinois",Evergreen Park,24634,B01001_042E,Female,60 and 61 years,258,100,258,100,2021 5 YR
"Evergreen Park village, Illinois",Evergreen Park,24634,B01001_043E,Female,62 to 64 years,337,107,337,107,2021 5 YR
"Evergreen Park village, Illinois",Evergreen Park,24634,B01001_044E,Female,65 and 66 years,230,84,230,84,2021 5 YR
"Evergreen Park village, Illinois",Evergreen Park,24634,B01001_045E,Female,67 to 69 years,352,145,352,145,2021 5 YR
"Evergreen Park village, Illinois",Evergreen Park,24634,B01001_046E,Female,70 to 74 years,501,145,501,145,2021 5 YR
"Evergreen Park village, Illinois",Evergreen Park,24634,B01001_047E,Female,75 to 79 years,227,90,227,90,2021 5 YR
"Evergreen Park village, Illinois",Evergreen Park,24634,B01001_048E,Female,80 to 84 years,129,63,129,63,2021 5 YR
"Evergreen Park village, Illinois",Evergreen Park,24634,B01001_049E,Female,85 years and over,297,90,297,90,2021 5 YR
"Flossmoor village, Illinois",Flossmoor,26571,B01001_003E,Male,Under 5 years,398,186,398,186,2021 5 YR
"Flossmoor village, Illinois",Flossmoor,26571,B01001_004E,Male,5 to 9 years,231,165,231,165,2021 5 YR
"Flossmoor village, Illinois",Flossmoor,26571,B01001_005E,Male,10 to 14 years,243,140,243,140,2021 5 YR
"Flossmoor village, Illinois",Flossmoor,26571,B01001_006E,Male,15 to 17 years,336,148,336,148,2021 5 YR
"Flossmoor village, Illinois",Flossmoor,26571,B01001_007E,Male,18 and 19 years,172,168,172,168,2021 5 YR
"Flossmoor village, Illinois",Flossmoor,26571,B01001_008E,Male,20 years,0,17,0,17,2021 5 YR
"Flossmoor village, Illinois",Flossmoor,26571,B01001_009E,Male,21 years,77,98,77,98,2021 5 YR
"Flossmoor village, Illinois",Flossmoor,26571,B01001_010E,Male,22 to 24 years,48,62,48,62,2021 5 YR
"Flossmoor village, Illinois",Flossmoor,26571,B01001_011E,Male,25 to 29 years,110,112,110,112,2021 5 YR
"Flossmoor village, Illinois",Flossmoor,26571,B01001_012E,Male,30 to 34 years,224,126,224,126,2021 5 YR
"Flossmoor village, Illinois",Flossmoor,26571,B01001_013E,Male,35 to 39 years,246,136,246,136,2021 5 YR
"Flossmoor village, Illinois",Flossmoor,26571,B01001_014E,Male,40 to 44 years,309,151,309,151,2021 5 YR
"Flossmoor village, Illinois",Flossmoor,26571,B01001_015E,Male,45 to 49 years,463,184,463,184,2021 5 YR
"Flossmoor village, Illinois",Flossmoor,26571,B01001_016E,Male,50 to 54 years,266,149,266,149,2021 5 YR
"Flossmoor village, Illinois",Flossmoor,26571,B01001_017E,Male,55 to 59 years,457,330,457,330,2021 5 YR
"Flossmoor village, Illinois",Flossmoor,26571,B01001_018E,Male,60 and 61 years,155,92,155,92,2021 5 YR
"Flossmoor village, Illinois",Flossmoor,26571,B01001_019E,Male,62 to 64 years,149,81,149,81,2021 5 YR
"Flossmoor village, Illinois",Flossmoor,26571,B01001_020E,Male,65 and 66 years,81,47,81,47,2021 5 YR
"Flossmoor village, Illinois",Flossmoor,26571,B01001_021E,Male,67 to 69 years,165,86,165,86,2021 5 YR
"Flossmoor village, Illinois",Flossmoor,26571,B01001_022E,Male,70 to 74 years,285,157,285,157,2021 5 YR
"Flossmoor village, Illinois",Flossmoor,26571,B01001_023E,Male,75 to 79 years,54,36,54,36,2021 5 YR
"Flossmoor village, Illinois",Flossmoor,26571,B01001_024E,Male,80 to 84 years,78,65,78,65,2021 5 YR
"Flossmoor village, Illinois",Flossmoor,26571,B01001_025E,Male,85 years and over,106,67,106,67,2021 5 YR
"Flossmoor village, Illinois",Flossmoor,26571,B01001_027E,Female,Under 5 years,377,206,377,206,2021 5 YR
"Flossmoor village, Illinois",Flossmoor,26571,B01001_028E,Female,5 to 9 years,432,181,432,181,2021 5 YR
"Flossmoor village, Illinois",Flossmoor,26571,B01001_029E,Female,10 to 14 years,369,211,369,211,2021 5 YR
"Flossmoor village, Illinois",Flossmoor,26571,B01001_030E,Female,15 to 17 years,182,105,182,105,2021 5 YR
"Flossmoor village, Illinois",Flossmoor,26571,B01001_031E,Female,18 and 19 years,30,41,30,41,2021 5 YR
"Flossmoor village, Illinois",Flossmoor,26571,B01001_032E,Female,20 years,271,185,271,185,2021 5 YR
"Flossmoor village, Illinois",Flossmoor,26571,B01001_033E,Female,21 years,27,48,27,48,2021 5 YR
"Flossmoor village, Illinois",Flossmoor,26571,B01001_034E,Female,22 to 24 years,46,38,46,38,2021 5 YR
"Flossmoor village, Illinois",Flossmoor,26571,B01001_035E,Female,25 to 29 years,58,47,58,47,2021 5 YR
"Flossmoor village, Illinois",Flossmoor,26571,B01001_036E,Female,30 to 34 years,182,107,182,107,2021 5 YR
"Flossmoor village, Illinois",Flossmoor,26571,B01001_037E,Female,35 to 39 years,415,164,415,164,2021 5 YR
"Flossmoor village, Illinois",Flossmoor,26571,B01001_038E,Female,40 to 44 years,284,156,284,156,2021 5 YR
"Flossmoor village, Illinois",Flossmoor,26571,B01001_039E,Female,45 to 49 years,472,164,472,164,2021 5 YR
"Flossmoor village, Illinois",Flossmoor,26571,B01001_040E,Female,50 to 54 years,374,157,374,157,2021 5 YR
"Flossmoor village, Illinois",Flossmoor,26571,B01001_041E,Female,55 to 59 years,244,113,244,113,2021 5 YR
"Flossmoor village, Illinois",Flossmoor,26571,B01001_042E,Female,60 and 61 years,383,306,383,306,2021 5 YR
"Flossmoor village, Illinois",Flossmoor,26571,B01001_043E,Female,62 to 64 years,119,72,119,72,2021 5 YR
"Flossmoor village, Illinois",Flossmoor,26571,B01001_044E,Female,65 and 66 years,202,149,202,149,2021 5 YR
"Flossmoor village, Illinois",Flossmoor,26571,B01001_045E,Female,67 to 69 years,229,104,229,104,2021 5 YR
"Flossmoor village, Illinois",Flossmoor,26571,B01001_046E,Female,70 to 74 years,238,124,238,124,2021 5 YR
"Flossmoor village, Illinois",Flossmoor,26571,B01001_047E,Female,75 to 79 years,76,64,76,64,2021 5 YR
"Flossmoor village, Illinois",Flossmoor,26571,B01001_048E,Female,80 to 84 years,107,71,107,71,2021 5 YR
"Flossmoor village, Illinois",Flossmoor,26571,B01001_049E,Female,85 years and over,98,57,98,57,2021 5 YR
"Ford Heights village, Illinois",Ford Heights,26710,B01001_003E,Male,Under 5 years,65,49,65,49,2021 5 YR
"Ford Heights village, Illinois",Ford Heights,26710,B01001_004E,Male,5 to 9 years,65,59,65,59,2021 5 YR
"Ford Heights village, Illinois",Ford Heights,26710,B01001_005E,Male,10 to 14 years,47,39,47,39,2021 5 YR
"Ford Heights village, Illinois",Ford Heights,26710,B01001_006E,Male,15 to 17 years,67,31,67,31,2021 5 YR
"Ford Heights village, Illinois",Ford Heights,26710,B01001_007E,Male,18 and 19 years,36,39,36,39,2021 5 YR
"Ford Heights village, Illinois",Ford Heights,26710,B01001_008E,Male,20 years,0,12,0,12,2021 5 YR
"Ford Heights village, Illinois",Ford Heights,26710,B01001_009E,Male,21 years,14,23,14,23,2021 5 YR
