census_name,clean_name,census_place_code,variable,sex,age,total_pop,total_pop_moe,pop_in_cook,pop_in_cook_moe,vintage
"River Forest village, Illinois",River Forest,64304,B01001_046E,Female,70 to 74 years,322,156,322,156,2021 5 YR
"River Forest village, Illinois",River Forest,64304,B01001_047E,Female,75 to 79 years,111,71,111,71,2021 5 YR
"River Forest village, Illinois",River Forest,64304,B01001_048E,Female,80 to 84 years,202,160,202,160,2021 5 YR
"River Forest village, Illinois",River Forest,64304,B01001_049E,Female,85 years and over,189,108,189,108,2021 5 YR
"River Grove village, Illinois",River Grove,64343,B01001_003E,Male,Under 5 years,279,162,279,162,2021 5 YR
"River Grove village, Illinois",River Grove,64343,B01001_004E,Male,5 to 9 years,569,215,569,215,2021 5 YR
"River Grove village, Illinois",River Grove,64343,B01001_005E,Male,10 to 14 years,414,160,414,160,2021 5 YR
"River Grove village, Illinois",River Grove,64343,B01001_006E,Male,15 to 17 years,119,83,119,83,2021 5 YR
"River Grove village, Illinois",River Grove,64343,B01001_007E,Male,18 and 19 years,76,64,76,64,2021 5 YR
"River Grove village, Illinois",River Grove,64343,B01001_008E,Male,20 years,109,103,109,103,2021 5 YR
"River Grove village, Illinois",River Grove,64343,B01001_009E,Male,21 years,13,22,13,22,2021 5 YR
"River Grove village, Illinois",River Grove,64343,B01001_010E,Male,22 to 24 years,89,83,89,83,2021 5 YR
"River Grove village, Illinois",River Grove,64343,B01001_011E,Male,25 to 29 years,347,203,347,203,2021 5 YR
"River Grove village, Illinois",River Grove,64343,B01001_012E,Male,30 to 34 years,467,146,467,146,2021 5 YR
"River Grove village, Illinois",River Grove,64343,B01001_013E,Male,35 to 39 years,226,88,226,88,2021 5 YR
"River Grove village, Illinois",River Grove,64343,B01001_014E,Male,40 to 44 years,497,179,497,179,2021 5 YR
"River Grove village, Illinois",River Grove,64343,B01001_015E,Male,45 to 49 years,177,111,177,111,2021 5 YR
"River Grove village, Illinois",River Grove,64343,B01001_016E,Male,50 to 54 years,175,104,175,104,2021 5 YR
"River Grove village, Illinois",River Grove,64343,B01001_017E,Male,55 to 59 years,453,160,453,160,2021 5 YR
"River Grove village, Illinois",River Grove,64343,B01001_018E,Male,60 and 61 years,148,92,148,92,2021 5 YR
"River Grove village, Illinois",River Grove,64343,B01001_019E,Male,62 to 64 years,236,138,236,138,2021 5 YR
"River Grove village, Illinois",River Grove,64343,B01001_020E,Male,65 and 66 years,52,42,52,42,2021 5 YR
"River Grove village, Illinois",River Grove,64343,B01001_021E,Male,67 to 69 years,117,86,117,86,2021 5 YR
"River Grove village, Illinois",River Grove,64343,B01001_022E,Male,70 to 74 years,207,110,207,110,2021 5 YR
"River Grove village, Illinois",River Grove,64343,B01001_023E,Male,75 to 79 years,108,70,108,70,2021 5 YR
"River Grove village, Illinois",River Grove,64343,B01001_024E,Male,80 to 84 years,25,30,25,30,2021 5 YR
"River Grove village, Illinois",River Grove,64343,B01001_025E,Male,85 years and over,19,20,19,20,2021 5 YR
"River Grove village, Illinois",River Grove,64343,B01001_027E,Female,Under 5 years,345,165,345,165,2021 5 YR
"River Grove village, Illinois",River Grove,64343,B01001_028E,Female,5 to 9 years,506,208,506,208,2021 5 YR
"River Grove village, Illinois",River Grove,64343,B01001_029E,Female,10 to 14 years,368,161,368,161,2021 5 YR
"River Grove village, Illinois",River Grove,64343,B01001_030E,Female,15 to 17 years,97,83,97,83,2021 5 YR
"River Grove village, Illinois",River Grove,64343,B01001_031E,Female,18 and 19 years,167,87,167,87,2021 5 YR
"River Grove village, Illinois",River Grove,64343,B01001_032E,Female,20 years,47,48,47,48,2021 5 YR
"River Grove village, Illinois",River Grove,64343,B01001_033E,Female,21 years,61,57,61,57,2021 5 YR
"River Grove village, Illinois",River Grove,64343,B01001_034E,Female,22 to 24 years,157,167,157,167,2021 5 YR
"River Grove village, Illinois",River Grove,64343,B01001_035E,Female,25 to 29 years,303,137,303,137,2021 5 YR
"River Grove village, Illinois",River Grove,64343,B01001_036E,Female,30 to 34 years,683,190,683,190,2021 5 YR
"River Grove village, Illinois",River Grove,64343,B01001_037E,Female,35 to 39 years,474,158,474,158,2021 5 YR
"River Grove village, Illinois",River Grove,64343,B01001_038E,Female,40 to 44 years,236,114,236,114,2021 5 YR
"River Grove village, Illinois",River Grove,64343,B01001_039E,Female,45 to 49 years,264,113,264,113,2021 5 YR
"River Grove village, Illinois",River Grove,64343,B01001_040E,Female,50 to 54 years,393,152,393,152,2021 5 YR
"River Grove village, Illinois",River Grove,64343,B01001_041E,Female,55 to 59 years,340,157,340,157,2021 5 YR
"River Grove village, Illinois",River Grove,64343,B01001_042E,Female,60 and 61 years,111,74,111,74,2021 5 YR
"River Grove village, Illinois",River Grove,64343,B01001_043E,Female,62 to 64 years,195,111,195,111,2021 5 YR
"River Grove village, Illinois",River Grove,64343,B01001_044E,Female,65 and 66 years,159,90,159,90,2021 5 YR
"River Grove village, Illinois",River Grove,64343,B01001_045E,Female,67 to 69 years,146,81,146,81,2021 5 YR
"River Grove village, Illinois",River Grove,64343,B01001_046E,Female,70 to 74 years,251,151,251,151,2021 5 YR
"River Grove village, Illinois",River Grove,64343,B01001_047E,Female,75 to 79 years,115,68,115,68,2021 5 YR
"River Grove village, Illinois",River Grove,64343,B01001_048E,Female,80 to 84 years,77,67,77,67,2021 5 YR
"River Grove village, Illinois",River Grove,64343,B01001_049E,Female,85 years and over,154,141,154,141,2021 5 YR
"Riverdale village, Illinois",Riverdale,64278,B01001_003E,Male,Under 5 years,766,453,766,453,2021 5 YR
"Riverdale village, Illinois",Riverdale,64278,B01001_004E,Male,5 to 9 years,453,242,453,242,2021 5 YR
"Riverdale village, Illinois",Riverdale,64278,B01001_005E,Male,10 to 14 years,346,151,346,151,2021 5 YR
"Riverdale village, Illinois",Riverdale,64278,B01001_006E,Male,15 to 17 years,188,93,188,93,2021 5 YR
"Riverdale village, Illinois",Riverdale,64278,B01001_007E,Male,18 and 19 years,210,104,210,104,2021 5 YR
"Riverdale village, Illinois",Riverdale,64278,B01001_008E,Male,20 years,47,43,47,43,2021 5 YR
"Riverdale village, Illinois",Riverdale,64278,B01001_009E,Male,21 years,77,81,77,81,2021 5 YR
"Riverdale village, Illinois",Riverdale,64278,B01001_010E,Male,22 to 24 years,285,127,285,127,2021 5 YR
"Riverdale village, Illinois",Riverdale,64278,B01001_011E,Male,25 to 29 years,398,167,398,167,2021 5 YR
"Riverdale village, Illinois",Riverdale,64278,B01001_012E,Male,30 to 34 years,300,159,300,159,2021 5 YR
"Riverdale village, Illinois",Riverdale,64278,B01001_013E,Male,35 to 39 years,163,82,163,82,2021 5 YR
"Riverdale village, Illinois",Riverdale,64278,B01001_014E,Male,40 to 44 years,505,180,505,180,2021 5 YR
"Riverdale village, Illinois",Riverdale,64278,B01001_015E,Male,45 to 49 years,190,96,190,96,2021 5 YR
"Riverdale village, Illinois",Riverdale,64278,B01001_016E,Male,50 to 54 years,228,108,228,108,2021 5 YR
"Riverdale village, Illinois",Riverdale,64278,B01001_017E,Male,55 to 59 years,316,151,316,151,2021 5 YR
"Riverdale village, Illinois",Riverdale,64278,B01001_018E,Male,60 and 61 years,240,111,240,111,2021 5 YR
"Riverdale village, Illinois",Riverdale,64278,B01001_019E,Male,62 to 64 years,153,75,153,75,2021 5 YR
"Riverdale village, Illinois",Riverdale,64278,B01001_020E,Male,65 and 66 years,166,108,166,108,2021 5 YR
"Riverdale village, Illinois",Riverdale,64278,B01001_021E,Male,67 to 69 years,59,51,59,51,2021 5 YR
"Riverdale village, Illinois",Riverdale,64278,B01001_022E,Male,70 to 74 years,122,78,122,78,2021 5 YR
"Riverdale village, Illinois",Riverdale,64278,B01001_023E,Male,75 to 79 years,68,64,68,64,2021 5 YR
"Riverdale village, Illinois",Riverdale,64278,B01001_024E,Male,80 to 84 years,5,7,5,7,2021 5 YR
"Riverdale village, Illinois",Riverdale,64278,B01001_025E,Male,85 years and over,16,26,16,26,2021 5 YR
"Riverdale village, Illinois",Riverdale,64278,B01001_027E,Female,Under 5 years,394,194,394,194,2021 5 YR
"Riverdale village, Illinois",Riverdale,64278,B01001_028E,Female,5 to 9 years,491,170,491,170,2021 5 YR
"Riverdale village, Illinois",Riverdale,64278,B01001_029E,Female,10 to 14 years,332,119,332,119,2021 5 YR
"Riverdale village, Illinois",Riverdale,64278,B01001_030E,Female,15 to 17 years,272,127,272,127,2021 5 YR
"Riverdale village, Illinois",Riverdale,64278,B01001_031E,Female,18 and 19 years,92,73,92,73,2021 5 YR
"Riverdale village, Illinois",Riverdale,64278,B01001_032E,Female,20 years,57,38,57,38,2021 5 YR
"Riverdale village, Illinois",Riverdale,64278,B01001_033E,Female,21 years,45,41,45,41,2021 5 YR
"Riverdale village, Illinois",Riverdale,64278,B01001_034E,Female,22 to 24 years,237,100,237,100,2021 5 YR
"Riverdale village, Illinois",Riverdale,64278,B01001_035E,Female,25 to 29 years,310,162,310,162,2021 5 YR
"Riverdale village, Illinois",Riverdale,64278,B01001_036E,Female,30 to 34 years,475,142,475,142,2021 5 YR
"Riverdale village, Illinois",Riverdale,64278,B01001_037E,Female,35 to 39 years,329,134,329,134,2021 5 YR
"Riverdale village, Illinois",Riverdale,64278,B01001_038E,Female,40 to 44 years,311,119,311,119,2021 5 YR
"Riverdale village, Illinois",Riverdale,64278,B01001_039E,Female,45 to 49 years,441,146,441,146,2021 5 YR
"Riverdale village, Illinois",Riverdale,64278,B01001_040E,Female,50 to 54 years,362,115,362,115,2021 5 YR
"Riverdale village, Illinois",Riverdale,64278,B01001_041E,Female,55 to 59 years,430,159,430,159,2021 5 YR
"Riverdale village, Illinois",Riverdale,64278,B01001_042E,Female,60 and 61 years,144,85,144,85,2021 5 YR
"Riverdale village, Illinois",Riverdale,64278,B01001_043E,Female,62 to 64 years,256,101,256,101,2021 5 YR
"Riverdale village, Illinois",Riverdale,64278,B01001_044E,Female,65 and 66 years,235,114,235,114,2021 5 YR
"Riverdale village, Illinois",Riverdale,64278,B01001_045E,Female,67 to 69 years,39,32,39,32,2021 5 YR
"Riverdale village, Illinois",Riverdale,64278,B01001_046E,Female,70 to 74 years,157,77,157,77,2021 5 YR
"Riverdale village, Illinois",Riverdale,64278,B01001_047E,Female,75 to 79 years,78,51,78,51,2021 5 YR
"Riverdale village, Illinois",Riverdale,64278,B01001_048E,Female,80 to 84 years,22,19,22,19,2021 5 YR
"Riverdale village, Illinois",Riverdale,64278,B01001_049E,Female,85 years and over,99,66,99,66,2021 5 YR
"Riverside village, Illinois",Riverside,64421,B01001_003E,Male,Under 5 years,127,69,127,69,2021 5 YR
"Riverside village, Illinois",Riverside,64421,B01001_004E,Male,5 to 9 years,512,290,512,290,2021 5 YR
"Riverside village, Illinois",Riverside,64421,B01001_005E,Male,10 to 14 years,472,168,472,168,2021 5 YR
"Riverside village, Illinois",Riverside,64421,B01001_006E,Male,15 to 17 years,286,142,286,142,2021 5 YR
"Riverside village, Illinois",Riverside,64421,B01001_007E,Male,18 and 19 years,41,33,41,33,2021 5 YR
"Riverside village, Illinois",Riverside,64421,B01001_008E,Male,20 years,0,17,0,17,2021 5 YR
"Riverside village, Illinois",Riverside,64421,B01001_009E,Male,21 years,6,10,6,10,2021 5 YR
"Riverside village, Illinois",Riverside,64421,B01001_010E,Male,22 to 24 years,84,61,84,61,2021 5 YR
"Riverside village, Illinois",Riverside,64421,B01001_011E,Male,25 to 29 years,206,117,206,117,2021 5 YR
"Riverside village, Illinois",Riverside,64421,B01001_012E,Male,30 to 34 years,231,110,231,110,2021 5 YR
"Riverside village, Illinois",Riverside,64421,B01001_013E,Male,35 to 39 years,219,110,219,110,2021 5 YR
"Riverside village, Illinois",Riverside,64421,B01001_014E,Male,40 to 44 years,268,89,268,89,2021 5 YR
"Riverside village, Illinois",Riverside,64421,B01001_015E,Male,45 to 49 years,302,94,302,94,2021 5 YR
"Riverside village, Illinois",Riverside,64421,B01001_016E,Male,50 to 54 years,257,101,257,101,2021 5 YR
"Riverside village, Illinois",Riverside,64421,B01001_017E,Male,55 to 59 years,381,133,381,133,2021 5 YR
"Riverside village, Illinois",Riverside,64421,B01001_018E,Male,60 and 61 years,159,74,159,74,2021 5 YR
"Riverside village, Illinois",Riverside,64421,B01001_019E,Male,62 to 64 years,278,131,278,131,2021 5 YR
"Riverside village, Illinois",Riverside,64421,B01001_020E,Male,65 and 66 years,170,149,170,149,2021 5 YR
"Riverside village, Illinois",Riverside,64421,B01001_021E,Male,67 to 69 years,191,95,191,95,2021 5 YR
"Riverside village, Illinois",Riverside,64421,B01001_022E,Male,70 to 74 years,70,49,70,49,2021 5 YR
"Riverside village, Illinois",Riverside,64421,B01001_023E,Male,75 to 79 years,168,73,168,73,2021 5 YR
"Riverside village, Illinois",Riverside,64421,B01001_024E,Male,80 to 84 years,37,38,37,38,2021 5 YR
"Riverside village, Illinois",Riverside,64421,B01001_025E,Male,85 years and over,34,25,34,25,2021 5 YR
"Riverside village, Illinois",Riverside,64421,B01001_027E,Female,Under 5 years,260,139,260,139,2021 5 YR
"Riverside village, Illinois",Riverside,64421,B01001_028E,Female,5 to 9 years,163,114,163,114,2021 5 YR
"Riverside village, Illinois",Riverside,64421,B01001_029E,Female,10 to 14 years,300,136,300,136,2021 5 YR
"Riverside village, Illinois",Riverside,64421,B01001_030E,Female,15 to 17 years,278,103,278,103,2021 5 YR
"Riverside village, Illinois",Riverside,64421,B01001_031E,Female,18 and 19 years,124,77,124,77,2021 5 YR
"Riverside village, Illinois",Riverside,64421,B01001_032E,Female,20 years,96,66,96,66,2021 5 YR
"Riverside village, Illinois",Riverside,64421,B01001_033E,Female,21 years,24,37,24,37,2021 5 YR
"Riverside village, Illinois",Riverside,64421,B01001_034E,Female,22 to 24 years,163,88,163,88,2021 5 YR
"Riverside village, Illinois",Riverside,64421,B01001_035E,Female,25 to 29 years,110,91,110,91,2021 5 YR
"Riverside village, Illinois",Riverside,64421,B01001_036E,Female,30 to 34 years,201,89,201,89,2021 5 YR
"Riverside village, Illinois",Riverside,64421,B01001_037E,Female,35 to 39 years,333,89,333,89,2021 5 YR
"Riverside village, Illinois",Riverside,64421,B01001_038E,Female,40 to 44 years,218,91,218,91,2021 5 YR
"Riverside village, Illinois",Riverside,64421,B01001_039E,Female,45 to 49 years,354,94,354,94,2021 5 YR
"Riverside village, Illinois",Riverside,64421,B01001_040E,Female,50 to 54 years,391,147,391,147,2021 5 YR
"Riverside village, Illinois",Riverside,64421,B01001_041E,Female,55 to 59 years,430,146,430,146,2021 5 YR
"Riverside village, Illinois",Riverside,64421,B01001_042E,Female,60 and 61 years,148,96,148,96,2021 5 YR
"Riverside village, Illinois",Riverside,64421,B01001_043E,Female,62 to 64 years,244,108,244,108,2021 5 YR
"Riverside village, Illinois",Riverside,64421,B01001_044E,Female,65 and 66 years,106,73,106,73,2021 5 YR
"Riverside village, Illinois",Riverside,64421,B01001_045E,Female,67 to 69 years,196,89,196,89,2021 5 YR
"Riverside village, Illinois",Riverside,64421,B01001_046E,Female,70 to 74 years,406,256,406,256,2021 5 YR
"Riverside village, Illinois",Riverside,64421,B01001_047E,Female,75 to 79 years,107,70,107,70,2021 5 YR
"Riverside village, Illinois",Riverside,64421,B01001_048E,Female,80 to 84 years,40,29,40,29,2021 5 YR
"Riverside village, Illinois",Riverside,64421,B01001_049E,Female,85 years and over,155,85,155,85,2021 5 YR
"Riverwoods village, Illinois",Riverwoods,64538,B01001_003E,Male,Under 5 years,99,65,0,NA,2021 5 YR
"Riverwoods village, Illinois",Riverwoods,64538,B01001_004E,Male,5 to 9 years,168,108,0,NA,2021 5 YR
"Riverwoods village, Illinois",Riverwoods,64538,B01001_005E,Male,10 to 14 years,76,41,0,NA,2021 5 YR
"Riverwoods village, Illinois",Riverwoods,64538,B01001_006E,Male,15 to 17 years,61,41,0,NA,2021 5 YR
"Riverwoods village, Illinois",Riverwoods,64538,B01001_007E,Male,18 and 19 years,7,13,0,NA,2021 5 YR
"Riverwoods village, Illinois",Riverwoods,64538,B01001_008E,Male,20 years,3,6,0,NA,2021 5 YR
"Riverwoods village, Illinois",Riverwoods,64538,B01001_009E,Male,21 years,21,33,0,NA,2021 5 YR
"Riverwoods village, Illinois",Riverwoods,64538,B01001_010E,Male,22 to 24 years,104,78,0,NA,2021 5 YR
"Riverwoods village, Illinois",Riverwoods,64538,B01001_011E,Male,25 to 29 years,28,23,0,NA,2021 5 YR
"Riverwoods village, Illinois",Riverwoods,64538,B01001_012E,Male,30 to 34 years,10,16,0,NA,2021 5 YR
"Riverwoods village, Illinois",Riverwoods,64538,B01001_013E,Male,35 to 39 years,112,70,0,NA,2021 5 YR
"Riverwoods village, Illinois",Riverwoods,64538,B01001_014E,Male,40 to 44 years,129,84,0,NA,2021 5 YR
"Riverwoods village, Illinois",Riverwoods,64538,B01001_015E,Male,45 to 49 years,62,28,0,NA,2021 5 YR
"Riverwoods village, Illinois",Riverwoods,64538,B01001_016E,Male,50 to 54 years,121,78,0,NA,2021 5 YR
"Riverwoods village, Illinois",Riverwoods,64538,B01001_017E,Male,55 to 59 years,220,120,0,NA,2021 5 YR
"Riverwoods village, Illinois",Riverwoods,64538,B01001_018E,Male,60 and 61 years,92,66,0,NA,2021 5 YR
"Riverwoods village, Illinois",Riverwoods,64538,B01001_019E,Male,62 to 64 years,80,52,0,NA,2021 5 YR
"Riverwoods village, Illinois",Riverwoods,64538,B01001_020E,Male,65 and 66 years,50,39,0,NA,2021 5 YR
"Riverwoods village, Illinois",Riverwoods,64538,B01001_021E,Male,67 to 69 years,100,66,0,NA,2021 5 YR
"Riverwoods village, Illinois",Riverwoods,64538,B01001_022E,Male,70 to 74 years,147,74,0,NA,2021 5 YR
"Riverwoods village, Illinois",Riverwoods,64538,B01001_023E,Male,75 to 79 years,119,79,0,NA,2021 5 YR
"Riverwoods village, Illinois",Riverwoods,64538,B01001_024E,Male,80 to 84 years,44,43,0,NA,2021 5 YR
"Riverwoods village, Illinois",Riverwoods,64538,B01001_025E,Male,85 years and over,24,24,0,NA,2021 5 YR
"Riverwoods village, Illinois",Riverwoods,64538,B01001_027E,Female,Under 5 years,42,42,0,NA,2021 5 YR
"Riverwoods village, Illinois",Riverwoods,64538,B01001_028E,Female,5 to 9 years,197,151,0,NA,2021 5 YR
"Riverwoods village, Illinois",Riverwoods,64538,B01001_029E,Female,10 to 14 years,77,36,0,NA,2021 5 YR
"Riverwoods village, Illinois",Riverwoods,64538,B01001_030E,Female,15 to 17 years,116,74,0,NA,2021 5 YR
"Riverwoods village, Illinois",Riverwoods,64538,B01001_031E,Female,18 and 19 years,13,20,0,NA,2021 5 YR
"Riverwoods village, Illinois",Riverwoods,64538,B01001_032E,Female,20 years,0,12,0,NA,2021 5 YR
"Riverwoods village, Illinois",Riverwoods,64538,B01001_033E,Female,21 years,0,12,0,NA,2021 5 YR
"Riverwoods village, Illinois",Riverwoods,64538,B01001_034E,Female,22 to 24 years,55,47,0,NA,2021 5 YR
"Riverwoods village, Illinois",Riverwoods,64538,B01001_035E,Female,25 to 29 years,22,21,0,NA,2021 5 YR
"Riverwoods village, Illinois",Riverwoods,64538,B01001_036E,Female,30 to 34 years,21,22,0,NA,2021 5 YR
"Riverwoods village, Illinois",Riverwoods,64538,B01001_037E,Female,35 to 39 years,186,85,0,NA,2021 5 YR
"Riverwoods village, Illinois",Riverwoods,64538,B01001_038E,Female,40 to 44 years,78,45,0,NA,2021 5 YR
"Riverwoods village, Illinois",Riverwoods,64538,B01001_039E,Female,45 to 49 years,75,41,0,NA,2021 5 YR
"Riverwoods village, Illinois",Riverwoods,64538,B01001_040E,Female,50 to 54 years,97,73,0,NA,2021 5 YR
"Riverwoods village, Illinois",Riverwoods,64538,B01001_041E,Female,55 to 59 years,174,73,0,NA,2021 5 YR
"Riverwoods village, Illinois",Riverwoods,64538,B01001_042E,Female,60 and 61 years,121,101,0,NA,2021 5 YR
"Riverwoods village, Illinois",Riverwoods,64538,B01001_043E,Female,62 to 64 years,100,54,0,NA,2021 5 YR
"Riverwoods village, Illinois",Riverwoods,64538,B01001_044E,Female,65 and 66 years,64,45,0,NA,2021 5 YR
"Riverwoods village, Illinois",Riverwoods,64538,B01001_045E,Female,67 to 69 years,128,75,0,NA,2021 5 YR
"Riverwoods village, Illinois",Riverwoods,64538,B01001_046E,Female,70 to 74 years,114,59,0,NA,2021 5 YR
"Riverwoods village, Illinois",Riverwoods,64538,B01001_047E,Female,75 to 79 years,92,66,0,NA,2021 5 YR
"Riverwoods village, Illinois",Riverwoods,64538,B01001_048E,Female,80 to 84 years,34,40,0,NA,2021 5 YR
"Riverwoods village, Illinois",Riverwoods,64538,B01001_049E,Female,85 years and over,59,44,0,NA,2021 5 YR
"Robbins village, Illinois",Robbins,64616,B01001_003E,Male,Under 5 years,99,89,99,89,2021 5 YR
"Robbins village, Illinois",Robbins,64616,B01001_004E,Male,5 to 9 years,136,105,136,105,2021 5 YR
"Robbins village, Illinois",Robbins,64616,B01001_005E,Male,10 to 14 years,107,73,107,73,2021 5 YR
"Robbins village, Illinois",Robbins,64616,B01001_006E,Male,15 to 17 years,48,48,48,48,2021 5 YR
"Robbins village, Illinois",Robbins,64616,B01001_007E,Male,18 and 19 years,0,12,0,12,2021 5 YR
"Robbins village, Illinois",Robbins,64616,B01001_008E,Male,20 years,58,51,58,51,2021 5 YR
"Robbins village, Illinois",Robbins,64616,B01001_009E,Male,21 years,54,60,54,60,2021 5 YR
"Robbins village, Illinois",Robbins,64616,B01001_010E,Male,22 to 24 years,100,100,100,100,2021 5 YR
"Robbins village, Illinois",Robbins,64616,B01001_011E,Male,25 to 29 years,354,146,354,146,2021 5 YR
"Robbins village, Illinois",Robbins,64616,B01001_012E,Male,30 to 34 years,89,67,89,67,2021 5 YR
"Robbins village, Illinois",Robbins,64616,B01001_013E,Male,35 to 39 years,61,58,61,58,2021 5 YR
"Robbins village, Illinois",Robbins,64616,B01001_014E,Male,40 to 44 years,128,73,128,73,2021 5 YR
"Robbins village, Illinois",Robbins,64616,B01001_015E,Male,45 to 49 years,138,70,138,70,2021 5 YR
"Robbins village, Illinois",Robbins,64616,B01001_016E,Male,50 to 54 years,97,58,97,58,2021 5 YR
"Robbins village, Illinois",Robbins,64616,B01001_017E,Male,55 to 59 years,100,67,100,67,2021 5 YR
"Robbins village, Illinois",Robbins,64616,B01001_018E,Male,60 and 61 years,95,69,95,69,2021 5 YR
"Robbins village, Illinois",Robbins,64616,B01001_019E,Male,62 to 64 years,120,66,120,66,2021 5 YR
"Robbins village, Illinois",Robbins,64616,B01001_020E,Male,65 and 66 years,6,8,6,8,2021 5 YR
"Robbins village, Illinois",Robbins,64616,B01001_021E,Male,67 to 69 years,63,54,63,54,2021 5 YR
"Robbins village, Illinois",Robbins,64616,B01001_022E,Male,70 to 74 years,122,67,122,67,2021 5 YR
"Robbins village, Illinois",Robbins,64616,B01001_023E,Male,75 to 79 years,38,45,38,45,2021 5 YR
"Robbins village, Illinois",Robbins,64616,B01001_024E,Male,80 to 84 years,22,27,22,27,2021 5 YR
"Robbins village, Illinois",Robbins,64616,B01001_025E,Male,85 years and over,8,15,8,15,2021 5 YR
"Robbins village, Illinois",Robbins,64616,B01001_027E,Female,Under 5 years,263,151,263,151,2021 5 YR
"Robbins village, Illinois",Robbins,64616,B01001_028E,Female,5 to 9 years,243,114,243,114,2021 5 YR
"Robbins village, Illinois",Robbins,64616,B01001_029E,Female,10 to 14 years,185,134,185,134,2021 5 YR
"Robbins village, Illinois",Robbins,64616,B01001_030E,Female,15 to 17 years,0,12,0,12,2021 5 YR
"Robbins village, Illinois",Robbins,64616,B01001_031E,Female,18 and 19 years,38,53,38,53,2021 5 YR
"Robbins village, Illinois",Robbins,64616,B01001_032E,Female,20 years,0,12,0,12,2021 5 YR
"Robbins village, Illinois",Robbins,64616,B01001_033E,Female,21 years,0,12,0,12,2021 5 YR
"Robbins village, Illinois",Robbins,64616,B01001_034E,Female,22 to 24 years,284,218,284,218,2021 5 YR
"Robbins village, Illinois",Robbins,64616,B01001_035E,Female,25 to 29 years,229,104,229,104,2021 5 YR
"Robbins village, Illinois",Robbins,64616,B01001_036E,Female,30 to 34 years,233,116,233,116,2021 5 YR
"Robbins village, Illinois",Robbins,64616,B01001_037E,Female,35 to 39 years,143,126,143,126,2021 5 YR
"Robbins village, Illinois",Robbins,64616,B01001_038E,Female,40 to 44 years,131,70,131,70,2021 5 YR
"Robbins village, Illinois",Robbins,64616,B01001_039E,Female,45 to 49 years,104,58,104,58,2021 5 YR
"Robbins village, Illinois",Robbins,64616,B01001_040E,Female,50 to 54 years,126,87,126,87,2021 5 YR
"Robbins village, Illinois",Robbins,64616,B01001_041E,Female,55 to 59 years,235,151,235,151,2021 5 YR
"Robbins village, Illinois",Robbins,64616,B01001_042E,Female,60 and 61 years,83,51,83,51,2021 5 YR
"Robbins village, Illinois",Robbins,64616,B01001_043E,Female,62 to 64 years,65,56,65,56,2021 5 YR
"Robbins village, Illinois",Robbins,64616,B01001_044E,Female,65 and 66 years,44,37,44,37,2021 5 YR
"Robbins village, Illinois",Robbins,64616,B01001_045E,Female,67 to 69 years,60,59,60,59,2021 5 YR
"Robbins village, Illinois",Robbins,64616,B01001_046E,Female,70 to 74 years,130,56,130,56,2021 5 YR
"Robbins village, Illinois",Robbins,64616,B01001_047E,Female,75 to 79 years,16,21,16,21,2021 5 YR
"Robbins village, Illinois",Robbins,64616,B01001_048E,Female,80 to 84 years,98,65,98,65,2021 5 YR
"Robbins village, Illinois",Robbins,64616,B01001_049E,Female,85 years and over,97,62,97,62,2021 5 YR
"Rolling Meadows city, Illinois",Rolling Meadows,65338,B01001_003E,Male,Under 5 years,1114,407,1114,407,2021 5 YR
"Rolling Meadows city, Illinois",Rolling Meadows,65338,B01001_004E,Male,5 to 9 years,644,199,644,199,2021 5 YR
"Rolling Meadows city, Illinois",Rolling Meadows,65338,B01001_005E,Male,10 to 14 years,872,240,872,240,2021 5 YR
"Rolling Meadows city, Illinois",Rolling Meadows,65338,B01001_006E,Male,15 to 17 years,392,143,392,143,2021 5 YR
"Rolling Meadows city, Illinois",Rolling Meadows,65338,B01001_007E,Male,18 and 19 years,183,127,183,127,2021 5 YR
"Rolling Meadows city, Illinois",Rolling Meadows,65338,B01001_008E,Male,20 years,233,165,233,165,2021 5 YR
"Rolling Meadows city, Illinois",Rolling Meadows,65338,B01001_009E,Male,21 years,130,94,130,94,2021 5 YR
"Rolling Meadows city, Illinois",Rolling Meadows,65338,B01001_010E,Male,22 to 24 years,424,238,424,238,2021 5 YR
"Rolling Meadows city, Illinois",Rolling Meadows,65338,B01001_011E,Male,25 to 29 years,966,269,966,269,2021 5 YR
"Rolling Meadows city, Illinois",Rolling Meadows,65338,B01001_012E,Male,30 to 34 years,1145,277,1145,277,2021 5 YR
"Rolling Meadows city, Illinois",Rolling Meadows,65338,B01001_013E,Male,35 to 39 years,695,185,695,185,2021 5 YR
"Rolling Meadows city, Illinois",Rolling Meadows,65338,B01001_014E,Male,40 to 44 years,763,197,763,197,2021 5 YR
"Rolling Meadows city, Illinois",Rolling Meadows,65338,B01001_015E,Male,45 to 49 years,781,199,781,199,2021 5 YR
"Rolling Meadows city, Illinois",Rolling Meadows,65338,B01001_016E,Male,50 to 54 years,857,215,857,215,2021 5 YR
"Rolling Meadows city, Illinois",Rolling Meadows,65338,B01001_017E,Male,55 to 59 years,896,232,896,232,2021 5 YR
"Rolling Meadows city, Illinois",Rolling Meadows,65338,B01001_018E,Male,60 and 61 years,294,135,294,135,2021 5 YR
"Rolling Meadows city, Illinois",Rolling Meadows,65338,B01001_019E,Male,62 to 64 years,299,92,299,92,2021 5 YR
