zcta,variable,sex,age,total_pop,total_pop_moe,vintage
60163,B01001_031E,Female,18 and 19 years,49,58,2021 5 YR
60163,B01001_032E,Female,20 years,42,59,2021 5 YR
60163,B01001_033E,Female,21 years,169,143,2021 5 YR
60163,B01001_034E,Female,22 to 24 years,72,72,2021 5 YR
60163,B01001_035E,Female,25 to 29 years,175,101,2021 5 YR
60163,B01001_036E,Female,30 to 34 years,163,84,2021 5 YR
60163,B01001_037E,Female,35 to 39 years,53,43,2021 5 YR
60163,B01001_038E,Female,40 to 44 years,193,123,2021 5 YR
60163,B01001_039E,Female,45 to 49 years,126,61,2021 5 YR
60163,B01001_040E,Female,50 to 54 years,238,86,2021 5 YR
60163,B01001_041E,Female,55 to 59 years,156,78,2021 5 YR
60163,B01001_042E,Female,60 and 61 years,148,115,2021 5 YR
60163,B01001_043E,Female,62 to 64 years,87,50,2021 5 YR
60163,B01001_044E,Female,65 and 66 years,48,29,2021 5 YR
60163,B01001_045E,Female,67 to 69 years,39,30,2021 5 YR
60163,B01001_046E,Female,70 to 74 years,186,103,2021 5 YR
60163,B01001_047E,Female,75 to 79 years,17,18,2021 5 YR
60163,B01001_048E,Female,80 to 84 years,30,33,2021 5 YR
60163,B01001_049E,Female,85 years and over,144,122,2021 5 YR
60164,B01001_003E,Male,Under 5 years,430,141,2021 5 YR
60164,B01001_004E,Male,5 to 9 years,832,232,2021 5 YR
60164,B01001_005E,Male,10 to 14 years,1061,243,2021 5 YR
60164,B01001_006E,Male,15 to 17 years,622,174,2021 5 YR
60164,B01001_007E,Male,18 and 19 years,433,169,2021 5 YR
60164,B01001_008E,Male,20 years,125,63,2021 5 YR
60164,B01001_009E,Male,21 years,39,34,2021 5 YR
60164,B01001_010E,Male,22 to 24 years,432,140,2021 5 YR
60164,B01001_011E,Male,25 to 29 years,710,204,2021 5 YR
60164,B01001_012E,Male,30 to 34 years,739,151,2021 5 YR
60164,B01001_013E,Male,35 to 39 years,604,138,2021 5 YR
60164,B01001_014E,Male,40 to 44 years,962,208,2021 5 YR
60164,B01001_015E,Male,45 to 49 years,667,200,2021 5 YR
60164,B01001_016E,Male,50 to 54 years,673,212,2021 5 YR
60164,B01001_017E,Male,55 to 59 years,746,200,2021 5 YR
60164,B01001_018E,Male,60 and 61 years,221,97,2021 5 YR
60164,B01001_019E,Male,62 to 64 years,246,110,2021 5 YR
60164,B01001_020E,Male,65 and 66 years,232,94,2021 5 YR
60164,B01001_021E,Male,67 to 69 years,167,76,2021 5 YR
60164,B01001_022E,Male,70 to 74 years,367,118,2021 5 YR
60164,B01001_023E,Male,75 to 79 years,276,105,2021 5 YR
60164,B01001_024E,Male,80 to 84 years,147,90,2021 5 YR
60164,B01001_025E,Male,85 years and over,141,48,2021 5 YR
60164,B01001_027E,Female,Under 5 years,464,169,2021 5 YR
60164,B01001_028E,Female,5 to 9 years,726,198,2021 5 YR
60164,B01001_029E,Female,10 to 14 years,676,185,2021 5 YR
60164,B01001_030E,Female,15 to 17 years,544,157,2021 5 YR
60164,B01001_031E,Female,18 and 19 years,289,125,2021 5 YR
60164,B01001_032E,Female,20 years,187,165,2021 5 YR
60164,B01001_033E,Female,21 years,157,83,2021 5 YR
60164,B01001_034E,Female,22 to 24 years,395,115,2021 5 YR
60164,B01001_035E,Female,25 to 29 years,592,175,2021 5 YR
60164,B01001_036E,Female,30 to 34 years,697,219,2021 5 YR
60164,B01001_037E,Female,35 to 39 years,810,213,2021 5 YR
60164,B01001_038E,Female,40 to 44 years,894,162,2021 5 YR
60164,B01001_039E,Female,45 to 49 years,664,163,2021 5 YR
60164,B01001_040E,Female,50 to 54 years,653,154,2021 5 YR
60164,B01001_041E,Female,55 to 59 years,738,205,2021 5 YR
60164,B01001_042E,Female,60 and 61 years,217,101,2021 5 YR
60164,B01001_043E,Female,62 to 64 years,352,135,2021 5 YR
60164,B01001_044E,Female,65 and 66 years,289,115,2021 5 YR
60164,B01001_045E,Female,67 to 69 years,296,106,2021 5 YR
60164,B01001_046E,Female,70 to 74 years,549,176,2021 5 YR
60164,B01001_047E,Female,75 to 79 years,335,94,2021 5 YR
60164,B01001_048E,Female,80 to 84 years,78,42,2021 5 YR
60164,B01001_049E,Female,85 years and over,245,117,2021 5 YR
60165,B01001_003E,Male,Under 5 years,233,104,2021 5 YR
60165,B01001_004E,Male,5 to 9 years,150,93,2021 5 YR
60165,B01001_005E,Male,10 to 14 years,185,95,2021 5 YR
60165,B01001_006E,Male,15 to 17 years,115,75,2021 5 YR
60165,B01001_007E,Male,18 and 19 years,113,71,2021 5 YR
60165,B01001_008E,Male,20 years,22,30,2021 5 YR
60165,B01001_009E,Male,21 years,43,40,2021 5 YR
60165,B01001_010E,Male,22 to 24 years,158,88,2021 5 YR
60165,B01001_011E,Male,25 to 29 years,113,78,2021 5 YR
60165,B01001_012E,Male,30 to 34 years,188,97,2021 5 YR
60165,B01001_013E,Male,35 to 39 years,372,164,2021 5 YR
60165,B01001_014E,Male,40 to 44 years,16,25,2021 5 YR
60165,B01001_015E,Male,45 to 49 years,161,89,2021 5 YR
60165,B01001_016E,Male,50 to 54 years,136,65,2021 5 YR
60165,B01001_017E,Male,55 to 59 years,123,99,2021 5 YR
60165,B01001_018E,Male,60 and 61 years,50,47,2021 5 YR
60165,B01001_019E,Male,62 to 64 years,102,77,2021 5 YR
60165,B01001_020E,Male,65 and 66 years,9,15,2021 5 YR
60165,B01001_021E,Male,67 to 69 years,31,47,2021 5 YR
60165,B01001_022E,Male,70 to 74 years,38,31,2021 5 YR
60165,B01001_023E,Male,75 to 79 years,0,12,2021 5 YR
60165,B01001_024E,Male,80 to 84 years,38,30,2021 5 YR
60165,B01001_025E,Male,85 years and over,0,12,2021 5 YR
60165,B01001_027E,Female,Under 5 years,66,64,2021 5 YR
60165,B01001_028E,Female,5 to 9 years,207,99,2021 5 YR
60165,B01001_029E,Female,10 to 14 years,228,137,2021 5 YR
60165,B01001_030E,Female,15 to 17 years,112,69,2021 5 YR
60165,B01001_031E,Female,18 and 19 years,101,82,2021 5 YR
60165,B01001_032E,Female,20 years,0,12,2021 5 YR
60165,B01001_033E,Female,21 years,25,29,2021 5 YR
60165,B01001_034E,Female,22 to 24 years,90,60,2021 5 YR
60165,B01001_035E,Female,25 to 29 years,93,59,2021 5 YR
60165,B01001_036E,Female,30 to 34 years,191,105,2021 5 YR
60165,B01001_037E,Female,35 to 39 years,278,132,2021 5 YR
60165,B01001_038E,Female,40 to 44 years,137,73,2021 5 YR
60165,B01001_039E,Female,45 to 49 years,126,72,2021 5 YR
60165,B01001_040E,Female,50 to 54 years,112,83,2021 5 YR
60165,B01001_041E,Female,55 to 59 years,186,99,2021 5 YR
60165,B01001_042E,Female,60 and 61 years,122,86,2021 5 YR
60165,B01001_043E,Female,62 to 64 years,23,26,2021 5 YR
60165,B01001_044E,Female,65 and 66 years,0,12,2021 5 YR
60165,B01001_045E,Female,67 to 69 years,39,38,2021 5 YR
60165,B01001_046E,Female,70 to 74 years,14,20,2021 5 YR
60165,B01001_047E,Female,75 to 79 years,26,26,2021 5 YR
60165,B01001_048E,Female,80 to 84 years,2,3,2021 5 YR
60165,B01001_049E,Female,85 years and over,37,38,2021 5 YR
60169,B01001_003E,Male,Under 5 years,1065,278,2021 5 YR
60169,B01001_004E,Male,5 to 9 years,899,206,2021 5 YR
60169,B01001_005E,Male,10 to 14 years,1101,229,2021 5 YR
60169,B01001_006E,Male,15 to 17 years,635,225,2021 5 YR
60169,B01001_007E,Male,18 and 19 years,534,301,2021 5 YR
60169,B01001_008E,Male,20 years,386,224,2021 5 YR
60169,B01001_009E,Male,21 years,179,105,2021 5 YR
60169,B01001_010E,Male,22 to 24 years,555,195,2021 5 YR
60169,B01001_011E,Male,25 to 29 years,1724,381,2021 5 YR
60169,B01001_012E,Male,30 to 34 years,1510,366,2021 5 YR
60169,B01001_013E,Male,35 to 39 years,1128,240,2021 5 YR
60169,B01001_014E,Male,40 to 44 years,934,232,2021 5 YR
60169,B01001_015E,Male,45 to 49 years,1109,277,2021 5 YR
60169,B01001_016E,Male,50 to 54 years,831,190,2021 5 YR
60169,B01001_017E,Male,55 to 59 years,991,198,2021 5 YR
60169,B01001_018E,Male,60 and 61 years,432,150,2021 5 YR
60169,B01001_019E,Male,62 to 64 years,778,286,2021 5 YR
60169,B01001_020E,Male,65 and 66 years,284,109,2021 5 YR
60169,B01001_021E,Male,67 to 69 years,649,283,2021 5 YR
60169,B01001_022E,Male,70 to 74 years,470,145,2021 5 YR
60169,B01001_023E,Male,75 to 79 years,233,84,2021 5 YR
60169,B01001_024E,Male,80 to 84 years,147,79,2021 5 YR
60169,B01001_025E,Male,85 years and over,106,49,2021 5 YR
60169,B01001_027E,Female,Under 5 years,1397,297,2021 5 YR
60169,B01001_028E,Female,5 to 9 years,1045,347,2021 5 YR
60169,B01001_029E,Female,10 to 14 years,1031,220,2021 5 YR
60169,B01001_030E,Female,15 to 17 years,740,212,2021 5 YR
60169,B01001_031E,Female,18 and 19 years,218,87,2021 5 YR
60169,B01001_032E,Female,20 years,263,105,2021 5 YR
60169,B01001_033E,Female,21 years,128,87,2021 5 YR
60169,B01001_034E,Female,22 to 24 years,734,217,2021 5 YR
60169,B01001_035E,Female,25 to 29 years,1514,332,2021 5 YR
60169,B01001_036E,Female,30 to 34 years,1192,253,2021 5 YR
60169,B01001_037E,Female,35 to 39 years,1409,364,2021 5 YR
60169,B01001_038E,Female,40 to 44 years,971,171,2021 5 YR
60169,B01001_039E,Female,45 to 49 years,1628,486,2021 5 YR
60169,B01001_040E,Female,50 to 54 years,973,190,2021 5 YR
60169,B01001_041E,Female,55 to 59 years,1068,247,2021 5 YR
60169,B01001_042E,Female,60 and 61 years,439,106,2021 5 YR
60169,B01001_043E,Female,62 to 64 years,668,173,2021 5 YR
60169,B01001_044E,Female,65 and 66 years,316,136,2021 5 YR
60169,B01001_045E,Female,67 to 69 years,502,134,2021 5 YR
60169,B01001_046E,Female,70 to 74 years,546,158,2021 5 YR
60169,B01001_047E,Female,75 to 79 years,302,156,2021 5 YR
60169,B01001_048E,Female,80 to 84 years,248,94,2021 5 YR
60169,B01001_049E,Female,85 years and over,176,79,2021 5 YR
60171,B01001_003E,Male,Under 5 years,279,162,2021 5 YR
60171,B01001_004E,Male,5 to 9 years,569,215,2021 5 YR
60171,B01001_005E,Male,10 to 14 years,414,160,2021 5 YR
60171,B01001_006E,Male,15 to 17 years,119,83,2021 5 YR
60171,B01001_007E,Male,18 and 19 years,76,64,2021 5 YR
60171,B01001_008E,Male,20 years,109,103,2021 5 YR
60171,B01001_009E,Male,21 years,13,22,2021 5 YR
60171,B01001_010E,Male,22 to 24 years,89,83,2021 5 YR
60171,B01001_011E,Male,25 to 29 years,347,203,2021 5 YR
60171,B01001_012E,Male,30 to 34 years,467,146,2021 5 YR
60171,B01001_013E,Male,35 to 39 years,226,88,2021 5 YR
60171,B01001_014E,Male,40 to 44 years,497,179,2021 5 YR
60171,B01001_015E,Male,45 to 49 years,177,111,2021 5 YR
60171,B01001_016E,Male,50 to 54 years,175,104,2021 5 YR
60171,B01001_017E,Male,55 to 59 years,453,160,2021 5 YR
60171,B01001_018E,Male,60 and 61 years,148,92,2021 5 YR
60171,B01001_019E,Male,62 to 64 years,236,138,2021 5 YR
60171,B01001_020E,Male,65 and 66 years,52,42,2021 5 YR
60171,B01001_021E,Male,67 to 69 years,117,86,2021 5 YR
60171,B01001_022E,Male,70 to 74 years,207,110,2021 5 YR
60171,B01001_023E,Male,75 to 79 years,108,70,2021 5 YR
60171,B01001_024E,Male,80 to 84 years,25,30,2021 5 YR
60171,B01001_025E,Male,85 years and over,19,20,2021 5 YR
60171,B01001_027E,Female,Under 5 years,345,165,2021 5 YR
60171,B01001_028E,Female,5 to 9 years,506,208,2021 5 YR
60171,B01001_029E,Female,10 to 14 years,368,161,2021 5 YR
60171,B01001_030E,Female,15 to 17 years,97,83,2021 5 YR
60171,B01001_031E,Female,18 and 19 years,167,87,2021 5 YR
60171,B01001_032E,Female,20 years,47,48,2021 5 YR
60171,B01001_033E,Female,21 years,61,57,2021 5 YR
60171,B01001_034E,Female,22 to 24 years,157,167,2021 5 YR
60171,B01001_035E,Female,25 to 29 years,303,137,2021 5 YR
60171,B01001_036E,Female,30 to 34 years,683,190,2021 5 YR
60171,B01001_037E,Female,35 to 39 years,474,158,2021 5 YR
60171,B01001_038E,Female,40 to 44 years,236,114,2021 5 YR
60171,B01001_039E,Female,45 to 49 years,264,113,2021 5 YR
60171,B01001_040E,Female,50 to 54 years,393,152,2021 5 YR
60171,B01001_041E,Female,55 to 59 years,340,157,2021 5 YR
60171,B01001_042E,Female,60 and 61 years,111,74,2021 5 YR
60171,B01001_043E,Female,62 to 64 years,195,111,2021 5 YR
60171,B01001_044E,Female,65 and 66 years,159,90,2021 5 YR
60171,B01001_045E,Female,67 to 69 years,146,81,2021 5 YR
60171,B01001_046E,Female,70 to 74 years,251,151,2021 5 YR
60171,B01001_047E,Female,75 to 79 years,115,68,2021 5 YR
60171,B01001_048E,Female,80 to 84 years,77,67,2021 5 YR
60171,B01001_049E,Female,85 years and over,154,141,2021 5 YR
60172,B01001_003E,Male,Under 5 years,468,133,2021 5 YR
60172,B01001_004E,Male,5 to 9 years,559,141,2021 5 YR
60172,B01001_005E,Male,10 to 14 years,600,170,2021 5 YR
60172,B01001_006E,Male,15 to 17 years,546,242,2021 5 YR
60172,B01001_007E,Male,18 and 19 years,259,113,2021 5 YR
60172,B01001_008E,Male,20 years,97,60,2021 5 YR
60172,B01001_009E,Male,21 years,243,126,2021 5 YR
60172,B01001_010E,Male,22 to 24 years,414,143,2021 5 YR
60172,B01001_011E,Male,25 to 29 years,788,243,2021 5 YR
60172,B01001_012E,Male,30 to 34 years,715,203,2021 5 YR
60172,B01001_013E,Male,35 to 39 years,887,296,2021 5 YR
60172,B01001_014E,Male,40 to 44 years,770,183,2021 5 YR
60172,B01001_015E,Male,45 to 49 years,778,178,2021 5 YR
60172,B01001_016E,Male,50 to 54 years,858,244,2021 5 YR
60172,B01001_017E,Male,55 to 59 years,1001,231,2021 5 YR
60172,B01001_018E,Male,60 and 61 years,328,106,2021 5 YR
60172,B01001_019E,Male,62 to 64 years,469,135,2021 5 YR
60172,B01001_020E,Male,65 and 66 years,284,102,2021 5 YR
60172,B01001_021E,Male,67 to 69 years,273,79,2021 5 YR
60172,B01001_022E,Male,70 to 74 years,442,145,2021 5 YR
60172,B01001_023E,Male,75 to 79 years,287,112,2021 5 YR
60172,B01001_024E,Male,80 to 84 years,261,139,2021 5 YR
60172,B01001_025E,Male,85 years and over,208,119,2021 5 YR
60172,B01001_027E,Female,Under 5 years,718,240,2021 5 YR
60172,B01001_028E,Female,5 to 9 years,797,326,2021 5 YR
60172,B01001_029E,Female,10 to 14 years,638,306,2021 5 YR
60172,B01001_030E,Female,15 to 17 years,368,119,2021 5 YR
60172,B01001_031E,Female,18 and 19 years,174,99,2021 5 YR
60172,B01001_032E,Female,20 years,150,99,2021 5 YR
60172,B01001_033E,Female,21 years,370,254,2021 5 YR
60172,B01001_034E,Female,22 to 24 years,624,268,2021 5 YR
60172,B01001_035E,Female,25 to 29 years,591,180,2021 5 YR
60172,B01001_036E,Female,30 to 34 years,833,198,2021 5 YR
60172,B01001_037E,Female,35 to 39 years,538,148,2021 5 YR
60172,B01001_038E,Female,40 to 44 years,941,235,2021 5 YR
60172,B01001_039E,Female,45 to 49 years,759,183,2021 5 YR
60172,B01001_040E,Female,50 to 54 years,1021,244,2021 5 YR
60172,B01001_041E,Female,55 to 59 years,1023,206,2021 5 YR
60172,B01001_042E,Female,60 and 61 years,344,108,2021 5 YR
60172,B01001_043E,Female,62 to 64 years,915,319,2021 5 YR
60172,B01001_044E,Female,65 and 66 years,361,114,2021 5 YR
60172,B01001_045E,Female,67 to 69 years,380,162,2021 5 YR
60172,B01001_046E,Female,70 to 74 years,419,103,2021 5 YR
60172,B01001_047E,Female,75 to 79 years,448,154,2021 5 YR
60172,B01001_048E,Female,80 to 84 years,255,156,2021 5 YR
60172,B01001_049E,Female,85 years and over,205,114,2021 5 YR
60173,B01001_003E,Male,Under 5 years,620,194,2021 5 YR
60173,B01001_004E,Male,5 to 9 years,414,148,2021 5 YR
60173,B01001_005E,Male,10 to 14 years,190,122,2021 5 YR
60173,B01001_006E,Male,15 to 17 years,284,116,2021 5 YR
60173,B01001_007E,Male,18 and 19 years,84,62,2021 5 YR
60173,B01001_008E,Male,20 years,0,19,2021 5 YR
60173,B01001_009E,Male,21 years,44,40,2021 5 YR
60173,B01001_010E,Male,22 to 24 years,249,141,2021 5 YR
60173,B01001_011E,Male,25 to 29 years,725,210,2021 5 YR
60173,B01001_012E,Male,30 to 34 years,1044,276,2021 5 YR
60173,B01001_013E,Male,35 to 39 years,652,187,2021 5 YR
60173,B01001_014E,Male,40 to 44 years,672,262,2021 5 YR
60173,B01001_015E,Male,45 to 49 years,369,106,2021 5 YR
60173,B01001_016E,Male,50 to 54 years,484,172,2021 5 YR
60173,B01001_017E,Male,55 to 59 years,285,130,2021 5 YR
60173,B01001_018E,Male,60 and 61 years,76,48,2021 5 YR
60173,B01001_019E,Male,62 to 64 years,234,142,2021 5 YR
60173,B01001_020E,Male,65 and 66 years,94,70,2021 5 YR
60173,B01001_021E,Male,67 to 69 years,89,102,2021 5 YR
60173,B01001_022E,Male,70 to 74 years,150,91,2021 5 YR
60173,B01001_023E,Male,75 to 79 years,95,69,2021 5 YR
60173,B01001_024E,Male,80 to 84 years,74,95,2021 5 YR
60173,B01001_025E,Male,85 years and over,37,45,2021 5 YR
60173,B01001_027E,Female,Under 5 years,361,200,2021 5 YR
60173,B01001_028E,Female,5 to 9 years,403,144,2021 5 YR
60173,B01001_029E,Female,10 to 14 years,337,133,2021 5 YR
60173,B01001_030E,Female,15 to 17 years,257,139,2021 5 YR
60173,B01001_031E,Female,18 and 19 years,64,67,2021 5 YR
60173,B01001_032E,Female,20 years,0,19,2021 5 YR
60173,B01001_033E,Female,21 years,35,33,2021 5 YR
60173,B01001_034E,Female,22 to 24 years,281,113,2021 5 YR
60173,B01001_035E,Female,25 to 29 years,1067,314,2021 5 YR
60173,B01001_036E,Female,30 to 34 years,885,224,2021 5 YR
60173,B01001_037E,Female,35 to 39 years,887,228,2021 5 YR
60173,B01001_038E,Female,40 to 44 years,554,181,2021 5 YR
60173,B01001_039E,Female,45 to 49 years,311,117,2021 5 YR
60173,B01001_040E,Female,50 to 54 years,209,82,2021 5 YR
60173,B01001_041E,Female,55 to 59 years,408,180,2021 5 YR
60173,B01001_042E,Female,60 and 61 years,123,65,2021 5 YR
60173,B01001_043E,Female,62 to 64 years,207,111,2021 5 YR
60173,B01001_044E,Female,65 and 66 years,47,49,2021 5 YR
60173,B01001_045E,Female,67 to 69 years,172,101,2021 5 YR
60173,B01001_046E,Female,70 to 74 years,186,113,2021 5 YR
60173,B01001_047E,Female,75 to 79 years,92,65,2021 5 YR
60173,B01001_048E,Female,80 to 84 years,82,62,2021 5 YR
60173,B01001_049E,Female,85 years and over,83,49,2021 5 YR
60176,B01001_003E,Male,Under 5 years,493,215,2021 5 YR
60176,B01001_004E,Male,5 to 9 years,496,217,2021 5 YR
60176,B01001_005E,Male,10 to 14 years,309,131,2021 5 YR
60176,B01001_006E,Male,15 to 17 years,166,129,2021 5 YR
60176,B01001_007E,Male,18 and 19 years,92,88,2021 5 YR
60176,B01001_008E,Male,20 years,134,83,2021 5 YR
60176,B01001_009E,Male,21 years,14,24,2021 5 YR
60176,B01001_010E,Male,22 to 24 years,237,143,2021 5 YR
60176,B01001_011E,Male,25 to 29 years,294,142,2021 5 YR
60176,B01001_012E,Male,30 to 34 years,392,309,2021 5 YR
60176,B01001_013E,Male,35 to 39 years,458,192,2021 5 YR
60176,B01001_014E,Male,40 to 44 years,418,172,2021 5 YR
60176,B01001_015E,Male,45 to 49 years,213,114,2021 5 YR
60176,B01001_016E,Male,50 to 54 years,391,149,2021 5 YR
60176,B01001_017E,Male,55 to 59 years,686,270,2021 5 YR
60176,B01001_018E,Male,60 and 61 years,204,187,2021 5 YR
60176,B01001_019E,Male,62 to 64 years,240,152,2021 5 YR
60176,B01001_020E,Male,65 and 66 years,149,99,2021 5 YR
60176,B01001_021E,Male,67 to 69 years,188,110,2021 5 YR
60176,B01001_022E,Male,70 to 74 years,232,191,2021 5 YR
60176,B01001_023E,Male,75 to 79 years,140,82,2021 5 YR
60176,B01001_024E,Male,80 to 84 years,39,53,2021 5 YR
60176,B01001_025E,Male,85 years and over,88,67,2021 5 YR
60176,B01001_027E,Female,Under 5 years,187,144,2021 5 YR
60176,B01001_028E,Female,5 to 9 years,391,175,2021 5 YR
60176,B01001_029E,Female,10 to 14 years,693,320,2021 5 YR
60176,B01001_030E,Female,15 to 17 years,165,125,2021 5 YR
60176,B01001_031E,Female,18 and 19 years,134,126,2021 5 YR
60176,B01001_032E,Female,20 years,0,19,2021 5 YR
60176,B01001_033E,Female,21 years,120,92,2021 5 YR
60176,B01001_034E,Female,22 to 24 years,97,77,2021 5 YR
60176,B01001_035E,Female,25 to 29 years,447,210,2021 5 YR
60176,B01001_036E,Female,30 to 34 years,408,182,2021 5 YR
60176,B01001_037E,Female,35 to 39 years,471,165,2021 5 YR
60176,B01001_038E,Female,40 to 44 years,248,169,2021 5 YR
60176,B01001_039E,Female,45 to 49 years,325,132,2021 5 YR
60176,B01001_040E,Female,50 to 54 years,366,167,2021 5 YR
60176,B01001_041E,Female,55 to 59 years,357,179,2021 5 YR
60176,B01001_042E,Female,60 and 61 years,70,61,2021 5 YR
60176,B01001_043E,Female,62 to 64 years,183,103,2021 5 YR
60176,B01001_044E,Female,65 and 66 years,266,187,2021 5 YR
60176,B01001_045E,Female,67 to 69 years,153,97,2021 5 YR
60176,B01001_046E,Female,70 to 74 years,215,118,2021 5 YR
60176,B01001_047E,Female,75 to 79 years,78,72,2021 5 YR
60176,B01001_048E,Female,80 to 84 years,166,98,2021 5 YR
60176,B01001_049E,Female,85 years and over,67,53,2021 5 YR
60192,B01001_003E,Male,Under 5 years,510,198,2021 5 YR
60192,B01001_004E,Male,5 to 9 years,689,187,2021 5 YR
60192,B01001_005E,Male,10 to 14 years,458,148,2021 5 YR
60192,B01001_006E,Male,15 to 17 years,614,221,2021 5 YR
60192,B01001_007E,Male,18 and 19 years,112,59,2021 5 YR
60192,B01001_008E,Male,20 years,81,77,2021 5 YR
60192,B01001_009E,Male,21 years,98,75,2021 5 YR
60192,B01001_010E,Male,22 to 24 years,152,59,2021 5 YR
60192,B01001_011E,Male,25 to 29 years,461,210,2021 5 YR
60192,B01001_012E,Male,30 to 34 years,376,119,2021 5 YR
60192,B01001_013E,Male,35 to 39 years,433,131,2021 5 YR
60192,B01001_014E,Male,40 to 44 years,481,170,2021 5 YR
60192,B01001_015E,Male,45 to 49 years,735,221,2021 5 YR
60192,B01001_016E,Male,50 to 54 years,808,225,2021 5 YR
60192,B01001_017E,Male,55 to 59 years,576,167,2021 5 YR
60192,B01001_018E,Male,60 and 61 years,202,84,2021 5 YR
60192,B01001_019E,Male,62 to 64 years,277,139,2021 5 YR
60192,B01001_020E,Male,65 and 66 years,303,172,2021 5 YR
60192,B01001_021E,Male,67 to 69 years,218,78,2021 5 YR
60192,B01001_022E,Male,70 to 74 years,553,167,2021 5 YR
60192,B01001_023E,Male,75 to 79 years,132,62,2021 5 YR
60192,B01001_024E,Male,80 to 84 years,141,101,2021 5 YR
60192,B01001_025E,Male,85 years and over,97,93,2021 5 YR
60192,B01001_027E,Female,Under 5 years,375,157,2021 5 YR
60192,B01001_028E,Female,5 to 9 years,306,92,2021 5 YR
60192,B01001_029E,Female,10 to 14 years,545,149,2021 5 YR
60192,B01001_030E,Female,15 to 17 years,392,158,2021 5 YR
60192,B01001_031E,Female,18 and 19 years,142,95,2021 5 YR
60192,B01001_032E,Female,20 years,9,15,2021 5 YR
60192,B01001_033E,Female,21 years,47,43,2021 5 YR
60192,B01001_034E,Female,22 to 24 years,139,75,2021 5 YR
60192,B01001_035E,Female,25 to 29 years,420,139,2021 5 YR
60192,B01001_036E,Female,30 to 34 years,358,146,2021 5 YR
60192,B01001_037E,Female,35 to 39 years,607,161,2021 5 YR
60192,B01001_038E,Female,40 to 44 years,473,157,2021 5 YR
