"zip_code","variable","sex","age","estimate"
60176,"B01001_018E","Male","60 and 61 years",187
60176,"B01001_019E","Male","62 to 64 years",237
60176,"B01001_020E","Male","65 and 66 years",193
60176,"B01001_021E","Male","67 to 69 years",88
60176,"B01001_022E","Male","70 to 74 years",97
60176,"B01001_023E","Male","75 to 79 years",234
60176,"B01001_024E","Male","80 to 84 years",60
60176,"B01001_025E","Male","85 years and over",171
60176,"B01001_027E","Female","Under 5 years",333
60176,"B01001_028E","Female","5 to 9 years",382
60176,"B01001_029E","Female","10 to 14 years",259
60176,"B01001_030E","Female","15 to 17 years",382
60176,"B01001_031E","Female","18 and 19 years",79
60176,"B01001_032E","Female","20 years",8
60176,"B01001_033E","Female","21 years",105
60176,"B01001_034E","Female","22 to 24 years",183
60176,"B01001_035E","Female","25 to 29 years",355
60176,"B01001_036E","Female","30 to 34 years",297
60176,"B01001_037E","Female","35 to 39 years",480
60176,"B01001_038E","Female","40 to 44 years",383
60176,"B01001_039E","Female","45 to 49 years",291
60176,"B01001_040E","Female","50 to 54 years",475
60176,"B01001_041E","Female","55 to 59 years",612
60176,"B01001_042E","Female","60 and 61 years",45
60176,"B01001_043E","Female","62 to 64 years",235
60176,"B01001_044E","Female","65 and 66 years",107
60176,"B01001_045E","Female","67 to 69 years",147
60176,"B01001_046E","Female","70 to 74 years",201
60176,"B01001_047E","Female","75 to 79 years",128
60176,"B01001_048E","Female","80 to 84 years",163
60176,"B01001_049E","Female","85 years and over",58
60192,"B01001_003E","Male","Under 5 years",518
60192,"B01001_004E","Male","5 to 9 years",565
60192,"B01001_005E","Male","10 to 14 years",580
60192,"B01001_006E","Male","15 to 17 years",448
60192,"B01001_007E","Male","18 and 19 years",118
60192,"B01001_008E","Male","20 years",19
60192,"B01001_009E","Male","21 years",70
60192,"B01001_010E","Male","22 to 24 years",211
60192,"B01001_011E","Male","25 to 29 years",293
60192,"B01001_012E","Male","30 to 34 years",477
60192,"B01001_013E","Male","35 to 39 years",386
60192,"B01001_014E","Male","40 to 44 years",646
60192,"B01001_015E","Male","45 to 49 years",508
60192,"B01001_016E","Male","50 to 54 years",680
60192,"B01001_017E","Male","55 to 59 years",671
60192,"B01001_018E","Male","60 and 61 years",215
60192,"B01001_019E","Male","62 to 64 years",294
60192,"B01001_020E","Male","65 and 66 years",236
60192,"B01001_021E","Male","67 to 69 years",261
60192,"B01001_022E","Male","70 to 74 years",281
60192,"B01001_023E","Male","75 to 79 years",184
60192,"B01001_024E","Male","80 to 84 years",58
60192,"B01001_025E","Male","85 years and over",33
60192,"B01001_027E","Female","Under 5 years",324
60192,"B01001_028E","Female","5 to 9 years",408
60192,"B01001_029E","Female","10 to 14 years",719
60192,"B01001_030E","Female","15 to 17 years",278
60192,"B01001_031E","Female","18 and 19 years",125
60192,"B01001_032E","Female","20 years",27
60192,"B01001_033E","Female","21 years",0
60192,"B01001_034E","Female","22 to 24 years",261
60192,"B01001_035E","Female","25 to 29 years",317
60192,"B01001_036E","Female","30 to 34 years",446
60192,"B01001_037E","Female","35 to 39 years",582
60192,"B01001_038E","Female","40 to 44 years",553
60192,"B01001_039E","Female","45 to 49 years",557
60192,"B01001_040E","Female","50 to 54 years",691
60192,"B01001_041E","Female","55 to 59 years",658
60192,"B01001_042E","Female","60 and 61 years",246
60192,"B01001_043E","Female","62 to 64 years",435
60192,"B01001_044E","Female","65 and 66 years",290
60192,"B01001_045E","Female","67 to 69 years",285
60192,"B01001_046E","Female","70 to 74 years",227
60192,"B01001_047E","Female","75 to 79 years",169
60192,"B01001_048E","Female","80 to 84 years",69
60192,"B01001_049E","Female","85 years and over",48
60193,"B01001_003E","Male","Under 5 years",1300
60193,"B01001_004E","Male","5 to 9 years",1327
60193,"B01001_005E","Male","10 to 14 years",1389
60193,"B01001_006E","Male","15 to 17 years",682
60193,"B01001_007E","Male","18 and 19 years",353
60193,"B01001_008E","Male","20 years",84
60193,"B01001_009E","Male","21 years",114
60193,"B01001_010E","Male","22 to 24 years",659
60193,"B01001_011E","Male","25 to 29 years",1261
60193,"B01001_012E","Male","30 to 34 years",1142
60193,"B01001_013E","Male","35 to 39 years",1528
60193,"B01001_014E","Male","40 to 44 years",1482
60193,"B01001_015E","Male","45 to 49 years",1346
60193,"B01001_016E","Male","50 to 54 years",1314
60193,"B01001_017E","Male","55 to 59 years",1476
60193,"B01001_018E","Male","60 and 61 years",478
60193,"B01001_019E","Male","62 to 64 years",721
60193,"B01001_020E","Male","65 and 66 years",530
60193,"B01001_021E","Male","67 to 69 years",497
60193,"B01001_022E","Male","70 to 74 years",802
60193,"B01001_023E","Male","75 to 79 years",428
60193,"B01001_024E","Male","80 to 84 years",368
60193,"B01001_025E","Male","85 years and over",172
60193,"B01001_027E","Female","Under 5 years",1248
60193,"B01001_028E","Female","5 to 9 years",1147
60193,"B01001_029E","Female","10 to 14 years",1092
60193,"B01001_030E","Female","15 to 17 years",723
60193,"B01001_031E","Female","18 and 19 years",241
60193,"B01001_032E","Female","20 years",46
60193,"B01001_033E","Female","21 years",102
60193,"B01001_034E","Female","22 to 24 years",658
60193,"B01001_035E","Female","25 to 29 years",1251
60193,"B01001_036E","Female","30 to 34 years",1097
60193,"B01001_037E","Female","35 to 39 years",1652
60193,"B01001_038E","Female","40 to 44 years",1217
60193,"B01001_039E","Female","45 to 49 years",1249
60193,"B01001_040E","Female","50 to 54 years",1456
60193,"B01001_041E","Female","55 to 59 years",1456
60193,"B01001_042E","Female","60 and 61 years",631
60193,"B01001_043E","Female","62 to 64 years",863
60193,"B01001_044E","Female","65 and 66 years",583
60193,"B01001_045E","Female","67 to 69 years",807
60193,"B01001_046E","Female","70 to 74 years",983
60193,"B01001_047E","Female","75 to 79 years",760
60193,"B01001_048E","Female","80 to 84 years",492
60193,"B01001_049E","Female","85 years and over",439
60194,"B01001_003E","Male","Under 5 years",814
60194,"B01001_004E","Male","5 to 9 years",495
60194,"B01001_005E","Male","10 to 14 years",596
60194,"B01001_006E","Male","15 to 17 years",304
60194,"B01001_007E","Male","18 and 19 years",43
60194,"B01001_008E","Male","20 years",28
60194,"B01001_009E","Male","21 years",43
60194,"B01001_010E","Male","22 to 24 years",189
60194,"B01001_011E","Male","25 to 29 years",741
60194,"B01001_012E","Male","30 to 34 years",686
60194,"B01001_013E","Male","35 to 39 years",809
60194,"B01001_014E","Male","40 to 44 years",628
60194,"B01001_015E","Male","45 to 49 years",596
60194,"B01001_016E","Male","50 to 54 years",694
60194,"B01001_017E","Male","55 to 59 years",736
60194,"B01001_018E","Male","60 and 61 years",220
60194,"B01001_019E","Male","62 to 64 years",431
60194,"B01001_020E","Male","65 and 66 years",171
60194,"B01001_021E","Male","67 to 69 years",262
60194,"B01001_022E","Male","70 to 74 years",242
60194,"B01001_023E","Male","75 to 79 years",229
60194,"B01001_024E","Male","80 to 84 years",151
60194,"B01001_025E","Male","85 years and over",122
60194,"B01001_027E","Female","Under 5 years",549
60194,"B01001_028E","Female","5 to 9 years",628
60194,"B01001_029E","Female","10 to 14 years",453
60194,"B01001_030E","Female","15 to 17 years",410
60194,"B01001_031E","Female","18 and 19 years",91
60194,"B01001_032E","Female","20 years",50
60194,"B01001_033E","Female","21 years",47
60194,"B01001_034E","Female","22 to 24 years",393
60194,"B01001_035E","Female","25 to 29 years",709
60194,"B01001_036E","Female","30 to 34 years",822
60194,"B01001_037E","Female","35 to 39 years",712
60194,"B01001_038E","Female","40 to 44 years",625
60194,"B01001_039E","Female","45 to 49 years",769
60194,"B01001_040E","Female","50 to 54 years",705
60194,"B01001_041E","Female","55 to 59 years",673
60194,"B01001_042E","Female","60 and 61 years",318
60194,"B01001_043E","Female","62 to 64 years",364
60194,"B01001_044E","Female","65 and 66 years",243
60194,"B01001_045E","Female","67 to 69 years",338
60194,"B01001_046E","Female","70 to 74 years",379
60194,"B01001_047E","Female","75 to 79 years",317
60194,"B01001_048E","Female","80 to 84 years",198
60194,"B01001_049E","Female","85 years and over",502
60195,"B01001_003E","Male","Under 5 years",227
60195,"B01001_004E","Male","5 to 9 years",203
60195,"B01001_005E","Male","10 to 14 years",20
60195,"B01001_006E","Male","15 to 17 years",58
60195,"B01001_007E","Male","18 and 19 years",17
60195,"B01001_008E","Male","20 years",48
60195,"B01001_009E","Male","21 years",0
60195,"B01001_010E","Male","22 to 24 years",60
60195,"B01001_011E","Male","25 to 29 years",223
60195,"B01001_012E","Male","30 to 34 years",309
60195,"B01001_013E","Male","35 to 39 years",326
60195,"B01001_014E","Male","40 to 44 years",226
60195,"B01001_015E","Male","45 to 49 years",119
60195,"B01001_016E","Male","50 to 54 years",24
60195,"B01001_017E","Male","55 to 59 years",173
60195,"B01001_018E","Male","60 and 61 years",32
60195,"B01001_019E","Male","62 to 64 years",62
60195,"B01001_020E","Male","65 and 66 years",19
60195,"B01001_021E","Male","67 to 69 years",28
60195,"B01001_022E","Male","70 to 74 years",38
60195,"B01001_023E","Male","75 to 79 years",23
60195,"B01001_024E","Male","80 to 84 years",5
60195,"B01001_025E","Male","85 years and over",9
60195,"B01001_027E","Female","Under 5 years",320
60195,"B01001_028E","Female","5 to 9 years",236
60195,"B01001_029E","Female","10 to 14 years",95
60195,"B01001_030E","Female","15 to 17 years",122
60195,"B01001_031E","Female","18 and 19 years",58
60195,"B01001_032E","Female","20 years",0
60195,"B01001_033E","Female","21 years",9
60195,"B01001_034E","Female","22 to 24 years",145
60195,"B01001_035E","Female","25 to 29 years",326
60195,"B01001_036E","Female","30 to 34 years",467
60195,"B01001_037E","Female","35 to 39 years",164
60195,"B01001_038E","Female","40 to 44 years",278
60195,"B01001_039E","Female","45 to 49 years",89
60195,"B01001_040E","Female","50 to 54 years",78
60195,"B01001_041E","Female","55 to 59 years",30
60195,"B01001_042E","Female","60 and 61 years",64
60195,"B01001_043E","Female","62 to 64 years",80
60195,"B01001_044E","Female","65 and 66 years",42
60195,"B01001_045E","Female","67 to 69 years",36
60195,"B01001_046E","Female","70 to 74 years",48
60195,"B01001_047E","Female","75 to 79 years",40
60195,"B01001_048E","Female","80 to 84 years",27
60195,"B01001_049E","Female","85 years and over",17
60201,"B01001_003E","Male","Under 5 years",1007
60201,"B01001_004E","Male","5 to 9 years",1111
60201,"B01001_005E","Male","10 to 14 years",1157
60201,"B01001_006E","Male","15 to 17 years",715
60201,"B01001_007E","Male","18 and 19 years",1426
60201,"B01001_008E","Male","20 years",1292
60201,"B01001_009E","Male","21 years",613
60201,"B01001_010E","Male","22 to 24 years",1127
60201,"B01001_011E","Male","25 to 29 years",1413
60201,"B01001_012E","Male","30 to 34 years",859
60201,"B01001_013E","Male","35 to 39 years",889
60201,"B01001_014E","Male","40 to 44 years",1007
60201,"B01001_015E","Male","45 to 49 years",1123
60201,"B01001_016E","Male","50 to 54 years",1053
60201,"B01001_017E","Male","55 to 59 years",902
60201,"B01001_018E","Male","60 and 61 years",349
60201,"B01001_019E","Male","62 to 64 years",730
60201,"B01001_020E","Male","65 and 66 years",348
60201,"B01001_021E","Male","67 to 69 years",606
60201,"B01001_022E","Male","70 to 74 years",779
60201,"B01001_023E","Male","75 to 79 years",460
60201,"B01001_024E","Male","80 to 84 years",262
60201,"B01001_025E","Male","85 years and over",423
60201,"B01001_027E","Female","Under 5 years",1108
60201,"B01001_028E","Female","5 to 9 years",983
60201,"B01001_029E","Female","10 to 14 years",1227
60201,"B01001_030E","Female","15 to 17 years",588
60201,"B01001_031E","Female","18 and 19 years",1810
60201,"B01001_032E","Female","20 years",1188
60201,"B01001_033E","Female","21 years",1068
60201,"B01001_034E","Female","22 to 24 years",1126
60201,"B01001_035E","Female","25 to 29 years",1298
60201,"B01001_036E","Female","30 to 34 years",967
60201,"B01001_037E","Female","35 to 39 years",949
60201,"B01001_038E","Female","40 to 44 years",1150
60201,"B01001_039E","Female","45 to 49 years",1131
60201,"B01001_040E","Female","50 to 54 years",1147
60201,"B01001_041E","Female","55 to 59 years",1177
60201,"B01001_042E","Female","60 and 61 years",397
60201,"B01001_043E","Female","62 to 64 years",617
60201,"B01001_044E","Female","65 and 66 years",537
60201,"B01001_045E","Female","67 to 69 years",695
60201,"B01001_046E","Female","70 to 74 years",896
60201,"B01001_047E","Female","75 to 79 years",455
60201,"B01001_048E","Female","80 to 84 years",516
60201,"B01001_049E","Female","85 years and over",1203
60202,"B01001_003E","Male","Under 5 years",1025
60202,"B01001_004E","Male","5 to 9 years",1160
60202,"B01001_005E","Male","10 to 14 years",958
60202,"B01001_006E","Male","15 to 17 years",560
60202,"B01001_007E","Male","18 and 19 years",311
60202,"B01001_008E","Male","20 years",170
60202,"B01001_009E","Male","21 years",88
60202,"B01001_010E","Male","22 to 24 years",357
60202,"B01001_011E","Male","25 to 29 years",1108
60202,"B01001_012E","Male","30 to 34 years",1203
60202,"B01001_013E","Male","35 to 39 years",986
60202,"B01001_014E","Male","40 to 44 years",1287
60202,"B01001_015E","Male","45 to 49 years",1078
60202,"B01001_016E","Male","50 to 54 years",856
60202,"B01001_017E","Male","55 to 59 years",1133
60202,"B01001_018E","Male","60 and 61 years",483
60202,"B01001_019E","Male","62 to 64 years",630
60202,"B01001_020E","Male","65 and 66 years",381
60202,"B01001_021E","Male","67 to 69 years",262
60202,"B01001_022E","Male","70 to 74 years",635
60202,"B01001_023E","Male","75 to 79 years",293
60202,"B01001_024E","Male","80 to 84 years",119
60202,"B01001_025E","Male","85 years and over",136
60202,"B01001_027E","Female","Under 5 years",917
60202,"B01001_028E","Female","5 to 9 years",937
60202,"B01001_029E","Female","10 to 14 years",865
60202,"B01001_030E","Female","15 to 17 years",784
60202,"B01001_031E","Female","18 and 19 years",152
60202,"B01001_032E","Female","20 years",129
60202,"B01001_033E","Female","21 years",154
60202,"B01001_034E","Female","22 to 24 years",587
60202,"B01001_035E","Female","25 to 29 years",1435
60202,"B01001_036E","Female","30 to 34 years",1505
60202,"B01001_037E","Female","35 to 39 years",1115
60202,"B01001_038E","Female","40 to 44 years",1368
60202,"B01001_039E","Female","45 to 49 years",1147
60202,"B01001_040E","Female","50 to 54 years",1331
60202,"B01001_041E","Female","55 to 59 years",1294
60202,"B01001_042E","Female","60 and 61 years",514
60202,"B01001_043E","Female","62 to 64 years",657
60202,"B01001_044E","Female","65 and 66 years",317
60202,"B01001_045E","Female","67 to 69 years",512
60202,"B01001_046E","Female","70 to 74 years",822
60202,"B01001_047E","Female","75 to 79 years",262
60202,"B01001_048E","Female","80 to 84 years",365
60202,"B01001_049E","Female","85 years and over",315
60203,"B01001_003E","Male","Under 5 years",103
60203,"B01001_004E","Male","5 to 9 years",124
60203,"B01001_005E","Male","10 to 14 years",181
60203,"B01001_006E","Male","15 to 17 years",64
60203,"B01001_007E","Male","18 and 19 years",38
60203,"B01001_008E","Male","20 years",0
60203,"B01001_009E","Male","21 years",41
60203,"B01001_010E","Male","22 to 24 years",35
60203,"B01001_011E","Male","25 to 29 years",55
60203,"B01001_012E","Male","30 to 34 years",32
60203,"B01001_013E","Male","35 to 39 years",96
60203,"B01001_014E","Male","40 to 44 years",148
60203,"B01001_015E","Male","45 to 49 years",112
60203,"B01001_016E","Male","50 to 54 years",154
60203,"B01001_017E","Male","55 to 59 years",120
60203,"B01001_018E","Male","60 and 61 years",86
60203,"B01001_019E","Male","62 to 64 years",114
60203,"B01001_020E","Male","65 and 66 years",51
60203,"B01001_021E","Male","67 to 69 years",61
60203,"B01001_022E","Male","70 to 74 years",108
60203,"B01001_023E","Male","75 to 79 years",82
60203,"B01001_024E","Male","80 to 84 years",28
60203,"B01001_025E","Male","85 years and over",64
60203,"B01001_027E","Female","Under 5 years",261
60203,"B01001_028E","Female","5 to 9 years",195
60203,"B01001_029E","Female","10 to 14 years",113
60203,"B01001_030E","Female","15 to 17 years",95
60203,"B01001_031E","Female","18 and 19 years",147
60203,"B01001_032E","Female","20 years",28
60203,"B01001_033E","Female","21 years",0
60203,"B01001_034E","Female","22 to 24 years",56
60203,"B01001_035E","Female","25 to 29 years",43
60203,"B01001_036E","Female","30 to 34 years",72
60203,"B01001_037E","Female","35 to 39 years",194
60203,"B01001_038E","Female","40 to 44 years",190
60203,"B01001_039E","Female","45 to 49 years",117
60203,"B01001_040E","Female","50 to 54 years",163
60203,"B01001_041E","Female","55 to 59 years",175
60203,"B01001_042E","Female","60 and 61 years",97
60203,"B01001_043E","Female","62 to 64 years",61
60203,"B01001_044E","Female","65 and 66 years",43
60203,"B01001_045E","Female","67 to 69 years",81
60203,"B01001_046E","Female","70 to 74 years",166
60203,"B01001_047E","Female","75 to 79 years",94
60203,"B01001_048E","Female","80 to 84 years",10
60203,"B01001_049E","Female","85 years and over",99
60301,"B01001_003E","Male","Under 5 years",89
60301,"B01001_004E","Male","5 to 9 years",28
60301,"B01001_005E","Male","10 to 14 years",35
60301,"B01001_006E","Male","15 to 17 years",28
60301,"B01001_007E","Male","18 and 19 years",11
60301,"B01001_008E","Male","20 years",26
60301,"B01001_009E","Male","21 years",114
60301,"B01001_010E","Male","22 to 24 years",53
60301,"B01001_011E","Male","25 to 29 years",132
60301,"B01001_012E","Male","30 to 34 years",194
60301,"B01001_013E","Male","35 to 39 years",128
60301,"B01001_014E","Male","40 to 44 years",76
60301,"B01001_015E","Male","45 to 49 years",86
60301,"B01001_016E","Male","50 to 54 years",59
60301,"B01001_017E","Male","55 to 59 years",76
60301,"B01001_018E","Male","60 and 61 years",32
60301,"B01001_019E","Male","62 to 64 years",38
60301,"B01001_020E","Male","65 and 66 years",16
60301,"B01001_021E","Male","67 to 69 years",15
60301,"B01001_022E","Male","70 to 74 years",30
60301,"B01001_023E","Male","75 to 79 years",58
60301,"B01001_024E","Male","80 to 84 years",17
60301,"B01001_025E","Male","85 years and over",58
60301,"B01001_027E","Female","Under 5 years",0
60301,"B01001_028E","Female","5 to 9 years",0
60301,"B01001_029E","Female","10 to 14 years",11
60301,"B01001_030E","Female","15 to 17 years",88
60301,"B01001_031E","Female","18 and 19 years",35
60301,"B01001_032E","Female","20 years",0
60301,"B01001_033E","Female","21 years",0
60301,"B01001_034E","Female","22 to 24 years",29
60301,"B01001_035E","Female","25 to 29 years",166
60301,"B01001_036E","Female","30 to 34 years",201
60301,"B01001_037E","Female","35 to 39 years",127
60301,"B01001_038E","Female","40 to 44 years",38
60301,"B01001_039E","Female","45 to 49 years",49
60301,"B01001_040E","Female","50 to 54 years",102
60301,"B01001_041E","Female","55 to 59 years",158
60301,"B01001_042E","Female","60 and 61 years",25
60301,"B01001_043E","Female","62 to 64 years",45
60301,"B01001_044E","Female","65 and 66 years",0
60301,"B01001_045E","Female","67 to 69 years",51
60301,"B01001_046E","Female","70 to 74 years",44
60301,"B01001_047E","Female","75 to 79 years",30
60301,"B01001_048E","Female","80 to 84 years",133
60301,"B01001_049E","Female","85 years and over",100
60302,"B01001_003E","Male","Under 5 years",1036
60302,"B01001_004E","Male","5 to 9 years",969
60302,"B01001_005E","Male","10 to 14 years",1019
60302,"B01001_006E","Male","15 to 17 years",734
60302,"B01001_007E","Male","18 and 19 years",152
60302,"B01001_008E","Male","20 years",89
60302,"B01001_009E","Male","21 years",39
60302,"B01001_010E","Male","22 to 24 years",409
60302,"B01001_011E","Male","25 to 29 years",909
60302,"B01001_012E","Male","30 to 34 years",962
60302,"B01001_013E","Male","35 to 39 years",1160
60302,"B01001_014E","Male","40 to 44 years",1063
60302,"B01001_015E","Male","45 to 49 years",1208
60302,"B01001_016E","Male","50 to 54 years",1125
60302,"B01001_017E","Male","55 to 59 years",884
60302,"B01001_018E","Male","60 and 61 years",468
60302,"B01001_019E","Male","62 to 64 years",534
60302,"B01001_020E","Male","65 and 66 years",310
60302,"B01001_021E","Male","67 to 69 years",473
60302,"B01001_022E","Male","70 to 74 years",543
60302,"B01001_023E","Male","75 to 79 years",448
60302,"B01001_024E","Male","80 to 84 years",250
60302,"B01001_025E","Male","85 years and over",147
60302,"B01001_027E","Female","Under 5 years",919
60302,"B01001_028E","Female","5 to 9 years",965
60302,"B01001_029E","Female","10 to 14 years",1124
60302,"B01001_030E","Female","15 to 17 years",630
60302,"B01001_031E","Female","18 and 19 years",241
60302,"B01001_032E","Female","20 years",76
60302,"B01001_033E","Female","21 years",127
60302,"B01001_034E","Female","22 to 24 years",466
60302,"B01001_035E","Female","25 to 29 years",892
60302,"B01001_036E","Female","30 to 34 years",986
60302,"B01001_037E","Female","35 to 39 years",1280
60302,"B01001_038E","Female","40 to 44 years",1329
60302,"B01001_039E","Female","45 to 49 years",1250
60302,"B01001_040E","Female","50 to 54 years",1342
60302,"B01001_041E","Female","55 to 59 years",1002
60302,"B01001_042E","Female","60 and 61 years",397
60302,"B01001_043E","Female","62 to 64 years",618
60302,"B01001_044E","Female","65 and 66 years",620
60302,"B01001_045E","Female","67 to 69 years",523
60302,"B01001_046E","Female","70 to 74 years",708
60302,"B01001_047E","Female","75 to 79 years",429
60302,"B01001_048E","Female","80 to 84 years",375
60302,"B01001_049E","Female","85 years and over",390
60304,"B01001_003E","Male","Under 5 years",509
60304,"B01001_004E","Male","5 to 9 years",824
60304,"B01001_005E","Male","10 to 14 years",701
60304,"B01001_006E","Male","15 to 17 years",486
60304,"B01001_007E","Male","18 and 19 years",178
60304,"B01001_008E","Male","20 years",51
60304,"B01001_009E","Male","21 years",18
60304,"B01001_010E","Male","22 to 24 years",159
60304,"B01001_011E","Male","25 to 29 years",475
60304,"B01001_012E","Male","30 to 34 years",641
60304,"B01001_013E","Male","35 to 39 years",677
60304,"B01001_014E","Male","40 to 44 years",706
60304,"B01001_015E","Male","45 to 49 years",695
60304,"B01001_016E","Male","50 to 54 years",581
60304,"B01001_017E","Male","55 to 59 years",480
60304,"B01001_018E","Male","60 and 61 years",199
60304,"B01001_019E","Male","62 to 64 years",233
60304,"B01001_020E","Male","65 and 66 years",205
60304,"B01001_021E","Male","67 to 69 years",157
60304,"B01001_022E","Male","70 to 74 years",221
60304,"B01001_023E","Male","75 to 79 years",112
60304,"B01001_024E","Male","80 to 84 years",76
60304,"B01001_025E","Male","85 years and over",46
60304,"B01001_027E","Female","Under 5 years",613
60304,"B01001_028E","Female","5 to 9 years",729
60304,"B01001_029E","Female","10 to 14 years",818
60304,"B01001_030E","Female","15 to 17 years",319
60304,"B01001_031E","Female","18 and 19 years",229
60304,"B01001_032E","Female","20 years",57
60304,"B01001_033E","Female","21 years",31
60304,"B01001_034E","Female","22 to 24 years",297
60304,"B01001_035E","Female","25 to 29 years",401
60304,"B01001_036E","Female","30 to 34 years",690
60304,"B01001_037E","Female","35 to 39 years",723
60304,"B01001_038E","Female","40 to 44 years",799
60304,"B01001_039E","Female","45 to 49 years",731
60304,"B01001_040E","Female","50 to 54 years",595
60304,"B01001_041E","Female","55 to 59 years",545
60304,"B01001_042E","Female","60 and 61 years",251
60304,"B01001_043E","Female","62 to 64 years",414
60304,"B01001_044E","Female","65 and 66 years",215
60304,"B01001_045E","Female","67 to 69 years",288
60304,"B01001_046E","Female","70 to 74 years",343
60304,"B01001_047E","Female","75 to 79 years",156
60304,"B01001_048E","Female","80 to 84 years",55
60304,"B01001_049E","Female","85 years and over",53
60305,"B01001_003E","Male","Under 5 years",408
60305,"B01001_004E","Male","5 to 9 years",377
60305,"B01001_005E","Male","10 to 14 years",450
60305,"B01001_006E","Male","15 to 17 years",204
60305,"B01001_007E","Male","18 and 19 years",270
60305,"B01001_008E","Male","20 years",94
60305,"B01001_009E","Male","21 years",86
60305,"B01001_010E","Male","22 to 24 years",162
60305,"B01001_011E","Male","25 to 29 years",152
60305,"B01001_012E","Male","30 to 34 years",105
60305,"B01001_013E","Male","35 to 39 years",251
60305,"B01001_014E","Male","40 to 44 years",278
60305,"B01001_015E","Male","45 to 49 years",365
60305,"B01001_016E","Male","50 to 54 years",460
60305,"B01001_017E","Male","55 to 59 years",419
60305,"B01001_018E","Male","60 and 61 years",138
60305,"B01001_019E","Male","62 to 64 years",108
60305,"B01001_020E","Male","65 and 66 years",153
60305,"B01001_021E","Male","67 to 69 years",206
60305,"B01001_022E","Male","70 to 74 years",244
60305,"B01001_023E","Male","75 to 79 years",153
60305,"B01001_024E","Male","80 to 84 years",102
60305,"B01001_025E","Male","85 years and over",93
60305,"B01001_027E","Female","Under 5 years",235
60305,"B01001_028E","Female","5 to 9 years",279
60305,"B01001_029E","Female","10 to 14 years",585
60305,"B01001_030E","Female","15 to 17 years",269
60305,"B01001_031E","Female","18 and 19 years",364
60305,"B01001_032E","Female","20 years",108
60305,"B01001_033E","Female","21 years",70
60305,"B01001_034E","Female","22 to 24 years",124
60305,"B01001_035E","Female","25 to 29 years",128
60305,"B01001_036E","Female","30 to 34 years",174
60305,"B01001_037E","Female","35 to 39 years",333
60305,"B01001_038E","Female","40 to 44 years",332
60305,"B01001_039E","Female","45 to 49 years",375
60305,"B01001_040E","Female","50 to 54 years",615
60305,"B01001_041E","Female","55 to 59 years",392
60305,"B01001_042E","Female","60 and 61 years",184
60305,"B01001_043E","Female","62 to 64 years",241
60305,"B01001_044E","Female","65 and 66 years",184
60305,"B01001_045E","Female","67 to 69 years",163
60305,"B01001_046E","Female","70 to 74 years",213
60305,"B01001_047E","Female","75 to 79 years",92
60305,"B01001_048E","Female","80 to 84 years",96
60305,"B01001_049E","Female","85 years and over",136
60402,"B01001_003E","Male","Under 5 years",2269
60402,"B01001_004E","Male","5 to 9 years",2143
60402,"B01001_005E","Male","10 to 14 years",3132
60402,"B01001_006E","Male","15 to 17 years",1341
60402,"B01001_007E","Male","18 and 19 years",474
60402,"B01001_008E","Male","20 years",367
60402,"B01001_009E","Male","21 years",557
60402,"B01001_010E","Male","22 to 24 years",1504
60402,"B01001_011E","Male","25 to 29 years",2067
60402,"B01001_012E","Male","30 to 34 years",2419
60402,"B01001_013E","Male","35 to 39 years",2727
60402,"B01001_014E","Male","40 to 44 years",2356
60402,"B01001_015E","Male","45 to 49 years",1977
60402,"B01001_016E","Male","50 to 54 years",1776
60402,"B01001_017E","Male","55 to 59 years",1736
60402,"B01001_018E","Male","60 and 61 years",752
60402,"B01001_019E","Male","62 to 64 years",1042
60402,"B01001_020E","Male","65 and 66 years",647
60402,"B01001_021E","Male","67 to 69 years",600
60402,"B01001_022E","Male","70 to 74 years",706
60402,"B01001_023E","Male","75 to 79 years",533
60402,"B01001_024E","Male","80 to 84 years",342
60402,"B01001_025E","Male","85 years and over",297
60402,"B01001_027E","Female","Under 5 years",2097
60402,"B01001_028E","Female","5 to 9 years",2429
60402,"B01001_029E","Female","10 to 14 years",2182
60402,"B01001_030E","Female","15 to 17 years",1531
60402,"B01001_031E","Female","18 and 19 years",678
60402,"B01001_032E","Female","20 years",215
60402,"B01001_033E","Female","21 years",594
60402,"B01001_034E","Female","22 to 24 years",1368
60402,"B01001_035E","Female","25 to 29 years",1737
60402,"B01001_036E","Female","30 to 34 years",2081
60402,"B01001_037E","Female","35 to 39 years",2482
60402,"B01001_038E","Female","40 to 44 years",2400
60402,"B01001_039E","Female","45 to 49 years",2211
60402,"B01001_040E","Female","50 to 54 years",1959
60402,"B01001_041E","Female","55 to 59 years",1814
60402,"B01001_042E","Female","60 and 61 years",893
60402,"B01001_043E","Female","62 to 64 years",1075
60402,"B01001_044E","Female","65 and 66 years",412
60402,"B01001_045E","Female","67 to 69 years",727
60402,"B01001_046E","Female","70 to 74 years",880
60402,"B01001_047E","Female","75 to 79 years",459
60402,"B01001_048E","Female","80 to 84 years",576
60402,"B01001_049E","Female","85 years and over",396
60406,"B01001_003E","Male","Under 5 years",546
60406,"B01001_004E","Male","5 to 9 years",1182
60406,"B01001_005E","Male","10 to 14 years",1217
60406,"B01001_006E","Male","15 to 17 years",614
60406,"B01001_007E","Male","18 and 19 years",561
60406,"B01001_008E","Male","20 years",199
60406,"B01001_009E","Male","21 years",365
