"zip_code","variable","sex","age","estimate"
60638,"B01001_006E","Male","15 to 17 years",1138
60638,"B01001_007E","Male","18 and 19 years",873
60638,"B01001_008E","Male","20 years",249
60638,"B01001_009E","Male","21 years",380
60638,"B01001_010E","Male","22 to 24 years",1107
60638,"B01001_011E","Male","25 to 29 years",1709
60638,"B01001_012E","Male","30 to 34 years",2080
60638,"B01001_013E","Male","35 to 39 years",2496
60638,"B01001_014E","Male","40 to 44 years",1885
60638,"B01001_015E","Male","45 to 49 years",1800
60638,"B01001_016E","Male","50 to 54 years",1878
60638,"B01001_017E","Male","55 to 59 years",2242
60638,"B01001_018E","Male","60 and 61 years",972
60638,"B01001_019E","Male","62 to 64 years",869
60638,"B01001_020E","Male","65 and 66 years",357
60638,"B01001_021E","Male","67 to 69 years",773
60638,"B01001_022E","Male","70 to 74 years",890
60638,"B01001_023E","Male","75 to 79 years",629
60638,"B01001_024E","Male","80 to 84 years",393
60638,"B01001_025E","Male","85 years and over",315
60638,"B01001_027E","Female","Under 5 years",1730
60638,"B01001_028E","Female","5 to 9 years",1811
60638,"B01001_029E","Female","10 to 14 years",2501
60638,"B01001_030E","Female","15 to 17 years",1174
60638,"B01001_031E","Female","18 and 19 years",477
60638,"B01001_032E","Female","20 years",119
60638,"B01001_033E","Female","21 years",223
60638,"B01001_034E","Female","22 to 24 years",843
60638,"B01001_035E","Female","25 to 29 years",1944
60638,"B01001_036E","Female","30 to 34 years",2050
60638,"B01001_037E","Female","35 to 39 years",2363
60638,"B01001_038E","Female","40 to 44 years",1846
60638,"B01001_039E","Female","45 to 49 years",1733
60638,"B01001_040E","Female","50 to 54 years",1956
60638,"B01001_041E","Female","55 to 59 years",1798
60638,"B01001_042E","Female","60 and 61 years",678
60638,"B01001_043E","Female","62 to 64 years",1314
60638,"B01001_044E","Female","65 and 66 years",816
60638,"B01001_045E","Female","67 to 69 years",727
60638,"B01001_046E","Female","70 to 74 years",1208
60638,"B01001_047E","Female","75 to 79 years",671
60638,"B01001_048E","Female","80 to 84 years",707
60638,"B01001_049E","Female","85 years and over",754
60639,"B01001_003E","Male","Under 5 years",3027
60639,"B01001_004E","Male","5 to 9 years",3602
60639,"B01001_005E","Male","10 to 14 years",3116
60639,"B01001_006E","Male","15 to 17 years",1775
60639,"B01001_007E","Male","18 and 19 years",1502
60639,"B01001_008E","Male","20 years",928
60639,"B01001_009E","Male","21 years",637
60639,"B01001_010E","Male","22 to 24 years",1942
60639,"B01001_011E","Male","25 to 29 years",3153
60639,"B01001_012E","Male","30 to 34 years",3028
60639,"B01001_013E","Male","35 to 39 years",3586
60639,"B01001_014E","Male","40 to 44 years",3493
60639,"B01001_015E","Male","45 to 49 years",3352
60639,"B01001_016E","Male","50 to 54 years",2091
60639,"B01001_017E","Male","55 to 59 years",2724
60639,"B01001_018E","Male","60 and 61 years",1005
60639,"B01001_019E","Male","62 to 64 years",1399
60639,"B01001_020E","Male","65 and 66 years",708
60639,"B01001_021E","Male","67 to 69 years",628
60639,"B01001_022E","Male","70 to 74 years",1120
60639,"B01001_023E","Male","75 to 79 years",612
60639,"B01001_024E","Male","80 to 84 years",415
60639,"B01001_025E","Male","85 years and over",218
60639,"B01001_027E","Female","Under 5 years",3134
60639,"B01001_028E","Female","5 to 9 years",3124
60639,"B01001_029E","Female","10 to 14 years",3187
60639,"B01001_030E","Female","15 to 17 years",2071
60639,"B01001_031E","Female","18 and 19 years",1131
60639,"B01001_032E","Female","20 years",553
60639,"B01001_033E","Female","21 years",664
60639,"B01001_034E","Female","22 to 24 years",2106
60639,"B01001_035E","Female","25 to 29 years",2934
60639,"B01001_036E","Female","30 to 34 years",3776
60639,"B01001_037E","Female","35 to 39 years",3050
60639,"B01001_038E","Female","40 to 44 years",3095
60639,"B01001_039E","Female","45 to 49 years",2631
60639,"B01001_040E","Female","50 to 54 years",2634
60639,"B01001_041E","Female","55 to 59 years",2730
60639,"B01001_042E","Female","60 and 61 years",1009
60639,"B01001_043E","Female","62 to 64 years",1317
60639,"B01001_044E","Female","65 and 66 years",973
60639,"B01001_045E","Female","67 to 69 years",995
60639,"B01001_046E","Female","70 to 74 years",1043
60639,"B01001_047E","Female","75 to 79 years",1005
60639,"B01001_048E","Female","80 to 84 years",563
60639,"B01001_049E","Female","85 years and over",418
60640,"B01001_003E","Male","Under 5 years",1682
60640,"B01001_004E","Male","5 to 9 years",1393
60640,"B01001_005E","Male","10 to 14 years",1021
60640,"B01001_006E","Male","15 to 17 years",522
60640,"B01001_007E","Male","18 and 19 years",290
60640,"B01001_008E","Male","20 years",248
60640,"B01001_009E","Male","21 years",216
60640,"B01001_010E","Male","22 to 24 years",1729
60640,"B01001_011E","Male","25 to 29 years",4410
60640,"B01001_012E","Male","30 to 34 years",4748
60640,"B01001_013E","Male","35 to 39 years",3314
60640,"B01001_014E","Male","40 to 44 years",2946
60640,"B01001_015E","Male","45 to 49 years",2816
60640,"B01001_016E","Male","50 to 54 years",2786
60640,"B01001_017E","Male","55 to 59 years",2422
60640,"B01001_018E","Male","60 and 61 years",583
60640,"B01001_019E","Male","62 to 64 years",1022
60640,"B01001_020E","Male","65 and 66 years",688
60640,"B01001_021E","Male","67 to 69 years",516
60640,"B01001_022E","Male","70 to 74 years",946
60640,"B01001_023E","Male","75 to 79 years",576
60640,"B01001_024E","Male","80 to 84 years",718
60640,"B01001_025E","Male","85 years and over",481
60640,"B01001_027E","Female","Under 5 years",1228
60640,"B01001_028E","Female","5 to 9 years",1488
60640,"B01001_029E","Female","10 to 14 years",1160
60640,"B01001_030E","Female","15 to 17 years",554
60640,"B01001_031E","Female","18 and 19 years",195
60640,"B01001_032E","Female","20 years",350
60640,"B01001_033E","Female","21 years",385
60640,"B01001_034E","Female","22 to 24 years",1690
60640,"B01001_035E","Female","25 to 29 years",4508
60640,"B01001_036E","Female","30 to 34 years",4117
60640,"B01001_037E","Female","35 to 39 years",2892
60640,"B01001_038E","Female","40 to 44 years",2446
60640,"B01001_039E","Female","45 to 49 years",1971
60640,"B01001_040E","Female","50 to 54 years",1530
60640,"B01001_041E","Female","55 to 59 years",1634
60640,"B01001_042E","Female","60 and 61 years",785
60640,"B01001_043E","Female","62 to 64 years",963
60640,"B01001_044E","Female","65 and 66 years",640
60640,"B01001_045E","Female","67 to 69 years",820
60640,"B01001_046E","Female","70 to 74 years",1193
60640,"B01001_047E","Female","75 to 79 years",830
60640,"B01001_048E","Female","80 to 84 years",871
60640,"B01001_049E","Female","85 years and over",1040
60641,"B01001_003E","Male","Under 5 years",2348
60641,"B01001_004E","Male","5 to 9 years",2182
60641,"B01001_005E","Male","10 to 14 years",2123
60641,"B01001_006E","Male","15 to 17 years",1366
60641,"B01001_007E","Male","18 and 19 years",724
60641,"B01001_008E","Male","20 years",383
60641,"B01001_009E","Male","21 years",438
60641,"B01001_010E","Male","22 to 24 years",979
60641,"B01001_011E","Male","25 to 29 years",2614
60641,"B01001_012E","Male","30 to 34 years",3087
60641,"B01001_013E","Male","35 to 39 years",2863
60641,"B01001_014E","Male","40 to 44 years",2716
60641,"B01001_015E","Male","45 to 49 years",2765
60641,"B01001_016E","Male","50 to 54 years",2218
60641,"B01001_017E","Male","55 to 59 years",2027
60641,"B01001_018E","Male","60 and 61 years",842
60641,"B01001_019E","Male","62 to 64 years",1259
60641,"B01001_020E","Male","65 and 66 years",643
60641,"B01001_021E","Male","67 to 69 years",608
60641,"B01001_022E","Male","70 to 74 years",880
60641,"B01001_023E","Male","75 to 79 years",612
60641,"B01001_024E","Male","80 to 84 years",438
60641,"B01001_025E","Male","85 years and over",190
60641,"B01001_027E","Female","Under 5 years",2037
60641,"B01001_028E","Female","5 to 9 years",2069
60641,"B01001_029E","Female","10 to 14 years",2157
60641,"B01001_030E","Female","15 to 17 years",1138
60641,"B01001_031E","Female","18 and 19 years",867
60641,"B01001_032E","Female","20 years",356
60641,"B01001_033E","Female","21 years",364
60641,"B01001_034E","Female","22 to 24 years",1453
60641,"B01001_035E","Female","25 to 29 years",2781
60641,"B01001_036E","Female","30 to 34 years",3163
60641,"B01001_037E","Female","35 to 39 years",2696
60641,"B01001_038E","Female","40 to 44 years",2314
60641,"B01001_039E","Female","45 to 49 years",2355
60641,"B01001_040E","Female","50 to 54 years",2222
60641,"B01001_041E","Female","55 to 59 years",2432
60641,"B01001_042E","Female","60 and 61 years",1181
60641,"B01001_043E","Female","62 to 64 years",1240
60641,"B01001_044E","Female","65 and 66 years",662
60641,"B01001_045E","Female","67 to 69 years",1009
60641,"B01001_046E","Female","70 to 74 years",996
60641,"B01001_047E","Female","75 to 79 years",798
60641,"B01001_048E","Female","80 to 84 years",483
60641,"B01001_049E","Female","85 years and over",802
60642,"B01001_003E","Male","Under 5 years",575
60642,"B01001_004E","Male","5 to 9 years",187
60642,"B01001_005E","Male","10 to 14 years",114
60642,"B01001_006E","Male","15 to 17 years",57
60642,"B01001_007E","Male","18 and 19 years",92
60642,"B01001_008E","Male","20 years",21
60642,"B01001_009E","Male","21 years",0
60642,"B01001_010E","Male","22 to 24 years",351
60642,"B01001_011E","Male","25 to 29 years",2972
60642,"B01001_012E","Male","30 to 34 years",1978
60642,"B01001_013E","Male","35 to 39 years",1075
60642,"B01001_014E","Male","40 to 44 years",639
60642,"B01001_015E","Male","45 to 49 years",552
60642,"B01001_016E","Male","50 to 54 years",403
60642,"B01001_017E","Male","55 to 59 years",429
60642,"B01001_018E","Male","60 and 61 years",78
60642,"B01001_019E","Male","62 to 64 years",219
60642,"B01001_020E","Male","65 and 66 years",48
60642,"B01001_021E","Male","67 to 69 years",150
60642,"B01001_022E","Male","70 to 74 years",132
60642,"B01001_023E","Male","75 to 79 years",178
60642,"B01001_024E","Male","80 to 84 years",29
60642,"B01001_025E","Male","85 years and over",10
60642,"B01001_027E","Female","Under 5 years",341
60642,"B01001_028E","Female","5 to 9 years",259
60642,"B01001_029E","Female","10 to 14 years",215
60642,"B01001_030E","Female","15 to 17 years",91
60642,"B01001_031E","Female","18 and 19 years",69
60642,"B01001_032E","Female","20 years",57
60642,"B01001_033E","Female","21 years",14
60642,"B01001_034E","Female","22 to 24 years",571
60642,"B01001_035E","Female","25 to 29 years",2513
60642,"B01001_036E","Female","30 to 34 years",1807
60642,"B01001_037E","Female","35 to 39 years",917
60642,"B01001_038E","Female","40 to 44 years",537
60642,"B01001_039E","Female","45 to 49 years",481
60642,"B01001_040E","Female","50 to 54 years",302
60642,"B01001_041E","Female","55 to 59 years",244
60642,"B01001_042E","Female","60 and 61 years",238
60642,"B01001_043E","Female","62 to 64 years",143
60642,"B01001_044E","Female","65 and 66 years",129
60642,"B01001_045E","Female","67 to 69 years",144
60642,"B01001_046E","Female","70 to 74 years",94
60642,"B01001_047E","Female","75 to 79 years",80
60642,"B01001_048E","Female","80 to 84 years",181
60642,"B01001_049E","Female","85 years and over",0
60643,"B01001_003E","Male","Under 5 years",1389
60643,"B01001_004E","Male","5 to 9 years",1082
60643,"B01001_005E","Male","10 to 14 years",1423
60643,"B01001_006E","Male","15 to 17 years",1073
60643,"B01001_007E","Male","18 and 19 years",635
60643,"B01001_008E","Male","20 years",304
60643,"B01001_009E","Male","21 years",281
60643,"B01001_010E","Male","22 to 24 years",932
60643,"B01001_011E","Male","25 to 29 years",892
60643,"B01001_012E","Male","30 to 34 years",1366
60643,"B01001_013E","Male","35 to 39 years",1460
60643,"B01001_014E","Male","40 to 44 years",1143
60643,"B01001_015E","Male","45 to 49 years",1331
60643,"B01001_016E","Male","50 to 54 years",1703
60643,"B01001_017E","Male","55 to 59 years",1816
60643,"B01001_018E","Male","60 and 61 years",610
60643,"B01001_019E","Male","62 to 64 years",1204
60643,"B01001_020E","Male","65 and 66 years",636
60643,"B01001_021E","Male","67 to 69 years",576
60643,"B01001_022E","Male","70 to 74 years",768
60643,"B01001_023E","Male","75 to 79 years",528
60643,"B01001_024E","Male","80 to 84 years",545
60643,"B01001_025E","Male","85 years and over",315
60643,"B01001_027E","Female","Under 5 years",1600
60643,"B01001_028E","Female","5 to 9 years",1000
60643,"B01001_029E","Female","10 to 14 years",2142
60643,"B01001_030E","Female","15 to 17 years",1121
60643,"B01001_031E","Female","18 and 19 years",318
60643,"B01001_032E","Female","20 years",337
60643,"B01001_033E","Female","21 years",171
60643,"B01001_034E","Female","22 to 24 years",747
60643,"B01001_035E","Female","25 to 29 years",1143
60643,"B01001_036E","Female","30 to 34 years",1673
60643,"B01001_037E","Female","35 to 39 years",1404
60643,"B01001_038E","Female","40 to 44 years",1594
60643,"B01001_039E","Female","45 to 49 years",1572
60643,"B01001_040E","Female","50 to 54 years",2207
60643,"B01001_041E","Female","55 to 59 years",2031
60643,"B01001_042E","Female","60 and 61 years",733
60643,"B01001_043E","Female","62 to 64 years",1281
60643,"B01001_044E","Female","65 and 66 years",745
60643,"B01001_045E","Female","67 to 69 years",981
60643,"B01001_046E","Female","70 to 74 years",1211
60643,"B01001_047E","Female","75 to 79 years",834
60643,"B01001_048E","Female","80 to 84 years",1176
60643,"B01001_049E","Female","85 years and over",854
60644,"B01001_003E","Male","Under 5 years",1831
60644,"B01001_004E","Male","5 to 9 years",1892
60644,"B01001_005E","Male","10 to 14 years",2138
60644,"B01001_006E","Male","15 to 17 years",946
60644,"B01001_007E","Male","18 and 19 years",446
60644,"B01001_008E","Male","20 years",410
60644,"B01001_009E","Male","21 years",290
60644,"B01001_010E","Male","22 to 24 years",932
60644,"B01001_011E","Male","25 to 29 years",1839
60644,"B01001_012E","Male","30 to 34 years",1340
60644,"B01001_013E","Male","35 to 39 years",1558
60644,"B01001_014E","Male","40 to 44 years",1266
60644,"B01001_015E","Male","45 to 49 years",1205
60644,"B01001_016E","Male","50 to 54 years",1224
60644,"B01001_017E","Male","55 to 59 years",1211
60644,"B01001_018E","Male","60 and 61 years",418
60644,"B01001_019E","Male","62 to 64 years",714
60644,"B01001_020E","Male","65 and 66 years",375
60644,"B01001_021E","Male","67 to 69 years",466
60644,"B01001_022E","Male","70 to 74 years",430
60644,"B01001_023E","Male","75 to 79 years",445
60644,"B01001_024E","Male","80 to 84 years",334
60644,"B01001_025E","Male","85 years and over",209
60644,"B01001_027E","Female","Under 5 years",1506
60644,"B01001_028E","Female","5 to 9 years",1397
60644,"B01001_029E","Female","10 to 14 years",1502
60644,"B01001_030E","Female","15 to 17 years",892
60644,"B01001_031E","Female","18 and 19 years",510
60644,"B01001_032E","Female","20 years",280
60644,"B01001_033E","Female","21 years",265
60644,"B01001_034E","Female","22 to 24 years",1281
60644,"B01001_035E","Female","25 to 29 years",1899
60644,"B01001_036E","Female","30 to 34 years",1607
60644,"B01001_037E","Female","35 to 39 years",1477
60644,"B01001_038E","Female","40 to 44 years",1487
60644,"B01001_039E","Female","45 to 49 years",1572
60644,"B01001_040E","Female","50 to 54 years",1418
60644,"B01001_041E","Female","55 to 59 years",1778
60644,"B01001_042E","Female","60 and 61 years",808
60644,"B01001_043E","Female","62 to 64 years",782
60644,"B01001_044E","Female","65 and 66 years",645
60644,"B01001_045E","Female","67 to 69 years",864
60644,"B01001_046E","Female","70 to 74 years",875
60644,"B01001_047E","Female","75 to 79 years",757
60644,"B01001_048E","Female","80 to 84 years",670
60644,"B01001_049E","Female","85 years and over",400
60645,"B01001_003E","Male","Under 5 years",1832
60645,"B01001_004E","Male","5 to 9 years",1820
60645,"B01001_005E","Male","10 to 14 years",1716
60645,"B01001_006E","Male","15 to 17 years",1127
60645,"B01001_007E","Male","18 and 19 years",716
60645,"B01001_008E","Male","20 years",17
60645,"B01001_009E","Male","21 years",194
60645,"B01001_010E","Male","22 to 24 years",675
60645,"B01001_011E","Male","25 to 29 years",2134
60645,"B01001_012E","Male","30 to 34 years",1768
60645,"B01001_013E","Male","35 to 39 years",1602
60645,"B01001_014E","Male","40 to 44 years",1797
60645,"B01001_015E","Male","45 to 49 years",1294
60645,"B01001_016E","Male","50 to 54 years",2004
60645,"B01001_017E","Male","55 to 59 years",1092
60645,"B01001_018E","Male","60 and 61 years",434
60645,"B01001_019E","Male","62 to 64 years",704
60645,"B01001_020E","Male","65 and 66 years",378
60645,"B01001_021E","Male","67 to 69 years",710
60645,"B01001_022E","Male","70 to 74 years",596
60645,"B01001_023E","Male","75 to 79 years",451
60645,"B01001_024E","Male","80 to 84 years",375
60645,"B01001_025E","Male","85 years and over",309
60645,"B01001_027E","Female","Under 5 years",2590
60645,"B01001_028E","Female","5 to 9 years",1421
60645,"B01001_029E","Female","10 to 14 years",1500
60645,"B01001_030E","Female","15 to 17 years",795
60645,"B01001_031E","Female","18 and 19 years",545
60645,"B01001_032E","Female","20 years",271
60645,"B01001_033E","Female","21 years",173
60645,"B01001_034E","Female","22 to 24 years",626
60645,"B01001_035E","Female","25 to 29 years",1696
60645,"B01001_036E","Female","30 to 34 years",1654
60645,"B01001_037E","Female","35 to 39 years",1531
60645,"B01001_038E","Female","40 to 44 years",1494
60645,"B01001_039E","Female","45 to 49 years",1441
60645,"B01001_040E","Female","50 to 54 years",1425
60645,"B01001_041E","Female","55 to 59 years",1326
60645,"B01001_042E","Female","60 and 61 years",656
60645,"B01001_043E","Female","62 to 64 years",855
60645,"B01001_044E","Female","65 and 66 years",560
60645,"B01001_045E","Female","67 to 69 years",385
60645,"B01001_046E","Female","70 to 74 years",893
60645,"B01001_047E","Female","75 to 79 years",538
60645,"B01001_048E","Female","80 to 84 years",554
60645,"B01001_049E","Female","85 years and over",596
60646,"B01001_003E","Male","Under 5 years",1053
60646,"B01001_004E","Male","5 to 9 years",796
60646,"B01001_005E","Male","10 to 14 years",882
60646,"B01001_006E","Male","15 to 17 years",410
60646,"B01001_007E","Male","18 and 19 years",266
60646,"B01001_008E","Male","20 years",92
60646,"B01001_009E","Male","21 years",40
60646,"B01001_010E","Male","22 to 24 years",294
60646,"B01001_011E","Male","25 to 29 years",996
60646,"B01001_012E","Male","30 to 34 years",892
60646,"B01001_013E","Male","35 to 39 years",741
60646,"B01001_014E","Male","40 to 44 years",898
60646,"B01001_015E","Male","45 to 49 years",824
60646,"B01001_016E","Male","50 to 54 years",1171
60646,"B01001_017E","Male","55 to 59 years",809
60646,"B01001_018E","Male","60 and 61 years",472
60646,"B01001_019E","Male","62 to 64 years",463
60646,"B01001_020E","Male","65 and 66 years",323
60646,"B01001_021E","Male","67 to 69 years",442
60646,"B01001_022E","Male","70 to 74 years",414
60646,"B01001_023E","Male","75 to 79 years",407
60646,"B01001_024E","Male","80 to 84 years",328
60646,"B01001_025E","Male","85 years and over",246
60646,"B01001_027E","Female","Under 5 years",748
60646,"B01001_028E","Female","5 to 9 years",1006
60646,"B01001_029E","Female","10 to 14 years",972
60646,"B01001_030E","Female","15 to 17 years",640
60646,"B01001_031E","Female","18 and 19 years",338
60646,"B01001_032E","Female","20 years",74
60646,"B01001_033E","Female","21 years",100
60646,"B01001_034E","Female","22 to 24 years",313
60646,"B01001_035E","Female","25 to 29 years",674
60646,"B01001_036E","Female","30 to 34 years",891
60646,"B01001_037E","Female","35 to 39 years",940
60646,"B01001_038E","Female","40 to 44 years",881
60646,"B01001_039E","Female","45 to 49 years",1312
60646,"B01001_040E","Female","50 to 54 years",1013
60646,"B01001_041E","Female","55 to 59 years",786
60646,"B01001_042E","Female","60 and 61 years",300
60646,"B01001_043E","Female","62 to 64 years",568
60646,"B01001_044E","Female","65 and 66 years",444
60646,"B01001_045E","Female","67 to 69 years",534
60646,"B01001_046E","Female","70 to 74 years",750
60646,"B01001_047E","Female","75 to 79 years",660
60646,"B01001_048E","Female","80 to 84 years",696
60646,"B01001_049E","Female","85 years and over",670
60647,"B01001_003E","Male","Under 5 years",3176
60647,"B01001_004E","Male","5 to 9 years",1900
60647,"B01001_005E","Male","10 to 14 years",1997
60647,"B01001_006E","Male","15 to 17 years",1232
60647,"B01001_007E","Male","18 and 19 years",745
60647,"B01001_008E","Male","20 years",254
60647,"B01001_009E","Male","21 years",509
60647,"B01001_010E","Male","22 to 24 years",2387
60647,"B01001_011E","Male","25 to 29 years",7015
60647,"B01001_012E","Male","30 to 34 years",6427
60647,"B01001_013E","Male","35 to 39 years",4731
60647,"B01001_014E","Male","40 to 44 years",3140
60647,"B01001_015E","Male","45 to 49 years",2837
60647,"B01001_016E","Male","50 to 54 years",1965
60647,"B01001_017E","Male","55 to 59 years",1831
60647,"B01001_018E","Male","60 and 61 years",680
60647,"B01001_019E","Male","62 to 64 years",760
60647,"B01001_020E","Male","65 and 66 years",463
60647,"B01001_021E","Male","67 to 69 years",658
60647,"B01001_022E","Male","70 to 74 years",807
60647,"B01001_023E","Male","75 to 79 years",510
60647,"B01001_024E","Male","80 to 84 years",259
60647,"B01001_025E","Male","85 years and over",122
60647,"B01001_027E","Female","Under 5 years",2672
60647,"B01001_028E","Female","5 to 9 years",1931
60647,"B01001_029E","Female","10 to 14 years",1774
60647,"B01001_030E","Female","15 to 17 years",1210
60647,"B01001_031E","Female","18 and 19 years",543
60647,"B01001_032E","Female","20 years",493
60647,"B01001_033E","Female","21 years",496
60647,"B01001_034E","Female","22 to 24 years",2536
60647,"B01001_035E","Female","25 to 29 years",7248
60647,"B01001_036E","Female","30 to 34 years",6138
60647,"B01001_037E","Female","35 to 39 years",4112
60647,"B01001_038E","Female","40 to 44 years",2809
60647,"B01001_039E","Female","45 to 49 years",2661
60647,"B01001_040E","Female","50 to 54 years",1851
60647,"B01001_041E","Female","55 to 59 years",1791
60647,"B01001_042E","Female","60 and 61 years",558
60647,"B01001_043E","Female","62 to 64 years",909
60647,"B01001_044E","Female","65 and 66 years",567
60647,"B01001_045E","Female","67 to 69 years",706
60647,"B01001_046E","Female","70 to 74 years",979
60647,"B01001_047E","Female","75 to 79 years",504
60647,"B01001_048E","Female","80 to 84 years",349
60647,"B01001_049E","Female","85 years and over",391
60649,"B01001_003E","Male","Under 5 years",1289
60649,"B01001_004E","Male","5 to 9 years",1414
60649,"B01001_005E","Male","10 to 14 years",1502
60649,"B01001_006E","Male","15 to 17 years",805
60649,"B01001_007E","Male","18 and 19 years",442
60649,"B01001_008E","Male","20 years",265
60649,"B01001_009E","Male","21 years",305
60649,"B01001_010E","Male","22 to 24 years",956
60649,"B01001_011E","Male","25 to 29 years",1665
60649,"B01001_012E","Male","30 to 34 years",1184
60649,"B01001_013E","Male","35 to 39 years",1692
60649,"B01001_014E","Male","40 to 44 years",1031
60649,"B01001_015E","Male","45 to 49 years",1406
60649,"B01001_016E","Male","50 to 54 years",1201
60649,"B01001_017E","Male","55 to 59 years",1198
60649,"B01001_018E","Male","60 and 61 years",537
60649,"B01001_019E","Male","62 to 64 years",703
60649,"B01001_020E","Male","65 and 66 years",506
60649,"B01001_021E","Male","67 to 69 years",520
60649,"B01001_022E","Male","70 to 74 years",640
60649,"B01001_023E","Male","75 to 79 years",325
60649,"B01001_024E","Male","80 to 84 years",244
60649,"B01001_025E","Male","85 years and over",213
60649,"B01001_027E","Female","Under 5 years",1833
60649,"B01001_028E","Female","5 to 9 years",1164
60649,"B01001_029E","Female","10 to 14 years",1652
60649,"B01001_030E","Female","15 to 17 years",740
60649,"B01001_031E","Female","18 and 19 years",408
60649,"B01001_032E","Female","20 years",458
60649,"B01001_033E","Female","21 years",368
60649,"B01001_034E","Female","22 to 24 years",897
60649,"B01001_035E","Female","25 to 29 years",1898
60649,"B01001_036E","Female","30 to 34 years",2156
60649,"B01001_037E","Female","35 to 39 years",2008
60649,"B01001_038E","Female","40 to 44 years",2055
60649,"B01001_039E","Female","45 to 49 years",1544
60649,"B01001_040E","Female","50 to 54 years",1433
60649,"B01001_041E","Female","55 to 59 years",1750
60649,"B01001_042E","Female","60 and 61 years",1042
60649,"B01001_043E","Female","62 to 64 years",909
60649,"B01001_044E","Female","65 and 66 years",523
60649,"B01001_045E","Female","67 to 69 years",808
60649,"B01001_046E","Female","70 to 74 years",1015
60649,"B01001_047E","Female","75 to 79 years",869
60649,"B01001_048E","Female","80 to 84 years",496
60649,"B01001_049E","Female","85 years and over",564
60651,"B01001_003E","Male","Under 5 years",1947
60651,"B01001_004E","Male","5 to 9 years",2613
60651,"B01001_005E","Male","10 to 14 years",2415
60651,"B01001_006E","Male","15 to 17 years",1639
60651,"B01001_007E","Male","18 and 19 years",754
60651,"B01001_008E","Male","20 years",243
60651,"B01001_009E","Male","21 years",425
60651,"B01001_010E","Male","22 to 24 years",1660
60651,"B01001_011E","Male","25 to 29 years",2383
60651,"B01001_012E","Male","30 to 34 years",2268
60651,"B01001_013E","Male","35 to 39 years",1775
60651,"B01001_014E","Male","40 to 44 years",2040
60651,"B01001_015E","Male","45 to 49 years",1506
60651,"B01001_016E","Male","50 to 54 years",1748
60651,"B01001_017E","Male","55 to 59 years",1567
60651,"B01001_018E","Male","60 and 61 years",516
60651,"B01001_019E","Male","62 to 64 years",857
60651,"B01001_020E","Male","65 and 66 years",400
60651,"B01001_021E","Male","67 to 69 years",737
60651,"B01001_022E","Male","70 to 74 years",691
60651,"B01001_023E","Male","75 to 79 years",518
60651,"B01001_024E","Male","80 to 84 years",327
60651,"B01001_025E","Male","85 years and over",247
60651,"B01001_027E","Female","Under 5 years",2616
60651,"B01001_028E","Female","5 to 9 years",2248
60651,"B01001_029E","Female","10 to 14 years",1969
60651,"B01001_030E","Female","15 to 17 years",1630
60651,"B01001_031E","Female","18 and 19 years",807
60651,"B01001_032E","Female","20 years",538
60651,"B01001_033E","Female","21 years",527
60651,"B01001_034E","Female","22 to 24 years",1477
60651,"B01001_035E","Female","25 to 29 years",2485
60651,"B01001_036E","Female","30 to 34 years",2513
60651,"B01001_037E","Female","35 to 39 years",2619
60651,"B01001_038E","Female","40 to 44 years",1995
60651,"B01001_039E","Female","45 to 49 years",2486
60651,"B01001_040E","Female","50 to 54 years",2030
60651,"B01001_041E","Female","55 to 59 years",1912
60651,"B01001_042E","Female","60 and 61 years",639
60651,"B01001_043E","Female","62 to 64 years",1145
60651,"B01001_044E","Female","65 and 66 years",721
60651,"B01001_045E","Female","67 to 69 years",944
60651,"B01001_046E","Female","70 to 74 years",1324
60651,"B01001_047E","Female","75 to 79 years",663
60651,"B01001_048E","Female","80 to 84 years",488
60651,"B01001_049E","Female","85 years and over",440
60652,"B01001_003E","Male","Under 5 years",1536
60652,"B01001_004E","Male","5 to 9 years",1492
60652,"B01001_005E","Male","10 to 14 years",1802
60652,"B01001_006E","Male","15 to 17 years",965
60652,"B01001_007E","Male","18 and 19 years",502
60652,"B01001_008E","Male","20 years",172
60652,"B01001_009E","Male","21 years",440
60652,"B01001_010E","Male","22 to 24 years",890
60652,"B01001_011E","Male","25 to 29 years",1178
60652,"B01001_012E","Male","30 to 34 years",1242
60652,"B01001_013E","Male","35 to 39 years",1249
60652,"B01001_014E","Male","40 to 44 years",1563
60652,"B01001_015E","Male","45 to 49 years",1347
60652,"B01001_016E","Male","50 to 54 years",1437
60652,"B01001_017E","Male","55 to 59 years",1357
60652,"B01001_018E","Male","60 and 61 years",509
60652,"B01001_019E","Male","62 to 64 years",495
60652,"B01001_020E","Male","65 and 66 years",467
60652,"B01001_021E","Male","67 to 69 years",554
60652,"B01001_022E","Male","70 to 74 years",586
60652,"B01001_023E","Male","75 to 79 years",370
60652,"B01001_024E","Male","80 to 84 years",142
60652,"B01001_025E","Male","85 years and over",146
60652,"B01001_027E","Female","Under 5 years",1159
60652,"B01001_028E","Female","5 to 9 years",1809
60652,"B01001_029E","Female","10 to 14 years",1805
60652,"B01001_030E","Female","15 to 17 years",792
60652,"B01001_031E","Female","18 and 19 years",828
60652,"B01001_032E","Female","20 years",221
60652,"B01001_033E","Female","21 years",287
60652,"B01001_034E","Female","22 to 24 years",1167
60652,"B01001_035E","Female","25 to 29 years",1332
60652,"B01001_036E","Female","30 to 34 years",1423
