census_name,clean_name,census_place_code,variable,sex,age,estimate,margin_of_error
"Richton Park village, Illinois",Richton Park,63706,B01001_038E,Female,40 to 44 years,555,176
"Richton Park village, Illinois",Richton Park,63706,B01001_039E,Female,45 to 49 years,623,160
"Richton Park village, Illinois",Richton Park,63706,B01001_040E,Female,50 to 54 years,484,154
"Richton Park village, Illinois",Richton Park,63706,B01001_041E,Female,55 to 59 years,568,188
"Richton Park village, Illinois",Richton Park,63706,B01001_042E,Female,60 and 61 years,195,98
"Richton Park village, Illinois",Richton Park,63706,B01001_043E,Female,62 to 64 years,371,134
"Richton Park village, Illinois",Richton Park,63706,B01001_044E,Female,65 and 66 years,223,87
"Richton Park village, Illinois",Richton Park,63706,B01001_045E,Female,67 to 69 years,80,43
"Richton Park village, Illinois",Richton Park,63706,B01001_046E,Female,70 to 74 years,208,80
"Richton Park village, Illinois",Richton Park,63706,B01001_047E,Female,75 to 79 years,185,103
"Richton Park village, Illinois",Richton Park,63706,B01001_048E,Female,80 to 84 years,268,130
"Richton Park village, Illinois",Richton Park,63706,B01001_049E,Female,85 years and over,60,42
"River Forest village, Illinois",River Forest,64304,B01001_003E,Male,Under 5 years,408,117
"River Forest village, Illinois",River Forest,64304,B01001_004E,Male,5 to 9 years,377,96
"River Forest village, Illinois",River Forest,64304,B01001_005E,Male,10 to 14 years,450,143
"River Forest village, Illinois",River Forest,64304,B01001_006E,Male,15 to 17 years,204,86
"River Forest village, Illinois",River Forest,64304,B01001_007E,Male,18 and 19 years,270,100
"River Forest village, Illinois",River Forest,64304,B01001_008E,Male,20 years,94,50
"River Forest village, Illinois",River Forest,64304,B01001_009E,Male,21 years,86,56
"River Forest village, Illinois",River Forest,64304,B01001_010E,Male,22 to 24 years,162,67
"River Forest village, Illinois",River Forest,64304,B01001_011E,Male,25 to 29 years,152,73
"River Forest village, Illinois",River Forest,64304,B01001_012E,Male,30 to 34 years,105,62
"River Forest village, Illinois",River Forest,64304,B01001_013E,Male,35 to 39 years,251,70
"River Forest village, Illinois",River Forest,64304,B01001_014E,Male,40 to 44 years,278,82
"River Forest village, Illinois",River Forest,64304,B01001_015E,Male,45 to 49 years,365,117
"River Forest village, Illinois",River Forest,64304,B01001_016E,Male,50 to 54 years,460,132
"River Forest village, Illinois",River Forest,64304,B01001_017E,Male,55 to 59 years,419,136
"River Forest village, Illinois",River Forest,64304,B01001_018E,Male,60 and 61 years,138,73
"River Forest village, Illinois",River Forest,64304,B01001_019E,Male,62 to 64 years,108,57
"River Forest village, Illinois",River Forest,64304,B01001_020E,Male,65 and 66 years,153,80
"River Forest village, Illinois",River Forest,64304,B01001_021E,Male,67 to 69 years,206,74
"River Forest village, Illinois",River Forest,64304,B01001_022E,Male,70 to 74 years,244,85
"River Forest village, Illinois",River Forest,64304,B01001_023E,Male,75 to 79 years,153,71
"River Forest village, Illinois",River Forest,64304,B01001_024E,Male,80 to 84 years,102,60
"River Forest village, Illinois",River Forest,64304,B01001_025E,Male,85 years and over,93,71
"River Forest village, Illinois",River Forest,64304,B01001_027E,Female,Under 5 years,235,112
"River Forest village, Illinois",River Forest,64304,B01001_028E,Female,5 to 9 years,279,99
"River Forest village, Illinois",River Forest,64304,B01001_029E,Female,10 to 14 years,585,185
"River Forest village, Illinois",River Forest,64304,B01001_030E,Female,15 to 17 years,269,102
"River Forest village, Illinois",River Forest,64304,B01001_031E,Female,18 and 19 years,364,110
"River Forest village, Illinois",River Forest,64304,B01001_032E,Female,20 years,108,63
"River Forest village, Illinois",River Forest,64304,B01001_033E,Female,21 years,70,52
"River Forest village, Illinois",River Forest,64304,B01001_034E,Female,22 to 24 years,124,86
"River Forest village, Illinois",River Forest,64304,B01001_035E,Female,25 to 29 years,128,90
"River Forest village, Illinois",River Forest,64304,B01001_036E,Female,30 to 34 years,174,103
"River Forest village, Illinois",River Forest,64304,B01001_037E,Female,35 to 39 years,333,84
"River Forest village, Illinois",River Forest,64304,B01001_038E,Female,40 to 44 years,332,83
"River Forest village, Illinois",River Forest,64304,B01001_039E,Female,45 to 49 years,375,106
"River Forest village, Illinois",River Forest,64304,B01001_040E,Female,50 to 54 years,615,146
"River Forest village, Illinois",River Forest,64304,B01001_041E,Female,55 to 59 years,392,130
"River Forest village, Illinois",River Forest,64304,B01001_042E,Female,60 and 61 years,184,82
"River Forest village, Illinois",River Forest,64304,B01001_043E,Female,62 to 64 years,241,90
"River Forest village, Illinois",River Forest,64304,B01001_044E,Female,65 and 66 years,184,71
"River Forest village, Illinois",River Forest,64304,B01001_045E,Female,67 to 69 years,163,76
"River Forest village, Illinois",River Forest,64304,B01001_046E,Female,70 to 74 years,213,76
"River Forest village, Illinois",River Forest,64304,B01001_047E,Female,75 to 79 years,92,63
"River Forest village, Illinois",River Forest,64304,B01001_048E,Female,80 to 84 years,96,60
"River Forest village, Illinois",River Forest,64304,B01001_049E,Female,85 years and over,136,69
"River Grove village, Illinois",River Grove,64343,B01001_003E,Male,Under 5 years,376,170
"River Grove village, Illinois",River Grove,64343,B01001_004E,Male,5 to 9 years,329,103
"River Grove village, Illinois",River Grove,64343,B01001_005E,Male,10 to 14 years,325,103
"River Grove village, Illinois",River Grove,64343,B01001_006E,Male,15 to 17 years,121,80
"River Grove village, Illinois",River Grove,64343,B01001_007E,Male,18 and 19 years,43,49
"River Grove village, Illinois",River Grove,64343,B01001_008E,Male,20 years,101,85
"River Grove village, Illinois",River Grove,64343,B01001_009E,Male,21 years,8,13
"River Grove village, Illinois",River Grove,64343,B01001_010E,Male,22 to 24 years,163,99
"River Grove village, Illinois",River Grove,64343,B01001_011E,Male,25 to 29 years,267,117
"River Grove village, Illinois",River Grove,64343,B01001_012E,Male,30 to 34 years,607,157
"River Grove village, Illinois",River Grove,64343,B01001_013E,Male,35 to 39 years,335,119
"River Grove village, Illinois",River Grove,64343,B01001_014E,Male,40 to 44 years,293,118
"River Grove village, Illinois",River Grove,64343,B01001_015E,Male,45 to 49 years,160,77
"River Grove village, Illinois",River Grove,64343,B01001_016E,Male,50 to 54 years,397,155
"River Grove village, Illinois",River Grove,64343,B01001_017E,Male,55 to 59 years,448,130
"River Grove village, Illinois",River Grove,64343,B01001_018E,Male,60 and 61 years,127,74
"River Grove village, Illinois",River Grove,64343,B01001_019E,Male,62 to 64 years,259,115
"River Grove village, Illinois",River Grove,64343,B01001_020E,Male,65 and 66 years,63,40
"River Grove village, Illinois",River Grove,64343,B01001_021E,Male,67 to 69 years,127,76
"River Grove village, Illinois",River Grove,64343,B01001_022E,Male,70 to 74 years,251,90
"River Grove village, Illinois",River Grove,64343,B01001_023E,Male,75 to 79 years,130,69
"River Grove village, Illinois",River Grove,64343,B01001_024E,Male,80 to 84 years,26,25
"River Grove village, Illinois",River Grove,64343,B01001_025E,Male,85 years and over,33,32
"River Grove village, Illinois",River Grove,64343,B01001_027E,Female,Under 5 years,333,101
"River Grove village, Illinois",River Grove,64343,B01001_028E,Female,5 to 9 years,381,124
"River Grove village, Illinois",River Grove,64343,B01001_029E,Female,10 to 14 years,347,115
"River Grove village, Illinois",River Grove,64343,B01001_030E,Female,15 to 17 years,89,64
"River Grove village, Illinois",River Grove,64343,B01001_031E,Female,18 and 19 years,153,82
"River Grove village, Illinois",River Grove,64343,B01001_032E,Female,20 years,41,65
"River Grove village, Illinois",River Grove,64343,B01001_033E,Female,21 years,51,36
"River Grove village, Illinois",River Grove,64343,B01001_034E,Female,22 to 24 years,44,40
"River Grove village, Illinois",River Grove,64343,B01001_035E,Female,25 to 29 years,283,107
"River Grove village, Illinois",River Grove,64343,B01001_036E,Female,30 to 34 years,533,135
"River Grove village, Illinois",River Grove,64343,B01001_037E,Female,35 to 39 years,394,133
"River Grove village, Illinois",River Grove,64343,B01001_038E,Female,40 to 44 years,223,116
"River Grove village, Illinois",River Grove,64343,B01001_039E,Female,45 to 49 years,291,96
"River Grove village, Illinois",River Grove,64343,B01001_040E,Female,50 to 54 years,448,120
"River Grove village, Illinois",River Grove,64343,B01001_041E,Female,55 to 59 years,343,158
"River Grove village, Illinois",River Grove,64343,B01001_042E,Female,60 and 61 years,131,63
"River Grove village, Illinois",River Grove,64343,B01001_043E,Female,62 to 64 years,172,86
"River Grove village, Illinois",River Grove,64343,B01001_044E,Female,65 and 66 years,138,87
"River Grove village, Illinois",River Grove,64343,B01001_045E,Female,67 to 69 years,89,52
"River Grove village, Illinois",River Grove,64343,B01001_046E,Female,70 to 74 years,214,90
"River Grove village, Illinois",River Grove,64343,B01001_047E,Female,75 to 79 years,135,67
"River Grove village, Illinois",River Grove,64343,B01001_048E,Female,80 to 84 years,45,32
"River Grove village, Illinois",River Grove,64343,B01001_049E,Female,85 years and over,209,172
"Riverdale village, Illinois",Riverdale,64278,B01001_003E,Male,Under 5 years,638,201
"Riverdale village, Illinois",Riverdale,64278,B01001_004E,Male,5 to 9 years,502,155
"Riverdale village, Illinois",Riverdale,64278,B01001_005E,Male,10 to 14 years,482,138
"Riverdale village, Illinois",Riverdale,64278,B01001_006E,Male,15 to 17 years,240,93
"Riverdale village, Illinois",Riverdale,64278,B01001_007E,Male,18 and 19 years,244,122
"Riverdale village, Illinois",Riverdale,64278,B01001_008E,Male,20 years,109,107
"Riverdale village, Illinois",Riverdale,64278,B01001_009E,Male,21 years,125,101
"Riverdale village, Illinois",Riverdale,64278,B01001_010E,Male,22 to 24 years,181,97
"Riverdale village, Illinois",Riverdale,64278,B01001_011E,Male,25 to 29 years,338,128
"Riverdale village, Illinois",Riverdale,64278,B01001_012E,Male,30 to 34 years,382,143
"Riverdale village, Illinois",Riverdale,64278,B01001_013E,Male,35 to 39 years,281,116
"Riverdale village, Illinois",Riverdale,64278,B01001_014E,Male,40 to 44 years,708,188
"Riverdale village, Illinois",Riverdale,64278,B01001_015E,Male,45 to 49 years,220,110
"Riverdale village, Illinois",Riverdale,64278,B01001_016E,Male,50 to 54 years,358,142
"Riverdale village, Illinois",Riverdale,64278,B01001_017E,Male,55 to 59 years,299,117
"Riverdale village, Illinois",Riverdale,64278,B01001_018E,Male,60 and 61 years,142,75
"Riverdale village, Illinois",Riverdale,64278,B01001_019E,Male,62 to 64 years,230,91
"Riverdale village, Illinois",Riverdale,64278,B01001_020E,Male,65 and 66 years,80,56
"Riverdale village, Illinois",Riverdale,64278,B01001_021E,Male,67 to 69 years,118,59
"Riverdale village, Illinois",Riverdale,64278,B01001_022E,Male,70 to 74 years,157,83
"Riverdale village, Illinois",Riverdale,64278,B01001_023E,Male,75 to 79 years,67,47
"Riverdale village, Illinois",Riverdale,64278,B01001_024E,Male,80 to 84 years,18,17
"Riverdale village, Illinois",Riverdale,64278,B01001_025E,Male,85 years and over,23,31
"Riverdale village, Illinois",Riverdale,64278,B01001_027E,Female,Under 5 years,520,191
"Riverdale village, Illinois",Riverdale,64278,B01001_028E,Female,5 to 9 years,382,143
"Riverdale village, Illinois",Riverdale,64278,B01001_029E,Female,10 to 14 years,462,129
"Riverdale village, Illinois",Riverdale,64278,B01001_030E,Female,15 to 17 years,396,146
"Riverdale village, Illinois",Riverdale,64278,B01001_031E,Female,18 and 19 years,112,100
"Riverdale village, Illinois",Riverdale,64278,B01001_032E,Female,20 years,95,62
"Riverdale village, Illinois",Riverdale,64278,B01001_033E,Female,21 years,83,76
"Riverdale village, Illinois",Riverdale,64278,B01001_034E,Female,22 to 24 years,351,146
"Riverdale village, Illinois",Riverdale,64278,B01001_035E,Female,25 to 29 years,348,119
"Riverdale village, Illinois",Riverdale,64278,B01001_036E,Female,30 to 34 years,580,197
"Riverdale village, Illinois",Riverdale,64278,B01001_037E,Female,35 to 39 years,456,158
"Riverdale village, Illinois",Riverdale,64278,B01001_038E,Female,40 to 44 years,411,140
"Riverdale village, Illinois",Riverdale,64278,B01001_039E,Female,45 to 49 years,632,189
"Riverdale village, Illinois",Riverdale,64278,B01001_040E,Female,50 to 54 years,583,169
"Riverdale village, Illinois",Riverdale,64278,B01001_041E,Female,55 to 59 years,452,144
"Riverdale village, Illinois",Riverdale,64278,B01001_042E,Female,60 and 61 years,89,56
"Riverdale village, Illinois",Riverdale,64278,B01001_043E,Female,62 to 64 years,275,116
"Riverdale village, Illinois",Riverdale,64278,B01001_044E,Female,65 and 66 years,186,81
"Riverdale village, Illinois",Riverdale,64278,B01001_045E,Female,67 to 69 years,36,26
"Riverdale village, Illinois",Riverdale,64278,B01001_046E,Female,70 to 74 years,225,87
"Riverdale village, Illinois",Riverdale,64278,B01001_047E,Female,75 to 79 years,121,78
"Riverdale village, Illinois",Riverdale,64278,B01001_048E,Female,80 to 84 years,22,17
"Riverdale village, Illinois",Riverdale,64278,B01001_049E,Female,85 years and over,34,32
"Riverside village, Illinois",Riverside,64421,B01001_003E,Male,Under 5 years,273,102
"Riverside village, Illinois",Riverside,64421,B01001_004E,Male,5 to 9 years,235,90
"Riverside village, Illinois",Riverside,64421,B01001_005E,Male,10 to 14 years,446,137
"Riverside village, Illinois",Riverside,64421,B01001_006E,Male,15 to 17 years,303,162
"Riverside village, Illinois",Riverside,64421,B01001_007E,Male,18 and 19 years,103,68
"Riverside village, Illinois",Riverside,64421,B01001_008E,Male,20 years,13,18
"Riverside village, Illinois",Riverside,64421,B01001_009E,Male,21 years,13,20
"Riverside village, Illinois",Riverside,64421,B01001_010E,Male,22 to 24 years,102,50
"Riverside village, Illinois",Riverside,64421,B01001_011E,Male,25 to 29 years,250,111
"Riverside village, Illinois",Riverside,64421,B01001_012E,Male,30 to 34 years,174,100
"Riverside village, Illinois",Riverside,64421,B01001_013E,Male,35 to 39 years,221,91
"Riverside village, Illinois",Riverside,64421,B01001_014E,Male,40 to 44 years,260,76
"Riverside village, Illinois",Riverside,64421,B01001_015E,Male,45 to 49 years,451,119
"Riverside village, Illinois",Riverside,64421,B01001_016E,Male,50 to 54 years,310,108
"Riverside village, Illinois",Riverside,64421,B01001_017E,Male,55 to 59 years,297,86
"Riverside village, Illinois",Riverside,64421,B01001_018E,Male,60 and 61 years,137,58
"Riverside village, Illinois",Riverside,64421,B01001_019E,Male,62 to 64 years,178,95
"Riverside village, Illinois",Riverside,64421,B01001_020E,Male,65 and 66 years,36,41
"Riverside village, Illinois",Riverside,64421,B01001_021E,Male,67 to 69 years,117,56
"Riverside village, Illinois",Riverside,64421,B01001_022E,Male,70 to 74 years,94,41
"Riverside village, Illinois",Riverside,64421,B01001_023E,Male,75 to 79 years,152,51
"Riverside village, Illinois",Riverside,64421,B01001_024E,Male,80 to 84 years,75,52
"Riverside village, Illinois",Riverside,64421,B01001_025E,Male,85 years and over,14,16
"Riverside village, Illinois",Riverside,64421,B01001_027E,Female,Under 5 years,228,98
"Riverside village, Illinois",Riverside,64421,B01001_028E,Female,5 to 9 years,227,107
"Riverside village, Illinois",Riverside,64421,B01001_029E,Female,10 to 14 years,305,95
"Riverside village, Illinois",Riverside,64421,B01001_030E,Female,15 to 17 years,225,99
"Riverside village, Illinois",Riverside,64421,B01001_031E,Female,18 and 19 years,105,68
"Riverside village, Illinois",Riverside,64421,B01001_032E,Female,20 years,79,68
"Riverside village, Illinois",Riverside,64421,B01001_033E,Female,21 years,8,16
"Riverside village, Illinois",Riverside,64421,B01001_034E,Female,22 to 24 years,161,89
"Riverside village, Illinois",Riverside,64421,B01001_035E,Female,25 to 29 years,130,66
"Riverside village, Illinois",Riverside,64421,B01001_036E,Female,30 to 34 years,226,81
"Riverside village, Illinois",Riverside,64421,B01001_037E,Female,35 to 39 years,293,93
"Riverside village, Illinois",Riverside,64421,B01001_038E,Female,40 to 44 years,282,106
"Riverside village, Illinois",Riverside,64421,B01001_039E,Female,45 to 49 years,426,100
"Riverside village, Illinois",Riverside,64421,B01001_040E,Female,50 to 54 years,461,133
"Riverside village, Illinois",Riverside,64421,B01001_041E,Female,55 to 59 years,256,94
"Riverside village, Illinois",Riverside,64421,B01001_042E,Female,60 and 61 years,139,87
"Riverside village, Illinois",Riverside,64421,B01001_043E,Female,62 to 64 years,214,89
"Riverside village, Illinois",Riverside,64421,B01001_044E,Female,65 and 66 years,49,41
"Riverside village, Illinois",Riverside,64421,B01001_045E,Female,67 to 69 years,172,74
"Riverside village, Illinois",Riverside,64421,B01001_046E,Female,70 to 74 years,249,80
"Riverside village, Illinois",Riverside,64421,B01001_047E,Female,75 to 79 years,110,75
"Riverside village, Illinois",Riverside,64421,B01001_048E,Female,80 to 84 years,25,22
"Riverside village, Illinois",Riverside,64421,B01001_049E,Female,85 years and over,135,68
"Robbins village, Illinois",Robbins,64616,B01001_003E,Male,Under 5 years,63,56
"Robbins village, Illinois",Robbins,64616,B01001_004E,Male,5 to 9 years,149,126
"Robbins village, Illinois",Robbins,64616,B01001_005E,Male,10 to 14 years,150,72
"Robbins village, Illinois",Robbins,64616,B01001_006E,Male,15 to 17 years,146,76
"Robbins village, Illinois",Robbins,64616,B01001_007E,Male,18 and 19 years,33,27
"Robbins village, Illinois",Robbins,64616,B01001_008E,Male,20 years,33,37
"Robbins village, Illinois",Robbins,64616,B01001_009E,Male,21 years,37,56
"Robbins village, Illinois",Robbins,64616,B01001_010E,Male,22 to 24 years,90,64
"Robbins village, Illinois",Robbins,64616,B01001_011E,Male,25 to 29 years,344,131
"Robbins village, Illinois",Robbins,64616,B01001_012E,Male,30 to 34 years,169,92
"Robbins village, Illinois",Robbins,64616,B01001_013E,Male,35 to 39 years,123,68
"Robbins village, Illinois",Robbins,64616,B01001_014E,Male,40 to 44 years,94,71
"Robbins village, Illinois",Robbins,64616,B01001_015E,Male,45 to 49 years,146,88
"Robbins village, Illinois",Robbins,64616,B01001_016E,Male,50 to 54 years,102,55
"Robbins village, Illinois",Robbins,64616,B01001_017E,Male,55 to 59 years,182,74
"Robbins village, Illinois",Robbins,64616,B01001_018E,Male,60 and 61 years,91,66
"Robbins village, Illinois",Robbins,64616,B01001_019E,Male,62 to 64 years,108,60
"Robbins village, Illinois",Robbins,64616,B01001_020E,Male,65 and 66 years,52,48
"Robbins village, Illinois",Robbins,64616,B01001_021E,Male,67 to 69 years,60,53
"Robbins village, Illinois",Robbins,64616,B01001_022E,Male,70 to 74 years,102,59
"Robbins village, Illinois",Robbins,64616,B01001_023E,Male,75 to 79 years,65,56
"Robbins village, Illinois",Robbins,64616,B01001_024E,Male,80 to 84 years,27,21
"Robbins village, Illinois",Robbins,64616,B01001_025E,Male,85 years and over,36,29
"Robbins village, Illinois",Robbins,64616,B01001_027E,Female,Under 5 years,294,167
"Robbins village, Illinois",Robbins,64616,B01001_028E,Female,5 to 9 years,138,68
"Robbins village, Illinois",Robbins,64616,B01001_029E,Female,10 to 14 years,229,104
"Robbins village, Illinois",Robbins,64616,B01001_030E,Female,15 to 17 years,10,15
"Robbins village, Illinois",Robbins,64616,B01001_031E,Female,18 and 19 years,15,18
"Robbins village, Illinois",Robbins,64616,B01001_032E,Female,20 years,27,44
"Robbins village, Illinois",Robbins,64616,B01001_033E,Female,21 years,0,16
"Robbins village, Illinois",Robbins,64616,B01001_034E,Female,22 to 24 years,146,98
"Robbins village, Illinois",Robbins,64616,B01001_035E,Female,25 to 29 years,243,108
"Robbins village, Illinois",Robbins,64616,B01001_036E,Female,30 to 34 years,200,100
"Robbins village, Illinois",Robbins,64616,B01001_037E,Female,35 to 39 years,155,142
"Robbins village, Illinois",Robbins,64616,B01001_038E,Female,40 to 44 years,191,88
"Robbins village, Illinois",Robbins,64616,B01001_039E,Female,45 to 49 years,98,64
"Robbins village, Illinois",Robbins,64616,B01001_040E,Female,50 to 54 years,82,72
"Robbins village, Illinois",Robbins,64616,B01001_041E,Female,55 to 59 years,211,79
"Robbins village, Illinois",Robbins,64616,B01001_042E,Female,60 and 61 years,64,41
"Robbins village, Illinois",Robbins,64616,B01001_043E,Female,62 to 64 years,69,45
"Robbins village, Illinois",Robbins,64616,B01001_044E,Female,65 and 66 years,54,45
"Robbins village, Illinois",Robbins,64616,B01001_045E,Female,67 to 69 years,93,72
"Robbins village, Illinois",Robbins,64616,B01001_046E,Female,70 to 74 years,113,65
"Robbins village, Illinois",Robbins,64616,B01001_047E,Female,75 to 79 years,17,18
"Robbins village, Illinois",Robbins,64616,B01001_048E,Female,80 to 84 years,90,57
"Robbins village, Illinois",Robbins,64616,B01001_049E,Female,85 years and over,96,63
"Rolling Meadows city, Illinois",Rolling Meadows,65338,B01001_003E,Male,Under 5 years,884,215
"Rolling Meadows city, Illinois",Rolling Meadows,65338,B01001_004E,Male,5 to 9 years,755,167
"Rolling Meadows city, Illinois",Rolling Meadows,65338,B01001_005E,Male,10 to 14 years,539,191
"Rolling Meadows city, Illinois",Rolling Meadows,65338,B01001_006E,Male,15 to 17 years,302,120
"Rolling Meadows city, Illinois",Rolling Meadows,65338,B01001_007E,Male,18 and 19 years,201,148
"Rolling Meadows city, Illinois",Rolling Meadows,65338,B01001_008E,Male,20 years,364,241
"Rolling Meadows city, Illinois",Rolling Meadows,65338,B01001_009E,Male,21 years,91,56
"Rolling Meadows city, Illinois",Rolling Meadows,65338,B01001_010E,Male,22 to 24 years,401,243
"Rolling Meadows city, Illinois",Rolling Meadows,65338,B01001_011E,Male,25 to 29 years,1260,320
"Rolling Meadows city, Illinois",Rolling Meadows,65338,B01001_012E,Male,30 to 34 years,979,216
"Rolling Meadows city, Illinois",Rolling Meadows,65338,B01001_013E,Male,35 to 39 years,737,210
"Rolling Meadows city, Illinois",Rolling Meadows,65338,B01001_014E,Male,40 to 44 years,708,211
"Rolling Meadows city, Illinois",Rolling Meadows,65338,B01001_015E,Male,45 to 49 years,703,175
"Rolling Meadows city, Illinois",Rolling Meadows,65338,B01001_016E,Male,50 to 54 years,681,155
"Rolling Meadows city, Illinois",Rolling Meadows,65338,B01001_017E,Male,55 to 59 years,860,196
"Rolling Meadows city, Illinois",Rolling Meadows,65338,B01001_018E,Male,60 and 61 years,303,92
"Rolling Meadows city, Illinois",Rolling Meadows,65338,B01001_019E,Male,62 to 64 years,362,104
"Rolling Meadows city, Illinois",Rolling Meadows,65338,B01001_020E,Male,65 and 66 years,288,91
"Rolling Meadows city, Illinois",Rolling Meadows,65338,B01001_021E,Male,67 to 69 years,243,86
"Rolling Meadows city, Illinois",Rolling Meadows,65338,B01001_022E,Male,70 to 74 years,373,119
"Rolling Meadows city, Illinois",Rolling Meadows,65338,B01001_023E,Male,75 to 79 years,244,110
"Rolling Meadows city, Illinois",Rolling Meadows,65338,B01001_024E,Male,80 to 84 years,218,109
"Rolling Meadows city, Illinois",Rolling Meadows,65338,B01001_025E,Male,85 years and over,143,70
"Rolling Meadows city, Illinois",Rolling Meadows,65338,B01001_027E,Female,Under 5 years,677,238
"Rolling Meadows city, Illinois",Rolling Meadows,65338,B01001_028E,Female,5 to 9 years,744,236
"Rolling Meadows city, Illinois",Rolling Meadows,65338,B01001_029E,Female,10 to 14 years,743,167
"Rolling Meadows city, Illinois",Rolling Meadows,65338,B01001_030E,Female,15 to 17 years,361,129
"Rolling Meadows city, Illinois",Rolling Meadows,65338,B01001_031E,Female,18 and 19 years,239,133
"Rolling Meadows city, Illinois",Rolling Meadows,65338,B01001_032E,Female,20 years,28,28
"Rolling Meadows city, Illinois",Rolling Meadows,65338,B01001_033E,Female,21 years,208,139
"Rolling Meadows city, Illinois",Rolling Meadows,65338,B01001_034E,Female,22 to 24 years,262,121
"Rolling Meadows city, Illinois",Rolling Meadows,65338,B01001_035E,Female,25 to 29 years,598,147
"Rolling Meadows city, Illinois",Rolling Meadows,65338,B01001_036E,Female,30 to 34 years,1154,238
"Rolling Meadows city, Illinois",Rolling Meadows,65338,B01001_037E,Female,35 to 39 years,573,166
"Rolling Meadows city, Illinois",Rolling Meadows,65338,B01001_038E,Female,40 to 44 years,746,222
"Rolling Meadows city, Illinois",Rolling Meadows,65338,B01001_039E,Female,45 to 49 years,719,180
"Rolling Meadows city, Illinois",Rolling Meadows,65338,B01001_040E,Female,50 to 54 years,910,187
"Rolling Meadows city, Illinois",Rolling Meadows,65338,B01001_041E,Female,55 to 59 years,976,162
"Rolling Meadows city, Illinois",Rolling Meadows,65338,B01001_042E,Female,60 and 61 years,320,106
"Rolling Meadows city, Illinois",Rolling Meadows,65338,B01001_043E,Female,62 to 64 years,297,111
"Rolling Meadows city, Illinois",Rolling Meadows,65338,B01001_044E,Female,65 and 66 years,225,69
"Rolling Meadows city, Illinois",Rolling Meadows,65338,B01001_045E,Female,67 to 69 years,294,83
"Rolling Meadows city, Illinois",Rolling Meadows,65338,B01001_046E,Female,70 to 74 years,359,118
"Rolling Meadows city, Illinois",Rolling Meadows,65338,B01001_047E,Female,75 to 79 years,498,159
"Rolling Meadows city, Illinois",Rolling Meadows,65338,B01001_048E,Female,80 to 84 years,236,89
"Rolling Meadows city, Illinois",Rolling Meadows,65338,B01001_049E,Female,85 years and over,413,110
"Cook County (part), Roselle village, Illinois",Roselle,65806,B01001_003E,Male,Under 5 years,186,131
"Cook County (part), Roselle village, Illinois",Roselle,65806,B01001_004E,Male,5 to 9 years,78,56
"Cook County (part), Roselle village, Illinois",Roselle,65806,B01001_005E,Male,10 to 14 years,32,35
"Cook County (part), Roselle village, Illinois",Roselle,65806,B01001_006E,Male,15 to 17 years,0,11
"Cook County (part), Roselle village, Illinois",Roselle,65806,B01001_007E,Male,18 and 19 years,67,80
"Cook County (part), Roselle village, Illinois",Roselle,65806,B01001_008E,Male,20 years,17,25
"Cook County (part), Roselle village, Illinois",Roselle,65806,B01001_009E,Male,21 years,0,11
"Cook County (part), Roselle village, Illinois",Roselle,65806,B01001_010E,Male,22 to 24 years,74,74
"Cook County (part), Roselle village, Illinois",Roselle,65806,B01001_011E,Male,25 to 29 years,79,64
"Cook County (part), Roselle village, Illinois",Roselle,65806,B01001_012E,Male,30 to 34 years,171,162
"Cook County (part), Roselle village, Illinois",Roselle,65806,B01001_013E,Male,35 to 39 years,92,66
"Cook County (part), Roselle village, Illinois",Roselle,65806,B01001_014E,Male,40 to 44 years,155,102
"Cook County (part), Roselle village, Illinois",Roselle,65806,B01001_015E,Male,45 to 49 years,16,27
"Cook County (part), Roselle village, Illinois",Roselle,65806,B01001_016E,Male,50 to 54 years,168,102
"Cook County (part), Roselle village, Illinois",Roselle,65806,B01001_017E,Male,55 to 59 years,155,74
"Cook County (part), Roselle village, Illinois",Roselle,65806,B01001_018E,Male,60 and 61 years,33,38
"Cook County (part), Roselle village, Illinois",Roselle,65806,B01001_019E,Male,62 to 64 years,60,52
"Cook County (part), Roselle village, Illinois",Roselle,65806,B01001_020E,Male,65 and 66 years,16,24
"Cook County (part), Roselle village, Illinois",Roselle,65806,B01001_021E,Male,67 to 69 years,50,45
"Cook County (part), Roselle village, Illinois",Roselle,65806,B01001_022E,Male,70 to 74 years,27,39
"Cook County (part), Roselle village, Illinois",Roselle,65806,B01001_023E,Male,75 to 79 years,17,28
"Cook County (part), Roselle village, Illinois",Roselle,65806,B01001_024E,Male,80 to 84 years,107,101
"Cook County (part), Roselle village, Illinois",Roselle,65806,B01001_025E,Male,85 years and over,16,26
"Cook County (part), Roselle village, Illinois",Roselle,65806,B01001_027E,Female,Under 5 years,21,35
"Cook County (part), Roselle village, Illinois",Roselle,65806,B01001_028E,Female,5 to 9 years,111,80
"Cook County (part), Roselle village, Illinois",Roselle,65806,B01001_029E,Female,10 to 14 years,175,191
"Cook County (part), Roselle village, Illinois",Roselle,65806,B01001_030E,Female,15 to 17 years,40,39
"Cook County (part), Roselle village, Illinois",Roselle,65806,B01001_031E,Female,18 and 19 years,54,52
"Cook County (part), Roselle village, Illinois",Roselle,65806,B01001_032E,Female,20 years,20,34
"Cook County (part), Roselle village, Illinois",Roselle,65806,B01001_033E,Female,21 years,39,71
"Cook County (part), Roselle village, Illinois",Roselle,65806,B01001_034E,Female,22 to 24 years,148,89
