zcta,variable,sex,age,total_pop,pop_in_cook
60131,P012007,Male,18 and 19 years,253,253
60131,P012008,Male,20 years,130,130
60131,P012009,Male,21 years,128,128
60131,P012010,Male,22 to 24 years,451,451
60131,P012011,Male,25 to 29 years,693,693
60131,P012012,Male,30 to 34 years,660,660
60131,P012013,Male,35 to 39 years,681,681
60131,P012014,Male,40 to 44 years,662,662
60131,P012015,Male,45 to 49 years,635,635
60131,P012016,Male,50 to 54 years,640,640
60131,P012017,Male,55 to 59 years,597,597
60131,P012018,Male,60 and 61 years,178,178
60131,P012019,Male,62 to 64 years,233,233
60131,P012020,Male,65 and 66 years,135,135
60131,P012021,Male,67 to 69 years,161,161
60131,P012022,Male,70 to 74 years,202,202
60131,P012023,Male,75 to 79 years,151,151
60131,P012024,Male,80 to 84 years,125,125
60131,P012025,Male,85 years and over,80,80
60131,P012027,Female,Under 5 years,601,601
60131,P012028,Female,5 to 9 years,592,592
60131,P012029,Female,10 to 14 years,602,602
60131,P012030,Female,15 to 17 years,369,369
60131,P012031,Female,18 and 19 years,221,221
60131,P012032,Female,20 years,134,134
60131,P012033,Female,21 years,132,132
60131,P012034,Female,22 to 24 years,377,377
60131,P012035,Female,25 to 29 years,584,584
60131,P012036,Female,30 to 34 years,648,648
60131,P012037,Female,35 to 39 years,620,620
60131,P012038,Female,40 to 44 years,646,646
60131,P012039,Female,45 to 49 years,614,614
60131,P012040,Female,50 to 54 years,682,682
60131,P012041,Female,55 to 59 years,563,563
60131,P012042,Female,60 and 61 years,192,192
60131,P012043,Female,62 to 64 years,253,253
60131,P012044,Female,65 and 66 years,123,123
60131,P012045,Female,67 to 69 years,188,188
60131,P012046,Female,70 to 74 years,260,260
60131,P012047,Female,75 to 79 years,202,202
60131,P012048,Female,80 to 84 years,203,203
60131,P012049,Female,85 years and over,192,192
60133,P012003,Male,Under 5 years,1502,920
60133,P012004,Male,5 to 9 years,1575,881
60133,P012005,Male,10 to 14 years,1586,887
60133,P012006,Male,15 to 17 years,1060,560
60133,P012007,Male,18 and 19 years,630,360
60133,P012008,Male,20 years,321,175
60133,P012009,Male,21 years,275,171
60133,P012010,Male,22 to 24 years,913,531
60133,P012011,Male,25 to 29 years,1545,871
60133,P012012,Male,30 to 34 years,1523,850
60133,P012013,Male,35 to 39 years,1427,818
60133,P012014,Male,40 to 44 years,1366,744
60133,P012015,Male,45 to 49 years,1321,692
60133,P012016,Male,50 to 54 years,1338,646
60133,P012017,Male,55 to 59 years,1072,501
60133,P012018,Male,60 and 61 years,333,162
60133,P012019,Male,62 to 64 years,420,220
60133,P012020,Male,65 and 66 years,221,119
60133,P012021,Male,67 to 69 years,254,145
60133,P012022,Male,70 to 74 years,253,152
60133,P012023,Male,75 to 79 years,188,106
60133,P012024,Male,80 to 84 years,98,64
60133,P012025,Male,85 years and over,50,23
60133,P012027,Female,Under 5 years,1507,842
60133,P012028,Female,5 to 9 years,1454,813
60133,P012029,Female,10 to 14 years,1573,871
60133,P012030,Female,15 to 17 years,942,515
60133,P012031,Female,18 and 19 years,567,316
60133,P012032,Female,20 years,240,143
60133,P012033,Female,21 years,256,140
60133,P012034,Female,22 to 24 years,788,429
60133,P012035,Female,25 to 29 years,1426,780
60133,P012036,Female,30 to 34 years,1458,751
60133,P012037,Female,35 to 39 years,1452,795
60133,P012038,Female,40 to 44 years,1382,714
60133,P012039,Female,45 to 49 years,1365,670
60133,P012040,Female,50 to 54 years,1283,598
60133,P012041,Female,55 to 59 years,1108,553
60133,P012042,Female,60 and 61 years,336,159
60133,P012043,Female,62 to 64 years,433,229
60133,P012044,Female,65 and 66 years,222,118
60133,P012045,Female,67 to 69 years,285,157
60133,P012046,Female,70 to 74 years,328,200
60133,P012047,Female,75 to 79 years,203,112
60133,P012048,Female,80 to 84 years,129,86
60133,P012049,Female,85 years and over,95,47
60141,P012003,Male,Under 5 years,0,0
60141,P012004,Male,5 to 9 years,0,0
60141,P012005,Male,10 to 14 years,0,0
60141,P012006,Male,15 to 17 years,0,0
60141,P012007,Male,18 and 19 years,0,0
60141,P012008,Male,20 years,0,0
60141,P012009,Male,21 years,1,1
60141,P012010,Male,22 to 24 years,0,0
60141,P012011,Male,25 to 29 years,0,0
60141,P012012,Male,30 to 34 years,0,0
60141,P012013,Male,35 to 39 years,3,3
60141,P012014,Male,40 to 44 years,3,3
60141,P012015,Male,45 to 49 years,4,4
60141,P012016,Male,50 to 54 years,10,10
60141,P012017,Male,55 to 59 years,12,12
60141,P012018,Male,60 and 61 years,10,10
60141,P012019,Male,62 to 64 years,17,17
60141,P012020,Male,65 and 66 years,8,8
60141,P012021,Male,67 to 69 years,10,10
60141,P012022,Male,70 to 74 years,18,18
60141,P012023,Male,75 to 79 years,33,33
60141,P012024,Male,80 to 84 years,23,23
60141,P012025,Male,85 years and over,25,25
60141,P012027,Female,Under 5 years,0,0
60141,P012028,Female,5 to 9 years,0,0
60141,P012029,Female,10 to 14 years,0,0
60141,P012030,Female,15 to 17 years,0,0
60141,P012031,Female,18 and 19 years,0,0
60141,P012032,Female,20 years,0,0
60141,P012033,Female,21 years,0,0
60141,P012034,Female,22 to 24 years,0,0
60141,P012035,Female,25 to 29 years,1,1
60141,P012036,Female,30 to 34 years,0,0
60141,P012037,Female,35 to 39 years,2,2
60141,P012038,Female,40 to 44 years,0,0
60141,P012039,Female,45 to 49 years,0,0
60141,P012040,Female,50 to 54 years,1,1
60141,P012041,Female,55 to 59 years,2,2
60141,P012042,Female,60 and 61 years,1,1
60141,P012043,Female,62 to 64 years,2,2
60141,P012044,Female,65 and 66 years,4,4
60141,P012045,Female,67 to 69 years,11,11
60141,P012046,Female,70 to 74 years,8,8
60141,P012047,Female,75 to 79 years,5,5
60141,P012048,Female,80 to 84 years,5,5
60141,P012049,Female,85 years and over,5,5
60153,P012003,Male,Under 5 years,899,899
60153,P012004,Male,5 to 9 years,956,956
60153,P012005,Male,10 to 14 years,956,956
60153,P012006,Male,15 to 17 years,637,637
60153,P012007,Male,18 and 19 years,351,351
60153,P012008,Male,20 years,207,207
60153,P012009,Male,21 years,183,183
60153,P012010,Male,22 to 24 years,513,513
60153,P012011,Male,25 to 29 years,789,789
60153,P012012,Male,30 to 34 years,782,782
60153,P012013,Male,35 to 39 years,714,714
60153,P012014,Male,40 to 44 years,666,666
60153,P012015,Male,45 to 49 years,765,765
60153,P012016,Male,50 to 54 years,761,761
60153,P012017,Male,55 to 59 years,629,629
60153,P012018,Male,60 and 61 years,220,220
60153,P012019,Male,62 to 64 years,271,271
60153,P012020,Male,65 and 66 years,160,160
60153,P012021,Male,67 to 69 years,232,232
60153,P012022,Male,70 to 74 years,296,296
60153,P012023,Male,75 to 79 years,246,246
60153,P012024,Male,80 to 84 years,131,131
60153,P012025,Male,85 years and over,81,81
60153,P012027,Female,Under 5 years,876,876
60153,P012028,Female,5 to 9 years,859,859
60153,P012029,Female,10 to 14 years,968,968
60153,P012030,Female,15 to 17 years,666,666
60153,P012031,Female,18 and 19 years,368,368
60153,P012032,Female,20 years,204,204
60153,P012033,Female,21 years,189,189
60153,P012034,Female,22 to 24 years,462,462
60153,P012035,Female,25 to 29 years,898,898
60153,P012036,Female,30 to 34 years,760,760
60153,P012037,Female,35 to 39 years,782,782
60153,P012038,Female,40 to 44 years,810,810
60153,P012039,Female,45 to 49 years,788,788
60153,P012040,Female,50 to 54 years,863,863
60153,P012041,Female,55 to 59 years,821,821
60153,P012042,Female,60 and 61 years,269,269
60153,P012043,Female,62 to 64 years,395,395
60153,P012044,Female,65 and 66 years,215,215
60153,P012045,Female,67 to 69 years,305,305
60153,P012046,Female,70 to 74 years,446,446
60153,P012047,Female,75 to 79 years,334,334
60153,P012048,Female,80 to 84 years,217,217
60153,P012049,Female,85 years and over,166,166
60154,P012003,Male,Under 5 years,477,477
60154,P012004,Male,5 to 9 years,482,482
60154,P012005,Male,10 to 14 years,447,447
60154,P012006,Male,15 to 17 years,272,272
60154,P012007,Male,18 and 19 years,132,132
60154,P012008,Male,20 years,70,70
60154,P012009,Male,21 years,57,57
60154,P012010,Male,22 to 24 years,200,200
60154,P012011,Male,25 to 29 years,382,382
60154,P012012,Male,30 to 34 years,445,445
60154,P012013,Male,35 to 39 years,555,555
60154,P012014,Male,40 to 44 years,524,524
60154,P012015,Male,45 to 49 years,544,544
60154,P012016,Male,50 to 54 years,679,679
60154,P012017,Male,55 to 59 years,571,571
60154,P012018,Male,60 and 61 years,235,235
60154,P012019,Male,62 to 64 years,291,291
60154,P012020,Male,65 and 66 years,161,161
60154,P012021,Male,67 to 69 years,205,205
60154,P012022,Male,70 to 74 years,292,292
60154,P012023,Male,75 to 79 years,296,296
60154,P012024,Male,80 to 84 years,291,291
60154,P012025,Male,85 years and over,256,256
60154,P012027,Female,Under 5 years,537,537
60154,P012028,Female,5 to 9 years,443,443
60154,P012029,Female,10 to 14 years,398,398
60154,P012030,Female,15 to 17 years,247,247
60154,P012031,Female,18 and 19 years,121,121
60154,P012032,Female,20 years,47,47
60154,P012033,Female,21 years,41,41
60154,P012034,Female,22 to 24 years,197,197
60154,P012035,Female,25 to 29 years,397,397
60154,P012036,Female,30 to 34 years,507,507
60154,P012037,Female,35 to 39 years,581,581
60154,P012038,Female,40 to 44 years,580,580
60154,P012039,Female,45 to 49 years,594,594
60154,P012040,Female,50 to 54 years,681,681
60154,P012041,Female,55 to 59 years,670,670
60154,P012042,Female,60 and 61 years,282,282
60154,P012043,Female,62 to 64 years,384,384
60154,P012044,Female,65 and 66 years,189,189
60154,P012045,Female,67 to 69 years,262,262
60154,P012046,Female,70 to 74 years,405,405
60154,P012047,Female,75 to 79 years,446,446
60154,P012048,Female,80 to 84 years,437,437
60154,P012049,Female,85 years and over,463,463
60155,P012003,Male,Under 5 years,199,199
60155,P012004,Male,5 to 9 years,253,253
60155,P012005,Male,10 to 14 years,297,297
60155,P012006,Male,15 to 17 years,177,177
60155,P012007,Male,18 and 19 years,102,102
60155,P012008,Male,20 years,48,48
60155,P012009,Male,21 years,50,50
60155,P012010,Male,22 to 24 years,140,140
60155,P012011,Male,25 to 29 years,234,234
60155,P012012,Male,30 to 34 years,234,234
60155,P012013,Male,35 to 39 years,232,232
60155,P012014,Male,40 to 44 years,216,216
60155,P012015,Male,45 to 49 years,264,264
60155,P012016,Male,50 to 54 years,295,295
60155,P012017,Male,55 to 59 years,271,271
60155,P012018,Male,60 and 61 years,122,122
60155,P012019,Male,62 to 64 years,128,128
60155,P012020,Male,65 and 66 years,70,70
60155,P012021,Male,67 to 69 years,100,100
60155,P012022,Male,70 to 74 years,100,100
60155,P012023,Male,75 to 79 years,70,70
60155,P012024,Male,80 to 84 years,42,42
60155,P012025,Male,85 years and over,48,48
60155,P012027,Female,Under 5 years,211,211
60155,P012028,Female,5 to 9 years,228,228
60155,P012029,Female,10 to 14 years,306,306
60155,P012030,Female,15 to 17 years,158,158
60155,P012031,Female,18 and 19 years,105,105
60155,P012032,Female,20 years,48,48
60155,P012033,Female,21 years,36,36
60155,P012034,Female,22 to 24 years,137,137
60155,P012035,Female,25 to 29 years,242,242
60155,P012036,Female,30 to 34 years,259,259
60155,P012037,Female,35 to 39 years,280,280
60155,P012038,Female,40 to 44 years,288,288
60155,P012039,Female,45 to 49 years,337,337
60155,P012040,Female,50 to 54 years,401,401
60155,P012041,Female,55 to 59 years,329,329
60155,P012042,Female,60 and 61 years,129,129
60155,P012043,Female,62 to 64 years,181,181
60155,P012044,Female,65 and 66 years,83,83
60155,P012045,Female,67 to 69 years,114,114
60155,P012046,Female,70 to 74 years,127,127
60155,P012047,Female,75 to 79 years,98,98
60155,P012048,Female,80 to 84 years,72,72
60155,P012049,Female,85 years and over,66,66
60160,P012003,Male,Under 5 years,1236,1236
60160,P012004,Male,5 to 9 years,1134,1134
60160,P012005,Male,10 to 14 years,992,992
60160,P012006,Male,15 to 17 years,559,559
60160,P012007,Male,18 and 19 years,327,327
60160,P012008,Male,20 years,176,176
60160,P012009,Male,21 years,165,165
60160,P012010,Male,22 to 24 years,637,637
60160,P012011,Male,25 to 29 years,1065,1065
60160,P012012,Male,30 to 34 years,1054,1054
60160,P012013,Male,35 to 39 years,1029,1029
60160,P012014,Male,40 to 44 years,825,825
60160,P012015,Male,45 to 49 years,776,776
60160,P012016,Male,50 to 54 years,725,725
60160,P012017,Male,55 to 59 years,547,547
60160,P012018,Male,60 and 61 years,208,208
60160,P012019,Male,62 to 64 years,268,268
60160,P012020,Male,65 and 66 years,136,136
60160,P012021,Male,67 to 69 years,183,183
60160,P012022,Male,70 to 74 years,237,237
60160,P012023,Male,75 to 79 years,175,175
60160,P012024,Male,80 to 84 years,154,154
60160,P012025,Male,85 years and over,136,136
60160,P012027,Female,Under 5 years,1190,1190
60160,P012028,Female,5 to 9 years,1054,1054
60160,P012029,Female,10 to 14 years,968,968
60160,P012030,Female,15 to 17 years,508,508
60160,P012031,Female,18 and 19 years,322,322
60160,P012032,Female,20 years,164,164
60160,P012033,Female,21 years,171,171
60160,P012034,Female,22 to 24 years,607,607
60160,P012035,Female,25 to 29 years,1030,1030
60160,P012036,Female,30 to 34 years,985,985
60160,P012037,Female,35 to 39 years,975,975
60160,P012038,Female,40 to 44 years,814,814
60160,P012039,Female,45 to 49 years,699,699
60160,P012040,Female,50 to 54 years,686,686
60160,P012041,Female,55 to 59 years,524,524
60160,P012042,Female,60 and 61 years,205,205
60160,P012043,Female,62 to 64 years,327,327
60160,P012044,Female,65 and 66 years,161,161
60160,P012045,Female,67 to 69 years,235,235
60160,P012046,Female,70 to 74 years,303,303
60160,P012047,Female,75 to 79 years,267,267
60160,P012048,Female,80 to 84 years,227,227
60160,P012049,Female,85 years and over,266,266
60162,P012003,Male,Under 5 years,253,253
60162,P012004,Male,5 to 9 years,253,253
60162,P012005,Male,10 to 14 years,271,271
60162,P012006,Male,15 to 17 years,186,186
60162,P012007,Male,18 and 19 years,117,117
60162,P012008,Male,20 years,45,45
60162,P012009,Male,21 years,48,48
60162,P012010,Male,22 to 24 years,131,131
60162,P012011,Male,25 to 29 years,253,253
60162,P012012,Male,30 to 34 years,291,291
60162,P012013,Male,35 to 39 years,275,275
60162,P012014,Male,40 to 44 years,279,279
60162,P012015,Male,45 to 49 years,285,285
60162,P012016,Male,50 to 54 years,312,312
60162,P012017,Male,55 to 59 years,243,243
60162,P012018,Male,60 and 61 years,91,91
60162,P012019,Male,62 to 64 years,115,115
60162,P012020,Male,65 and 66 years,68,68
60162,P012021,Male,67 to 69 years,70,70
60162,P012022,Male,70 to 74 years,89,89
60162,P012023,Male,75 to 79 years,99,99
60162,P012024,Male,80 to 84 years,83,83
60162,P012025,Male,85 years and over,59,59
60162,P012027,Female,Under 5 years,235,235
60162,P012028,Female,5 to 9 years,247,247
60162,P012029,Female,10 to 14 years,256,256
60162,P012030,Female,15 to 17 years,198,198
60162,P012031,Female,18 and 19 years,109,109
60162,P012032,Female,20 years,54,54
60162,P012033,Female,21 years,60,60
60162,P012034,Female,22 to 24 years,156,156
60162,P012035,Female,25 to 29 years,258,258
60162,P012036,Female,30 to 34 years,262,262
60162,P012037,Female,35 to 39 years,284,284
60162,P012038,Female,40 to 44 years,294,294
60162,P012039,Female,45 to 49 years,302,302
60162,P012040,Female,50 to 54 years,303,303
60162,P012041,Female,55 to 59 years,290,290
60162,P012042,Female,60 and 61 years,108,108
60162,P012043,Female,62 to 64 years,132,132
60162,P012044,Female,65 and 66 years,66,66
60162,P012045,Female,67 to 69 years,86,86
60162,P012046,Female,70 to 74 years,99,99
60162,P012047,Female,75 to 79 years,115,115
60162,P012048,Female,80 to 84 years,142,142
60162,P012049,Female,85 years and over,139,139
60163,P012003,Male,Under 5 years,139,139
60163,P012004,Male,5 to 9 years,177,177
60163,P012005,Male,10 to 14 years,218,218
60163,P012006,Male,15 to 17 years,137,137
60163,P012007,Male,18 and 19 years,76,76
60163,P012008,Male,20 years,28,28
60163,P012009,Male,21 years,27,27
60163,P012010,Male,22 to 24 years,91,91
60163,P012011,Male,25 to 29 years,160,160
60163,P012012,Male,30 to 34 years,171,171
60163,P012013,Male,35 to 39 years,171,171
60163,P012014,Male,40 to 44 years,177,177
60163,P012015,Male,45 to 49 years,194,194
60163,P012016,Male,50 to 54 years,212,212
60163,P012017,Male,55 to 59 years,190,190
60163,P012018,Male,60 and 61 years,60,60
60163,P012019,Male,62 to 64 years,79,79
60163,P012020,Male,65 and 66 years,39,39
60163,P012021,Male,67 to 69 years,51,51
60163,P012022,Male,70 to 74 years,51,51
60163,P012023,Male,75 to 79 years,39,39
60163,P012024,Male,80 to 84 years,48,48
60163,P012025,Male,85 years and over,40,40
60163,P012027,Female,Under 5 years,151,151
60163,P012028,Female,5 to 9 years,187,187
60163,P012029,Female,10 to 14 years,165,165
60163,P012030,Female,15 to 17 years,118,118
60163,P012031,Female,18 and 19 years,56,56
60163,P012032,Female,20 years,25,25
60163,P012033,Female,21 years,39,39
60163,P012034,Female,22 to 24 years,80,80
60163,P012035,Female,25 to 29 years,146,146
60163,P012036,Female,30 to 34 years,166,166
60163,P012037,Female,35 to 39 years,176,176
60163,P012038,Female,40 to 44 years,197,197
60163,P012039,Female,45 to 49 years,224,224
60163,P012040,Female,50 to 54 years,214,214
60163,P012041,Female,55 to 59 years,189,189
60163,P012042,Female,60 and 61 years,70,70
60163,P012043,Female,62 to 64 years,77,77
60163,P012044,Female,65 and 66 years,41,41
60163,P012045,Female,67 to 69 years,53,53
60163,P012046,Female,70 to 74 years,77,77
60163,P012047,Female,75 to 79 years,63,63
60163,P012048,Female,80 to 84 years,55,55
60163,P012049,Female,85 years and over,65,65
60164,P012003,Male,Under 5 years,753,753
60164,P012004,Male,5 to 9 years,734,734
60164,P012005,Male,10 to 14 years,891,891
60164,P012006,Male,15 to 17 years,581,581
60164,P012007,Male,18 and 19 years,378,378
60164,P012008,Male,20 years,166,166
60164,P012009,Male,21 years,154,154
60164,P012010,Male,22 to 24 years,477,477
60164,P012011,Male,25 to 29 years,737,737
60164,P012012,Male,30 to 34 years,681,681
60164,P012013,Male,35 to 39 years,763,763
60164,P012014,Male,40 to 44 years,736,736
60164,P012015,Male,45 to 49 years,826,826
60164,P012016,Male,50 to 54 years,829,829
60164,P012017,Male,55 to 59 years,651,651
60164,P012018,Male,60 and 61 years,194,194
60164,P012019,Male,62 to 64 years,302,302
60164,P012020,Male,65 and 66 years,161,161
60164,P012021,Male,67 to 69 years,197,197
60164,P012022,Male,70 to 74 years,235,235
60164,P012023,Male,75 to 79 years,183,183
60164,P012024,Male,80 to 84 years,147,147
60164,P012025,Male,85 years and over,170,170
60164,P012027,Female,Under 5 years,691,691
60164,P012028,Female,5 to 9 years,731,731
60164,P012029,Female,10 to 14 years,798,798
60164,P012030,Female,15 to 17 years,567,567
60164,P012031,Female,18 and 19 years,314,314
60164,P012032,Female,20 years,157,157
60164,P012033,Female,21 years,151,151
60164,P012034,Female,22 to 24 years,480,480
60164,P012035,Female,25 to 29 years,686,686
60164,P012036,Female,30 to 34 years,672,672
60164,P012037,Female,35 to 39 years,717,717
60164,P012038,Female,40 to 44 years,719,719
60164,P012039,Female,45 to 49 years,833,833
60164,P012040,Female,50 to 54 years,804,804
60164,P012041,Female,55 to 59 years,631,631
60164,P012042,Female,60 and 61 years,209,209
60164,P012043,Female,62 to 64 years,271,271
60164,P012044,Female,65 and 66 years,184,184
60164,P012045,Female,67 to 69 years,200,200
60164,P012046,Female,70 to 74 years,320,320
60164,P012047,Female,75 to 79 years,269,269
60164,P012048,Female,80 to 84 years,260,260
60164,P012049,Female,85 years and over,438,438
60165,P012003,Male,Under 5 years,256,256
60165,P012004,Male,5 to 9 years,244,244
60165,P012005,Male,10 to 14 years,246,246
60165,P012006,Male,15 to 17 years,115,115
60165,P012007,Male,18 and 19 years,84,84
60165,P012008,Male,20 years,35,35
60165,P012009,Male,21 years,41,41
60165,P012010,Male,22 to 24 years,142,142
60165,P012011,Male,25 to 29 years,222,222
60165,P012012,Male,30 to 34 years,223,223
60165,P012013,Male,35 to 39 years,196,196
60165,P012014,Male,40 to 44 years,171,171
60165,P012015,Male,45 to 49 years,157,157
60165,P012016,Male,50 to 54 years,126,126
60165,P012017,Male,55 to 59 years,85,85
60165,P012018,Male,60 and 61 years,46,46
60165,P012019,Male,62 to 64 years,49,49
60165,P012020,Male,65 and 66 years,14,14
60165,P012021,Male,67 to 69 years,30,30
60165,P012022,Male,70 to 74 years,35,35
60165,P012023,Male,75 to 79 years,33,33
60165,P012024,Male,80 to 84 years,11,11
60165,P012025,Male,85 years and over,10,10
60165,P012027,Female,Under 5 years,256,256
60165,P012028,Female,5 to 9 years,261,261
60165,P012029,Female,10 to 14 years,195,195
60165,P012030,Female,15 to 17 years,119,119
60165,P012031,Female,18 and 19 years,61,61
60165,P012032,Female,20 years,29,29
60165,P012033,Female,21 years,33,33
60165,P012034,Female,22 to 24 years,111,111
60165,P012035,Female,25 to 29 years,202,202
60165,P012036,Female,30 to 34 years,201,201
60165,P012037,Female,35 to 39 years,184,184
60165,P012038,Female,40 to 44 years,143,143
60165,P012039,Female,45 to 49 years,146,146
60165,P012040,Female,50 to 54 years,106,106
60165,P012041,Female,55 to 59 years,95,95
60165,P012042,Female,60 and 61 years,31,31
60165,P012043,Female,62 to 64 years,43,43
60165,P012044,Female,65 and 66 years,19,19
60165,P012045,Female,67 to 69 years,34,34
60165,P012046,Female,70 to 74 years,33,33
60165,P012047,Female,75 to 79 years,29,29
60165,P012048,Female,80 to 84 years,18,18
60165,P012049,Female,85 years and over,26,26
60169,P012003,Male,Under 5 years,1084,1084
60169,P012004,Male,5 to 9 years,1151,1151
60169,P012005,Male,10 to 14 years,1160,1160
60169,P012006,Male,15 to 17 years,770,770
60169,P012007,Male,18 and 19 years,446,446
60169,P012008,Male,20 years,206,206
60169,P012009,Male,21 years,193,193
60169,P012010,Male,22 to 24 years,777,777
60169,P012011,Male,25 to 29 years,1493,1493
60169,P012012,Male,30 to 34 years,1320,1320
60169,P012013,Male,35 to 39 years,1223,1223
60169,P012014,Male,40 to 44 years,1170,1170
60169,P012015,Male,45 to 49 years,1199,1199
60169,P012016,Male,50 to 54 years,1247,1247
60169,P012017,Male,55 to 59 years,1030,1030
60169,P012018,Male,60 and 61 years,353,353
60169,P012019,Male,62 to 64 years,438,438
60169,P012020,Male,65 and 66 years,232,232
60169,P012021,Male,67 to 69 years,280,280
60169,P012022,Male,70 to 74 years,312,312
60169,P012023,Male,75 to 79 years,238,238
60169,P012024,Male,80 to 84 years,185,185
60169,P012025,Male,85 years and over,175,175
60169,P012027,Female,Under 5 years,1149,1149
60169,P012028,Female,5 to 9 years,1069,1069
60169,P012029,Female,10 to 14 years,1120,1120
60169,P012030,Female,15 to 17 years,695,695
60169,P012031,Female,18 and 19 years,393,393
60169,P012032,Female,20 years,198,198
60169,P012033,Female,21 years,195,195
60169,P012034,Female,22 to 24 years,698,698
60169,P012035,Female,25 to 29 years,1350,1350
60169,P012036,Female,30 to 34 years,1254,1254
60169,P012037,Female,35 to 39 years,1243,1243
60169,P012038,Female,40 to 44 years,1157,1157
60169,P012039,Female,45 to 49 years,1345,1345
60169,P012040,Female,50 to 54 years,1327,1327
60169,P012041,Female,55 to 59 years,1102,1102
60169,P012042,Female,60 and 61 years,378,378
60169,P012043,Female,62 to 64 years,501,501
60169,P012044,Female,65 and 66 years,273,273
60169,P012045,Female,67 to 69 years,317,317
60169,P012046,Female,70 to 74 years,397,397
60169,P012047,Female,75 to 79 years,321,321
60169,P012048,Female,80 to 84 years,273,273
60169,P012049,Female,85 years and over,410,410
60171,P012003,Male,Under 5 years,293,293
60171,P012004,Male,5 to 9 years,267,267
60171,P012005,Male,10 to 14 years,297,297
60171,P012006,Male,15 to 17 years,188,188
60171,P012007,Male,18 and 19 years,154,154
60171,P012008,Male,20 years,73,73
60171,P012009,Male,21 years,60,60
60171,P012010,Male,22 to 24 years,236,236
60171,P012011,Male,25 to 29 years,432,432
60171,P012012,Male,30 to 34 years,422,422
60171,P012013,Male,35 to 39 years,360,360
60171,P012014,Male,40 to 44 years,366,366
60171,P012015,Male,45 to 49 years,355,355
60171,P012016,Male,50 to 54 years,394,394
60171,P012017,Male,55 to 59 years,339,339
60171,P012018,Male,60 and 61 years,133,133
60171,P012019,Male,62 to 64 years,161,161
60171,P012020,Male,65 and 66 years,68,68
60171,P012021,Male,67 to 69 years,107,107
60171,P012022,Male,70 to 74 years,108,108
60171,P012023,Male,75 to 79 years,76,76
60171,P012024,Male,80 to 84 years,57,57
60171,P012025,Male,85 years and over,67,67
60171,P012027,Female,Under 5 years,304,304
60171,P012028,Female,5 to 9 years,261,261
60171,P012029,Female,10 to 14 years,258,258
60171,P012030,Female,15 to 17 years,149,149
60171,P012031,Female,18 and 19 years,112,112
60171,P012032,Female,20 years,56,56
60171,P012033,Female,21 years,56,56
60171,P012034,Female,22 to 24 years,246,246
60171,P012035,Female,25 to 29 years,466,466
60171,P012036,Female,30 to 34 years,355,355
60171,P012037,Female,35 to 39 years,319,319
60171,P012038,Female,40 to 44 years,335,335
60171,P012039,Female,45 to 49 years,400,400
60171,P012040,Female,50 to 54 years,419,419
60171,P012041,Female,55 to 59 years,423,423
60171,P012042,Female,60 and 61 years,137,137
60171,P012043,Female,62 to 64 years,165,165
60171,P012044,Female,65 and 66 years,74,74
60171,P012045,Female,67 to 69 years,116,116
60171,P012046,Female,70 to 74 years,168,168
60171,P012047,Female,75 to 79 years,130,130
60171,P012048,Female,80 to 84 years,128,128
60171,P012049,Female,85 years and over,156,156
60172,P012003,Male,Under 5 years,685,102
60172,P012004,Male,5 to 9 years,745,142
60172,P012005,Male,10 to 14 years,884,143
60172,P012006,Male,15 to 17 years,579,80
60172,P012007,Male,18 and 19 years,304,56
60172,P012008,Male,20 years,148,29
60172,P012009,Male,21 years,138,23
60172,P012010,Male,22 to 24 years,420,73
60172,P012011,Male,25 to 29 years,769,103
60172,P012012,Male,30 to 34 years,810,125
60172,P012013,Male,35 to 39 years,809,127
60172,P012014,Male,40 to 44 years,865,149
60172,P012015,Male,45 to 49 years,987,168
60172,P012016,Male,50 to 54 years,1060,163
60172,P012017,Male,55 to 59 years,932,135
60172,P012018,Male,60 and 61 years,297,41
60172,P012019,Male,62 to 64 years,414,69
60172,P012020,Male,65 and 66 years,215,28
60172,P012021,Male,67 to 69 years,204,37
60172,P012022,Male,70 to 74 years,258,40
60172,P012023,Male,75 to 79 years,184,23
60172,P012024,Male,80 to 84 years,133,24
60172,P012025,Male,85 years and over,98,10
60172,P012027,Female,Under 5 years,648,106
60172,P012028,Female,5 to 9 years,780,129
60172,P012029,Female,10 to 14 years,839,142
60172,P012030,Female,15 to 17 years,538,81
60172,P012031,Female,18 and 19 years,286,37
60172,P012032,Female,20 years,127,22
60172,P012033,Female,21 years,117,28
60172,P012034,Female,22 to 24 years,416,74
60172,P012035,Female,25 to 29 years,764,121
60172,P012036,Female,30 to 34 years,796,134
60172,P012037,Female,35 to 39 years,844,136
60172,P012038,Female,40 to 44 years,931,166
60172,P012039,Female,45 to 49 years,1139,195
60172,P012040,Female,50 to 54 years,1067,174
60172,P012041,Female,55 to 59 years,1047,157
60172,P012042,Female,60 and 61 years,357,68
60172,P012043,Female,62 to 64 years,449,78
60172,P012044,Female,65 and 66 years,206,48
60172,P012045,Female,67 to 69 years,258,46
60172,P012046,Female,70 to 74 years,332,67
60172,P012047,Female,75 to 79 years,253,39
60172,P012048,Female,80 to 84 years,196,36
60172,P012049,Female,85 years and over,209,32
60173,P012003,Male,Under 5 years,395,395
60173,P012004,Male,5 to 9 years,270,270
60173,P012005,Male,10 to 14 years,280,280
60173,P012006,Male,15 to 17 years,182,182
60173,P012007,Male,18 and 19 years,109,109
