zcta,variable,sex,age,total_pop,pop_in_cook
60457,P012030,Female,15 to 17 years,281,281
60457,P012031,Female,18 and 19 years,193,193
60457,P012032,Female,20 years,79,79
60457,P012033,Female,21 years,100,100
60457,P012034,Female,22 to 24 years,310,310
60457,P012035,Female,25 to 29 years,484,484
60457,P012036,Female,30 to 34 years,423,423
60457,P012037,Female,35 to 39 years,390,390
60457,P012038,Female,40 to 44 years,481,481
60457,P012039,Female,45 to 49 years,511,511
60457,P012040,Female,50 to 54 years,567,567
60457,P012041,Female,55 to 59 years,513,513
60457,P012042,Female,60 and 61 years,171,171
60457,P012043,Female,62 to 64 years,255,255
60457,P012044,Female,65 and 66 years,138,138
60457,P012045,Female,67 to 69 years,180,180
60457,P012046,Female,70 to 74 years,263,263
60457,P012047,Female,75 to 79 years,174,174
60457,P012048,Female,80 to 84 years,169,169
60457,P012049,Female,85 years and over,122,122
60458,P012003,Male,Under 5 years,580,580
60458,P012004,Male,5 to 9 years,527,527
60458,P012005,Male,10 to 14 years,490,490
60458,P012006,Male,15 to 17 years,304,304
60458,P012007,Male,18 and 19 years,205,205
60458,P012008,Male,20 years,93,93
60458,P012009,Male,21 years,107,107
60458,P012010,Male,22 to 24 years,303,303
60458,P012011,Male,25 to 29 years,559,559
60458,P012012,Male,30 to 34 years,601,601
60458,P012013,Male,35 to 39 years,482,482
60458,P012014,Male,40 to 44 years,404,404
60458,P012015,Male,45 to 49 years,434,434
60458,P012016,Male,50 to 54 years,536,536
60458,P012017,Male,55 to 59 years,444,444
60458,P012018,Male,60 and 61 years,150,150
60458,P012019,Male,62 to 64 years,196,196
60458,P012020,Male,65 and 66 years,75,75
60458,P012021,Male,67 to 69 years,105,105
60458,P012022,Male,70 to 74 years,116,116
60458,P012023,Male,75 to 79 years,79,79
60458,P012024,Male,80 to 84 years,67,67
60458,P012025,Male,85 years and over,43,43
60458,P012027,Female,Under 5 years,565,565
60458,P012028,Female,5 to 9 years,552,552
60458,P012029,Female,10 to 14 years,501,501
60458,P012030,Female,15 to 17 years,292,292
60458,P012031,Female,18 and 19 years,186,186
60458,P012032,Female,20 years,119,119
60458,P012033,Female,21 years,98,98
60458,P012034,Female,22 to 24 years,332,332
60458,P012035,Female,25 to 29 years,714,714
60458,P012036,Female,30 to 34 years,605,605
60458,P012037,Female,35 to 39 years,519,519
60458,P012038,Female,40 to 44 years,434,434
60458,P012039,Female,45 to 49 years,511,511
60458,P012040,Female,50 to 54 years,589,589
60458,P012041,Female,55 to 59 years,437,437
60458,P012042,Female,60 and 61 years,193,193
60458,P012043,Female,62 to 64 years,210,210
60458,P012044,Female,65 and 66 years,103,103
60458,P012045,Female,67 to 69 years,110,110
60458,P012046,Female,70 to 74 years,141,141
60458,P012047,Female,75 to 79 years,139,139
60458,P012048,Female,80 to 84 years,114,114
60458,P012049,Female,85 years and over,64,64
60459,P012003,Male,Under 5 years,912,912
60459,P012004,Male,5 to 9 years,974,974
60459,P012005,Male,10 to 14 years,1032,1032
60459,P012006,Male,15 to 17 years,708,708
60459,P012007,Male,18 and 19 years,482,482
60459,P012008,Male,20 years,235,235
60459,P012009,Male,21 years,218,218
60459,P012010,Male,22 to 24 years,628,628
60459,P012011,Male,25 to 29 years,986,986
60459,P012012,Male,30 to 34 years,894,894
60459,P012013,Male,35 to 39 years,897,897
60459,P012014,Male,40 to 44 years,913,913
60459,P012015,Male,45 to 49 years,1061,1061
60459,P012016,Male,50 to 54 years,1149,1149
60459,P012017,Male,55 to 59 years,894,894
60459,P012018,Male,60 and 61 years,318,318
60459,P012019,Male,62 to 64 years,406,406
60459,P012020,Male,65 and 66 years,204,204
60459,P012021,Male,67 to 69 years,286,286
60459,P012022,Male,70 to 74 years,405,405
60459,P012023,Male,75 to 79 years,347,347
60459,P012024,Male,80 to 84 years,221,221
60459,P012025,Male,85 years and over,162,162
60459,P012027,Female,Under 5 years,888,888
60459,P012028,Female,5 to 9 years,910,910
60459,P012029,Female,10 to 14 years,988,988
60459,P012030,Female,15 to 17 years,671,671
60459,P012031,Female,18 and 19 years,405,405
60459,P012032,Female,20 years,228,228
60459,P012033,Female,21 years,226,226
60459,P012034,Female,22 to 24 years,625,625
60459,P012035,Female,25 to 29 years,987,987
60459,P012036,Female,30 to 34 years,846,846
60459,P012037,Female,35 to 39 years,844,844
60459,P012038,Female,40 to 44 years,951,951
60459,P012039,Female,45 to 49 years,1026,1026
60459,P012040,Female,50 to 54 years,1100,1100
60459,P012041,Female,55 to 59 years,920,920
60459,P012042,Female,60 and 61 years,335,335
60459,P012043,Female,62 to 64 years,426,426
60459,P012044,Female,65 and 66 years,222,222
60459,P012045,Female,67 to 69 years,361,361
60459,P012046,Female,70 to 74 years,544,544
60459,P012047,Female,75 to 79 years,426,426
60459,P012048,Female,80 to 84 years,337,337
60459,P012049,Female,85 years and over,331,331
60461,P012003,Male,Under 5 years,80,80
60461,P012004,Male,5 to 9 years,104,104
60461,P012005,Male,10 to 14 years,162,162
60461,P012006,Male,15 to 17 years,108,108
60461,P012007,Male,18 and 19 years,54,54
60461,P012008,Male,20 years,27,27
60461,P012009,Male,21 years,22,22
60461,P012010,Male,22 to 24 years,57,57
60461,P012011,Male,25 to 29 years,82,82
60461,P012012,Male,30 to 34 years,79,79
60461,P012013,Male,35 to 39 years,104,104
60461,P012014,Male,40 to 44 years,117,117
60461,P012015,Male,45 to 49 years,165,165
60461,P012016,Male,50 to 54 years,170,170
60461,P012017,Male,55 to 59 years,189,189
60461,P012018,Male,60 and 61 years,81,81
60461,P012019,Male,62 to 64 years,117,117
60461,P012020,Male,65 and 66 years,63,63
60461,P012021,Male,67 to 69 years,111,111
60461,P012022,Male,70 to 74 years,113,113
60461,P012023,Male,75 to 79 years,87,87
60461,P012024,Male,80 to 84 years,92,92
60461,P012025,Male,85 years and over,70,70
60461,P012027,Female,Under 5 years,90,90
60461,P012028,Female,5 to 9 years,130,130
60461,P012029,Female,10 to 14 years,163,163
60461,P012030,Female,15 to 17 years,100,100
60461,P012031,Female,18 and 19 years,58,58
60461,P012032,Female,20 years,30,30
60461,P012033,Female,21 years,31,31
60461,P012034,Female,22 to 24 years,50,50
60461,P012035,Female,25 to 29 years,82,82
60461,P012036,Female,30 to 34 years,76,76
60461,P012037,Female,35 to 39 years,104,104
60461,P012038,Female,40 to 44 years,158,158
60461,P012039,Female,45 to 49 years,190,190
60461,P012040,Female,50 to 54 years,208,208
60461,P012041,Female,55 to 59 years,219,219
60461,P012042,Female,60 and 61 years,94,94
60461,P012043,Female,62 to 64 years,145,145
60461,P012044,Female,65 and 66 years,69,69
60461,P012045,Female,67 to 69 years,106,106
60461,P012046,Female,70 to 74 years,111,111
60461,P012047,Female,75 to 79 years,104,104
60461,P012048,Female,80 to 84 years,104,104
60461,P012049,Female,85 years and over,160,160
60462,P012003,Male,Under 5 years,925,925
60462,P012004,Male,5 to 9 years,1008,1008
60462,P012005,Male,10 to 14 years,1239,1239
60462,P012006,Male,15 to 17 years,845,845
60462,P012007,Male,18 and 19 years,478,478
60462,P012008,Male,20 years,210,210
60462,P012009,Male,21 years,200,200
60462,P012010,Male,22 to 24 years,696,696
60462,P012011,Male,25 to 29 years,1198,1198
60462,P012012,Male,30 to 34 years,931,931
60462,P012013,Male,35 to 39 years,950,950
60462,P012014,Male,40 to 44 years,1037,1037
60462,P012015,Male,45 to 49 years,1347,1347
60462,P012016,Male,50 to 54 years,1515,1515
60462,P012017,Male,55 to 59 years,1481,1481
60462,P012018,Male,60 and 61 years,590,590
60462,P012019,Male,62 to 64 years,825,825
60462,P012020,Male,65 and 66 years,409,409
60462,P012021,Male,67 to 69 years,607,607
60462,P012022,Male,70 to 74 years,657,657
60462,P012023,Male,75 to 79 years,553,553
60462,P012024,Male,80 to 84 years,449,449
60462,P012025,Male,85 years and over,351,351
60462,P012027,Female,Under 5 years,922,922
60462,P012028,Female,5 to 9 years,985,985
60462,P012029,Female,10 to 14 years,1142,1142
60462,P012030,Female,15 to 17 years,813,813
60462,P012031,Female,18 and 19 years,433,433
60462,P012032,Female,20 years,186,186
60462,P012033,Female,21 years,168,168
60462,P012034,Female,22 to 24 years,638,638
60462,P012035,Female,25 to 29 years,1098,1098
60462,P012036,Female,30 to 34 years,955,955
60462,P012037,Female,35 to 39 years,1009,1009
60462,P012038,Female,40 to 44 years,1201,1201
60462,P012039,Female,45 to 49 years,1501,1501
60462,P012040,Female,50 to 54 years,1764,1764
60462,P012041,Female,55 to 59 years,1736,1736
60462,P012042,Female,60 and 61 years,594,594
60462,P012043,Female,62 to 64 years,875,875
60462,P012044,Female,65 and 66 years,498,498
60462,P012045,Female,67 to 69 years,671,671
60462,P012046,Female,70 to 74 years,876,876
60462,P012047,Female,75 to 79 years,767,767
60462,P012048,Female,80 to 84 years,661,661
60462,P012049,Female,85 years and over,729,729
60463,P012003,Male,Under 5 years,285,285
60463,P012004,Male,5 to 9 years,337,337
60463,P012005,Male,10 to 14 years,381,381
60463,P012006,Male,15 to 17 years,291,291
60463,P012007,Male,18 and 19 years,221,221
60463,P012008,Male,20 years,117,117
60463,P012009,Male,21 years,80,80
60463,P012010,Male,22 to 24 years,227,227
60463,P012011,Male,25 to 29 years,263,263
60463,P012012,Male,30 to 34 years,236,236
60463,P012013,Male,35 to 39 years,266,266
60463,P012014,Male,40 to 44 years,338,338
60463,P012015,Male,45 to 49 years,461,461
60463,P012016,Male,50 to 54 years,556,556
60463,P012017,Male,55 to 59 years,534,534
60463,P012018,Male,60 and 61 years,224,224
60463,P012019,Male,62 to 64 years,307,307
60463,P012020,Male,65 and 66 years,159,159
60463,P012021,Male,67 to 69 years,261,261
60463,P012022,Male,70 to 74 years,365,365
60463,P012023,Male,75 to 79 years,355,355
60463,P012024,Male,80 to 84 years,295,295
60463,P012025,Male,85 years and over,225,225
60463,P012027,Female,Under 5 years,260,260
60463,P012028,Female,5 to 9 years,360,360
60463,P012029,Female,10 to 14 years,360,360
60463,P012030,Female,15 to 17 years,271,271
60463,P012031,Female,18 and 19 years,256,256
60463,P012032,Female,20 years,154,154
60463,P012033,Female,21 years,108,108
60463,P012034,Female,22 to 24 years,199,199
60463,P012035,Female,25 to 29 years,233,233
60463,P012036,Female,30 to 34 years,271,271
60463,P012037,Female,35 to 39 years,271,271
60463,P012038,Female,40 to 44 years,375,375
60463,P012039,Female,45 to 49 years,530,530
60463,P012040,Female,50 to 54 years,637,637
60463,P012041,Female,55 to 59 years,606,606
60463,P012042,Female,60 and 61 years,244,244
60463,P012043,Female,62 to 64 years,351,351
60463,P012044,Female,65 and 66 years,211,211
60463,P012045,Female,67 to 69 years,305,305
60463,P012046,Female,70 to 74 years,437,437
60463,P012047,Female,75 to 79 years,496,496
60463,P012048,Female,80 to 84 years,472,472
60463,P012049,Female,85 years and over,480,480
60464,P012003,Male,Under 5 years,175,175
60464,P012004,Male,5 to 9 years,226,226
60464,P012005,Male,10 to 14 years,248,248
60464,P012006,Male,15 to 17 years,229,229
60464,P012007,Male,18 and 19 years,106,106
60464,P012008,Male,20 years,46,46
60464,P012009,Male,21 years,45,45
60464,P012010,Male,22 to 24 years,156,156
60464,P012011,Male,25 to 29 years,179,179
60464,P012012,Male,30 to 34 years,117,117
60464,P012013,Male,35 to 39 years,185,185
60464,P012014,Male,40 to 44 years,215,215
60464,P012015,Male,45 to 49 years,285,285
60464,P012016,Male,50 to 54 years,430,430
60464,P012017,Male,55 to 59 years,475,475
60464,P012018,Male,60 and 61 years,168,168
60464,P012019,Male,62 to 64 years,253,253
60464,P012020,Male,65 and 66 years,132,132
60464,P012021,Male,67 to 69 years,189,189
60464,P012022,Male,70 to 74 years,209,209
60464,P012023,Male,75 to 79 years,165,165
60464,P012024,Male,80 to 84 years,119,119
60464,P012025,Male,85 years and over,145,145
60464,P012027,Female,Under 5 years,193,193
60464,P012028,Female,5 to 9 years,219,219
60464,P012029,Female,10 to 14 years,269,269
60464,P012030,Female,15 to 17 years,199,199
60464,P012031,Female,18 and 19 years,95,95
60464,P012032,Female,20 years,40,40
60464,P012033,Female,21 years,54,54
60464,P012034,Female,22 to 24 years,156,156
60464,P012035,Female,25 to 29 years,141,141
60464,P012036,Female,30 to 34 years,143,143
60464,P012037,Female,35 to 39 years,190,190
60464,P012038,Female,40 to 44 years,251,251
60464,P012039,Female,45 to 49 years,378,378
60464,P012040,Female,50 to 54 years,471,471
60464,P012041,Female,55 to 59 years,534,534
60464,P012042,Female,60 and 61 years,155,155
60464,P012043,Female,62 to 64 years,219,219
60464,P012044,Female,65 and 66 years,140,140
60464,P012045,Female,67 to 69 years,188,188
60464,P012046,Female,70 to 74 years,223,223
60464,P012047,Female,75 to 79 years,227,227
60464,P012048,Female,80 to 84 years,228,228
60464,P012049,Female,85 years and over,410,410
60465,P012003,Male,Under 5 years,448,448
60465,P012004,Male,5 to 9 years,397,397
60465,P012005,Male,10 to 14 years,488,488
60465,P012006,Male,15 to 17 years,351,351
60465,P012007,Male,18 and 19 years,190,190
60465,P012008,Male,20 years,112,112
60465,P012009,Male,21 years,111,111
60465,P012010,Male,22 to 24 years,319,319
60465,P012011,Male,25 to 29 years,594,594
60465,P012012,Male,30 to 34 years,581,581
60465,P012013,Male,35 to 39 years,492,492
60465,P012014,Male,40 to 44 years,505,505
60465,P012015,Male,45 to 49 years,557,557
60465,P012016,Male,50 to 54 years,634,634
60465,P012017,Male,55 to 59 years,642,642
60465,P012018,Male,60 and 61 years,244,244
60465,P012019,Male,62 to 64 years,339,339
60465,P012020,Male,65 and 66 years,176,176
60465,P012021,Male,67 to 69 years,246,246
60465,P012022,Male,70 to 74 years,300,300
60465,P012023,Male,75 to 79 years,220,220
60465,P012024,Male,80 to 84 years,172,172
60465,P012025,Male,85 years and over,135,135
60465,P012027,Female,Under 5 years,457,457
60465,P012028,Female,5 to 9 years,405,405
60465,P012029,Female,10 to 14 years,455,455
60465,P012030,Female,15 to 17 years,333,333
60465,P012031,Female,18 and 19 years,197,197
60465,P012032,Female,20 years,94,94
60465,P012033,Female,21 years,102,102
60465,P012034,Female,22 to 24 years,333,333
60465,P012035,Female,25 to 29 years,660,660
60465,P012036,Female,30 to 34 years,569,569
60465,P012037,Female,35 to 39 years,519,519
60465,P012038,Female,40 to 44 years,561,561
60465,P012039,Female,45 to 49 years,642,642
60465,P012040,Female,50 to 54 years,711,711
60465,P012041,Female,55 to 59 years,719,719
60465,P012042,Female,60 and 61 years,270,270
60465,P012043,Female,62 to 64 years,394,394
60465,P012044,Female,65 and 66 years,214,214
60465,P012045,Female,67 to 69 years,293,293
60465,P012046,Female,70 to 74 years,396,396
60465,P012047,Female,75 to 79 years,335,335
60465,P012048,Female,80 to 84 years,288,288
60465,P012049,Female,85 years and over,295,295
60466,P012003,Male,Under 5 years,704,567
60466,P012004,Male,5 to 9 years,727,610
60466,P012005,Male,10 to 14 years,829,677
60466,P012006,Male,15 to 17 years,589,486
60466,P012007,Male,18 and 19 years,308,265
60466,P012008,Male,20 years,118,103
60466,P012009,Male,21 years,110,92
60466,P012010,Male,22 to 24 years,361,304
60466,P012011,Male,25 to 29 years,648,533
60466,P012012,Male,30 to 34 years,653,538
60466,P012013,Male,35 to 39 years,708,608
60466,P012014,Male,40 to 44 years,666,566
60466,P012015,Male,45 to 49 years,660,547
60466,P012016,Male,50 to 54 years,702,596
60466,P012017,Male,55 to 59 years,654,551
60466,P012018,Male,60 and 61 years,220,181
60466,P012019,Male,62 to 64 years,274,235
60466,P012020,Male,65 and 66 years,140,125
60466,P012021,Male,67 to 69 years,202,176
60466,P012022,Male,70 to 74 years,250,216
60466,P012023,Male,75 to 79 years,156,144
60466,P012024,Male,80 to 84 years,129,115
60466,P012025,Male,85 years and over,119,114
60466,P012027,Female,Under 5 years,693,567
60466,P012028,Female,5 to 9 years,814,657
60466,P012029,Female,10 to 14 years,805,680
60466,P012030,Female,15 to 17 years,544,453
60466,P012031,Female,18 and 19 years,287,246
60466,P012032,Female,20 years,126,98
60466,P012033,Female,21 years,127,96
60466,P012034,Female,22 to 24 years,338,283
60466,P012035,Female,25 to 29 years,677,537
60466,P012036,Female,30 to 34 years,836,672
60466,P012037,Female,35 to 39 years,869,732
60466,P012038,Female,40 to 44 years,765,644
60466,P012039,Female,45 to 49 years,815,676
60466,P012040,Female,50 to 54 years,1002,864
60466,P012041,Female,55 to 59 years,889,767
60466,P012042,Female,60 and 61 years,328,268
60466,P012043,Female,62 to 64 years,443,385
60466,P012044,Female,65 and 66 years,230,202
60466,P012045,Female,67 to 69 years,315,286
60466,P012046,Female,70 to 74 years,410,368
60466,P012047,Female,75 to 79 years,323,290
60466,P012048,Female,80 to 84 years,288,263
60466,P012049,Female,85 years and over,264,247
60467,P012003,Male,Under 5 years,558,499
60467,P012004,Male,5 to 9 years,847,790
60467,P012005,Male,10 to 14 years,1086,999
60467,P012006,Male,15 to 17 years,743,693
60467,P012007,Male,18 and 19 years,355,325
60467,P012008,Male,20 years,143,123
60467,P012009,Male,21 years,113,107
60467,P012010,Male,22 to 24 years,387,348
60467,P012011,Male,25 to 29 years,495,442
60467,P012012,Male,30 to 34 years,370,324
60467,P012013,Male,35 to 39 years,541,488
60467,P012014,Male,40 to 44 years,825,762
60467,P012015,Male,45 to 49 years,1121,1040
60467,P012016,Male,50 to 54 years,1154,1068
60467,P012017,Male,55 to 59 years,992,896
60467,P012018,Male,60 and 61 years,353,306
60467,P012019,Male,62 to 64 years,488,428
60467,P012020,Male,65 and 66 years,253,222
60467,P012021,Male,67 to 69 years,315,273
60467,P012022,Male,70 to 74 years,428,387
60467,P012023,Male,75 to 79 years,376,358
60467,P012024,Male,80 to 84 years,309,283
60467,P012025,Male,85 years and over,235,190
60467,P012027,Female,Under 5 years,522,474
60467,P012028,Female,5 to 9 years,792,729
60467,P012029,Female,10 to 14 years,1030,968
60467,P012030,Female,15 to 17 years,679,631
60467,P012031,Female,18 and 19 years,296,275
60467,P012032,Female,20 years,115,96
60467,P012033,Female,21 years,102,96
60467,P012034,Female,22 to 24 years,402,368
60467,P012035,Female,25 to 29 years,467,427
60467,P012036,Female,30 to 34 years,459,404
60467,P012037,Female,35 to 39 years,644,592
60467,P012038,Female,40 to 44 years,961,889
60467,P012039,Female,45 to 49 years,1220,1136
60467,P012040,Female,50 to 54 years,1240,1145
60467,P012041,Female,55 to 59 years,1077,963
60467,P012042,Female,60 and 61 years,392,348
60467,P012043,Female,62 to 64 years,498,441
60467,P012044,Female,65 and 66 years,251,223
60467,P012045,Female,67 to 69 years,419,381
60467,P012046,Female,70 to 74 years,520,488
60467,P012047,Female,75 to 79 years,542,514
60467,P012048,Female,80 to 84 years,460,421
60467,P012049,Female,85 years and over,471,373
60469,P012003,Male,Under 5 years,246,246
60469,P012004,Male,5 to 9 years,305,305
60469,P012005,Male,10 to 14 years,259,259
60469,P012006,Male,15 to 17 years,166,166
60469,P012007,Male,18 and 19 years,107,107
60469,P012008,Male,20 years,46,46
60469,P012009,Male,21 years,51,51
60469,P012010,Male,22 to 24 years,129,129
60469,P012011,Male,25 to 29 years,217,217
60469,P012012,Male,30 to 34 years,210,210
60469,P012013,Male,35 to 39 years,249,249
60469,P012014,Male,40 to 44 years,212,212
60469,P012015,Male,45 to 49 years,190,190
60469,P012016,Male,50 to 54 years,178,178
60469,P012017,Male,55 to 59 years,145,145
60469,P012018,Male,60 and 61 years,49,49
60469,P012019,Male,62 to 64 years,64,64
60469,P012020,Male,65 and 66 years,23,23
60469,P012021,Male,67 to 69 years,39,39
60469,P012022,Male,70 to 74 years,34,34
60469,P012023,Male,75 to 79 years,36,36
60469,P012024,Male,80 to 84 years,24,24
60469,P012025,Male,85 years and over,20,20
60469,P012027,Female,Under 5 years,248,248
60469,P012028,Female,5 to 9 years,253,253
60469,P012029,Female,10 to 14 years,240,240
60469,P012030,Female,15 to 17 years,152,152
60469,P012031,Female,18 and 19 years,91,91
60469,P012032,Female,20 years,48,48
60469,P012033,Female,21 years,33,33
60469,P012034,Female,22 to 24 years,109,109
60469,P012035,Female,25 to 29 years,191,191
60469,P012036,Female,30 to 34 years,224,224
60469,P012037,Female,35 to 39 years,239,239
60469,P012038,Female,40 to 44 years,225,225
60469,P012039,Female,45 to 49 years,194,194
60469,P012040,Female,50 to 54 years,186,186
60469,P012041,Female,55 to 59 years,155,155
60469,P012042,Female,60 and 61 years,43,43
60469,P012043,Female,62 to 64 years,49,49
60469,P012044,Female,65 and 66 years,35,35
60469,P012045,Female,67 to 69 years,44,44
60469,P012046,Female,70 to 74 years,50,50
60469,P012047,Female,75 to 79 years,43,43
60469,P012048,Female,80 to 84 years,47,47
60469,P012049,Female,85 years and over,32,32
60471,P012003,Male,Under 5 years,442,442
60471,P012004,Male,5 to 9 years,510,510
60471,P012005,Male,10 to 14 years,663,658
60471,P012006,Male,15 to 17 years,451,450
60471,P012007,Male,18 and 19 years,204,202
60471,P012008,Male,20 years,100,98
60471,P012009,Male,21 years,68,67
60471,P012010,Male,22 to 24 years,260,259
60471,P012011,Male,25 to 29 years,388,387
60471,P012012,Male,30 to 34 years,379,378
60471,P012013,Male,35 to 39 years,433,432
60471,P012014,Male,40 to 44 years,450,446
60471,P012015,Male,45 to 49 years,413,411
60471,P012016,Male,50 to 54 years,478,474
60471,P012017,Male,55 to 59 years,370,367
60471,P012018,Male,60 and 61 years,144,144
60471,P012019,Male,62 to 64 years,170,169
60471,P012020,Male,65 and 66 years,93,93
60471,P012021,Male,67 to 69 years,114,113
60471,P012022,Male,70 to 74 years,119,117
60471,P012023,Male,75 to 79 years,72,70
60471,P012024,Male,80 to 84 years,37,37
60471,P012025,Male,85 years and over,32,31
60471,P012027,Female,Under 5 years,430,429
60471,P012028,Female,5 to 9 years,521,519
60471,P012029,Female,10 to 14 years,632,630
60471,P012030,Female,15 to 17 years,404,402
60471,P012031,Female,18 and 19 years,166,164
60471,P012032,Female,20 years,78,77
60471,P012033,Female,21 years,88,88
60471,P012034,Female,22 to 24 years,258,258
60471,P012035,Female,25 to 29 years,451,450
60471,P012036,Female,30 to 34 years,520,518
60471,P012037,Female,35 to 39 years,643,642
60471,P012038,Female,40 to 44 years,633,630
60471,P012039,Female,45 to 49 years,623,620
60471,P012040,Female,50 to 54 years,595,595
60471,P012041,Female,55 to 59 years,515,511
60471,P012042,Female,60 and 61 years,210,209
60471,P012043,Female,62 to 64 years,220,217
60471,P012044,Female,65 and 66 years,126,126
60471,P012045,Female,67 to 69 years,139,137
60471,P012046,Female,70 to 74 years,156,156
60471,P012047,Female,75 to 79 years,119,119
60471,P012048,Female,80 to 84 years,99,99
60471,P012049,Female,85 years and over,85,85
60472,P012003,Male,Under 5 years,189,189
60472,P012004,Male,5 to 9 years,212,212
60472,P012005,Male,10 to 14 years,213,213
60472,P012006,Male,15 to 17 years,155,155
60472,P012007,Male,18 and 19 years,84,84
60472,P012008,Male,20 years,45,45
60472,P012009,Male,21 years,40,40
60472,P012010,Male,22 to 24 years,103,103
60472,P012011,Male,25 to 29 years,138,138
60472,P012012,Male,30 to 34 years,138,138
60472,P012013,Male,35 to 39 years,123,123
60472,P012014,Male,40 to 44 years,148,148
60472,P012015,Male,45 to 49 years,176,176
60472,P012016,Male,50 to 54 years,236,236
60472,P012017,Male,55 to 59 years,168,168
60472,P012018,Male,60 and 61 years,51,51
60472,P012019,Male,62 to 64 years,53,53
60472,P012020,Male,65 and 66 years,44,44
60472,P012021,Male,67 to 69 years,57,57
60472,P012022,Male,70 to 74 years,81,81
60472,P012023,Male,75 to 79 years,65,65
60472,P012024,Male,80 to 84 years,48,48
60472,P012025,Male,85 years and over,45,45
60472,P012027,Female,Under 5 years,191,191
60472,P012028,Female,5 to 9 years,204,204
60472,P012029,Female,10 to 14 years,199,199
60472,P012030,Female,15 to 17 years,151,151
60472,P012031,Female,18 and 19 years,85,85
60472,P012032,Female,20 years,39,39
60472,P012033,Female,21 years,23,23
60472,P012034,Female,22 to 24 years,100,100
60472,P012035,Female,25 to 29 years,169,169
60472,P012036,Female,30 to 34 years,165,165
60472,P012037,Female,35 to 39 years,140,140
60472,P012038,Female,40 to 44 years,149,149
60472,P012039,Female,45 to 49 years,202,202
60472,P012040,Female,50 to 54 years,205,205
60472,P012041,Female,55 to 59 years,160,160
60472,P012042,Female,60 and 61 years,61,61
60472,P012043,Female,62 to 64 years,74,74
60472,P012044,Female,65 and 66 years,41,41
60472,P012045,Female,67 to 69 years,78,78
60472,P012046,Female,70 to 74 years,101,101
60472,P012047,Female,75 to 79 years,95,95
60472,P012048,Female,80 to 84 years,77,77
60472,P012049,Female,85 years and over,69,69
60473,P012003,Male,Under 5 years,532,532
60473,P012004,Male,5 to 9 years,741,741
60473,P012005,Male,10 to 14 years,919,919
60473,P012006,Male,15 to 17 years,607,607
60473,P012007,Male,18 and 19 years,357,357
60473,P012008,Male,20 years,161,161
60473,P012009,Male,21 years,125,125
60473,P012010,Male,22 to 24 years,378,378
60473,P012011,Male,25 to 29 years,460,460
60473,P012012,Male,30 to 34 years,456,456
60473,P012013,Male,35 to 39 years,549,549
60473,P012014,Male,40 to 44 years,703,703
60473,P012015,Male,45 to 49 years,816,816
60473,P012016,Male,50 to 54 years,833,833
60473,P012017,Male,55 to 59 years,688,688
60473,P012018,Male,60 and 61 years,248,248
60473,P012019,Male,62 to 64 years,336,336
60473,P012020,Male,65 and 66 years,204,204
60473,P012021,Male,67 to 69 years,250,250
60473,P012022,Male,70 to 74 years,363,363
60473,P012023,Male,75 to 79 years,277,277
60473,P012024,Male,80 to 84 years,230,230
60473,P012025,Male,85 years and over,225,225
60473,P012027,Female,Under 5 years,549,549
60473,P012028,Female,5 to 9 years,687,687
60473,P012029,Female,10 to 14 years,908,908
60473,P012030,Female,15 to 17 years,591,591
60473,P012031,Female,18 and 19 years,307,307
60473,P012032,Female,20 years,137,137
60473,P012033,Female,21 years,110,110
60473,P012034,Female,22 to 24 years,338,338
60473,P012035,Female,25 to 29 years,478,478
60473,P012036,Female,30 to 34 years,492,492
60473,P012037,Female,35 to 39 years,720,720
60473,P012038,Female,40 to 44 years,893,893
60473,P012039,Female,45 to 49 years,960,960
60473,P012040,Female,50 to 54 years,1030,1030
60473,P012041,Female,55 to 59 years,843,843
60473,P012042,Female,60 and 61 years,316,316
60473,P012043,Female,62 to 64 years,373,373
60473,P012044,Female,65 and 66 years,234,234
60473,P012045,Female,67 to 69 years,356,356
60473,P012046,Female,70 to 74 years,449,449
60473,P012047,Female,75 to 79 years,368,368
60473,P012048,Female,80 to 84 years,323,323
60473,P012049,Female,85 years and over,519,519
60475,P012003,Male,Under 5 years,343,126
60475,P012004,Male,5 to 9 years,316,133
60475,P012005,Male,10 to 14 years,358,150
60475,P012006,Male,15 to 17 years,217,107
60475,P012007,Male,18 and 19 years,121,56
60475,P012008,Male,20 years,53,29
60475,P012009,Male,21 years,51,15
60475,P012010,Male,22 to 24 years,191,76
60475,P012011,Male,25 to 29 years,337,149
60475,P012012,Male,30 to 34 years,323,138
60475,P012013,Male,35 to 39 years,365,167
60475,P012014,Male,40 to 44 years,336,140
60475,P012015,Male,45 to 49 years,376,161
60475,P012016,Male,50 to 54 years,364,170
60475,P012017,Male,55 to 59 years,309,135
60475,P012018,Male,60 and 61 years,111,51
60475,P012019,Male,62 to 64 years,146,81
60475,P012020,Male,65 and 66 years,73,39
60475,P012021,Male,67 to 69 years,102,53
60475,P012022,Male,70 to 74 years,131,70
60475,P012023,Male,75 to 79 years,79,43
60475,P012024,Male,80 to 84 years,59,27
60475,P012025,Male,85 years and over,47,19
60475,P012027,Female,Under 5 years,320,125
60475,P012028,Female,5 to 9 years,339,145
60475,P012029,Female,10 to 14 years,362,147
60475,P012030,Female,15 to 17 years,193,90
60475,P012031,Female,18 and 19 years,138,67
60475,P012032,Female,20 years,56,25
