census_name,clean_name,census_place_code,variable,sex,age,estimate
"Chicago Ridge village, Illinois",Chicago Ridge,14065,P012006,Male,15 to 17 years,275
"Chicago Ridge village, Illinois",Chicago Ridge,14065,P012007,Male,18 and 19 years,185
"Chicago Ridge village, Illinois",Chicago Ridge,14065,P012008,Male,20 years,105
"Chicago Ridge village, Illinois",Chicago Ridge,14065,P012009,Male,21 years,92
"Chicago Ridge village, Illinois",Chicago Ridge,14065,P012010,Male,22 to 24 years,330
"Chicago Ridge village, Illinois",Chicago Ridge,14065,P012011,Male,25 to 29 years,674
"Chicago Ridge village, Illinois",Chicago Ridge,14065,P012012,Male,30 to 34 years,603
"Chicago Ridge village, Illinois",Chicago Ridge,14065,P012013,Male,35 to 39 years,460
"Chicago Ridge village, Illinois",Chicago Ridge,14065,P012014,Male,40 to 44 years,483
"Chicago Ridge village, Illinois",Chicago Ridge,14065,P012015,Male,45 to 49 years,484
"Chicago Ridge village, Illinois",Chicago Ridge,14065,P012016,Male,50 to 54 years,506
"Chicago Ridge village, Illinois",Chicago Ridge,14065,P012017,Male,55 to 59 years,401
"Chicago Ridge village, Illinois",Chicago Ridge,14065,P012018,Male,60 and 61 years,130
"Chicago Ridge village, Illinois",Chicago Ridge,14065,P012019,Male,62 to 64 years,171
"Chicago Ridge village, Illinois",Chicago Ridge,14065,P012020,Male,65 and 66 years,95
"Chicago Ridge village, Illinois",Chicago Ridge,14065,P012021,Male,67 to 69 years,109
"Chicago Ridge village, Illinois",Chicago Ridge,14065,P012022,Male,70 to 74 years,158
"Chicago Ridge village, Illinois",Chicago Ridge,14065,P012023,Male,75 to 79 years,122
"Chicago Ridge village, Illinois",Chicago Ridge,14065,P012024,Male,80 to 84 years,93
"Chicago Ridge village, Illinois",Chicago Ridge,14065,P012025,Male,85 years and over,64
"Chicago Ridge village, Illinois",Chicago Ridge,14065,P012027,Female,Under 5 years,564
"Chicago Ridge village, Illinois",Chicago Ridge,14065,P012028,Female,5 to 9 years,406
"Chicago Ridge village, Illinois",Chicago Ridge,14065,P012029,Female,10 to 14 years,387
"Chicago Ridge village, Illinois",Chicago Ridge,14065,P012030,Female,15 to 17 years,233
"Chicago Ridge village, Illinois",Chicago Ridge,14065,P012031,Female,18 and 19 years,167
"Chicago Ridge village, Illinois",Chicago Ridge,14065,P012032,Female,20 years,90
"Chicago Ridge village, Illinois",Chicago Ridge,14065,P012033,Female,21 years,79
"Chicago Ridge village, Illinois",Chicago Ridge,14065,P012034,Female,22 to 24 years,375
"Chicago Ridge village, Illinois",Chicago Ridge,14065,P012035,Female,25 to 29 years,694
"Chicago Ridge village, Illinois",Chicago Ridge,14065,P012036,Female,30 to 34 years,583
"Chicago Ridge village, Illinois",Chicago Ridge,14065,P012037,Female,35 to 39 years,436
"Chicago Ridge village, Illinois",Chicago Ridge,14065,P012038,Female,40 to 44 years,456
"Chicago Ridge village, Illinois",Chicago Ridge,14065,P012039,Female,45 to 49 years,488
"Chicago Ridge village, Illinois",Chicago Ridge,14065,P012040,Female,50 to 54 years,496
"Chicago Ridge village, Illinois",Chicago Ridge,14065,P012041,Female,55 to 59 years,380
"Chicago Ridge village, Illinois",Chicago Ridge,14065,P012042,Female,60 and 61 years,146
"Chicago Ridge village, Illinois",Chicago Ridge,14065,P012043,Female,62 to 64 years,222
"Chicago Ridge village, Illinois",Chicago Ridge,14065,P012044,Female,65 and 66 years,109
"Chicago Ridge village, Illinois",Chicago Ridge,14065,P012045,Female,67 to 69 years,167
"Chicago Ridge village, Illinois",Chicago Ridge,14065,P012046,Female,70 to 74 years,233
"Chicago Ridge village, Illinois",Chicago Ridge,14065,P012047,Female,75 to 79 years,195
"Chicago Ridge village, Illinois",Chicago Ridge,14065,P012048,Female,80 to 84 years,185
"Chicago Ridge village, Illinois",Chicago Ridge,14065,P012049,Female,85 years and over,205
"Cicero town, Illinois",Cicero,14351,P012003,Male,Under 5 years,4151
"Cicero town, Illinois",Cicero,14351,P012004,Male,5 to 9 years,4027
"Cicero town, Illinois",Cicero,14351,P012005,Male,10 to 14 years,3970
"Cicero town, Illinois",Cicero,14351,P012006,Male,15 to 17 years,2259
"Cicero town, Illinois",Cicero,14351,P012007,Male,18 and 19 years,1528
"Cicero town, Illinois",Cicero,14351,P012008,Male,20 years,726
"Cicero town, Illinois",Cicero,14351,P012009,Male,21 years,687
"Cicero town, Illinois",Cicero,14351,P012010,Male,22 to 24 years,2143
"Cicero town, Illinois",Cicero,14351,P012011,Male,25 to 29 years,3545
"Cicero town, Illinois",Cicero,14351,P012012,Male,30 to 34 years,3576
"Cicero town, Illinois",Cicero,14351,P012013,Male,35 to 39 years,3453
"Cicero town, Illinois",Cicero,14351,P012014,Male,40 to 44 years,2952
"Cicero town, Illinois",Cicero,14351,P012015,Male,45 to 49 years,2480
"Cicero town, Illinois",Cicero,14351,P012016,Male,50 to 54 years,2165
"Cicero town, Illinois",Cicero,14351,P012017,Male,55 to 59 years,1712
"Cicero town, Illinois",Cicero,14351,P012018,Male,60 and 61 years,530
"Cicero town, Illinois",Cicero,14351,P012019,Male,62 to 64 years,718
"Cicero town, Illinois",Cicero,14351,P012020,Male,65 and 66 years,359
"Cicero town, Illinois",Cicero,14351,P012021,Male,67 to 69 years,446
"Cicero town, Illinois",Cicero,14351,P012022,Male,70 to 74 years,480
"Cicero town, Illinois",Cicero,14351,P012023,Male,75 to 79 years,340
"Cicero town, Illinois",Cicero,14351,P012024,Male,80 to 84 years,246
"Cicero town, Illinois",Cicero,14351,P012025,Male,85 years and over,219
"Cicero town, Illinois",Cicero,14351,P012027,Female,Under 5 years,4033
"Cicero town, Illinois",Cicero,14351,P012028,Female,5 to 9 years,4037
"Cicero town, Illinois",Cicero,14351,P012029,Female,10 to 14 years,3779
"Cicero town, Illinois",Cicero,14351,P012030,Female,15 to 17 years,2097
"Cicero town, Illinois",Cicero,14351,P012031,Female,18 and 19 years,1347
"Cicero town, Illinois",Cicero,14351,P012032,Female,20 years,615
"Cicero town, Illinois",Cicero,14351,P012033,Female,21 years,634
"Cicero town, Illinois",Cicero,14351,P012034,Female,22 to 24 years,2053
"Cicero town, Illinois",Cicero,14351,P012035,Female,25 to 29 years,3366
"Cicero town, Illinois",Cicero,14351,P012036,Female,30 to 34 years,3272
"Cicero town, Illinois",Cicero,14351,P012037,Female,35 to 39 years,3117
"Cicero town, Illinois",Cicero,14351,P012038,Female,40 to 44 years,2672
"Cicero town, Illinois",Cicero,14351,P012039,Female,45 to 49 years,2263
"Cicero town, Illinois",Cicero,14351,P012040,Female,50 to 54 years,2064
"Cicero town, Illinois",Cicero,14351,P012041,Female,55 to 59 years,1679
"Cicero town, Illinois",Cicero,14351,P012042,Female,60 and 61 years,531
"Cicero town, Illinois",Cicero,14351,P012043,Female,62 to 64 years,731
"Cicero town, Illinois",Cicero,14351,P012044,Female,65 and 66 years,383
"Cicero town, Illinois",Cicero,14351,P012045,Female,67 to 69 years,475
"Cicero town, Illinois",Cicero,14351,P012046,Female,70 to 74 years,591
"Cicero town, Illinois",Cicero,14351,P012047,Female,75 to 79 years,492
"Cicero town, Illinois",Cicero,14351,P012048,Female,80 to 84 years,433
"Cicero town, Illinois",Cicero,14351,P012049,Female,85 years and over,515
"Country Club Hills city, Illinois",Country Club Hills,16691,P012003,Male,Under 5 years,463
"Country Club Hills city, Illinois",Country Club Hills,16691,P012004,Male,5 to 9 years,609
"Country Club Hills city, Illinois",Country Club Hills,16691,P012005,Male,10 to 14 years,701
"Country Club Hills city, Illinois",Country Club Hills,16691,P012006,Male,15 to 17 years,534
"Country Club Hills city, Illinois",Country Club Hills,16691,P012007,Male,18 and 19 years,267
"Country Club Hills city, Illinois",Country Club Hills,16691,P012008,Male,20 years,115
"Country Club Hills city, Illinois",Country Club Hills,16691,P012009,Male,21 years,98
"Country Club Hills city, Illinois",Country Club Hills,16691,P012010,Male,22 to 24 years,256
"Country Club Hills city, Illinois",Country Club Hills,16691,P012011,Male,25 to 29 years,413
"Country Club Hills city, Illinois",Country Club Hills,16691,P012012,Male,30 to 34 years,416
"Country Club Hills city, Illinois",Country Club Hills,16691,P012013,Male,35 to 39 years,453
"Country Club Hills city, Illinois",Country Club Hills,16691,P012014,Male,40 to 44 years,480
"Country Club Hills city, Illinois",Country Club Hills,16691,P012015,Male,45 to 49 years,529
"Country Club Hills city, Illinois",Country Club Hills,16691,P012016,Male,50 to 54 years,566
"Country Club Hills city, Illinois",Country Club Hills,16691,P012017,Male,55 to 59 years,464
"Country Club Hills city, Illinois",Country Club Hills,16691,P012018,Male,60 and 61 years,151
"Country Club Hills city, Illinois",Country Club Hills,16691,P012019,Male,62 to 64 years,241
"Country Club Hills city, Illinois",Country Club Hills,16691,P012020,Male,65 and 66 years,149
"Country Club Hills city, Illinois",Country Club Hills,16691,P012021,Male,67 to 69 years,163
"Country Club Hills city, Illinois",Country Club Hills,16691,P012022,Male,70 to 74 years,194
"Country Club Hills city, Illinois",Country Club Hills,16691,P012023,Male,75 to 79 years,140
"Country Club Hills city, Illinois",Country Club Hills,16691,P012024,Male,80 to 84 years,71
"Country Club Hills city, Illinois",Country Club Hills,16691,P012025,Male,85 years and over,43
"Country Club Hills city, Illinois",Country Club Hills,16691,P012027,Female,Under 5 years,488
"Country Club Hills city, Illinois",Country Club Hills,16691,P012028,Female,5 to 9 years,589
"Country Club Hills city, Illinois",Country Club Hills,16691,P012029,Female,10 to 14 years,777
"Country Club Hills city, Illinois",Country Club Hills,16691,P012030,Female,15 to 17 years,473
"Country Club Hills city, Illinois",Country Club Hills,16691,P012031,Female,18 and 19 years,227
"Country Club Hills city, Illinois",Country Club Hills,16691,P012032,Female,20 years,115
"Country Club Hills city, Illinois",Country Club Hills,16691,P012033,Female,21 years,89
"Country Club Hills city, Illinois",Country Club Hills,16691,P012034,Female,22 to 24 years,259
"Country Club Hills city, Illinois",Country Club Hills,16691,P012035,Female,25 to 29 years,451
"Country Club Hills city, Illinois",Country Club Hills,16691,P012036,Female,30 to 34 years,517
"Country Club Hills city, Illinois",Country Club Hills,16691,P012037,Female,35 to 39 years,632
"Country Club Hills city, Illinois",Country Club Hills,16691,P012038,Female,40 to 44 years,637
"Country Club Hills city, Illinois",Country Club Hills,16691,P012039,Female,45 to 49 years,706
"Country Club Hills city, Illinois",Country Club Hills,16691,P012040,Female,50 to 54 years,747
"Country Club Hills city, Illinois",Country Club Hills,16691,P012041,Female,55 to 59 years,655
"Country Club Hills city, Illinois",Country Club Hills,16691,P012042,Female,60 and 61 years,259
"Country Club Hills city, Illinois",Country Club Hills,16691,P012043,Female,62 to 64 years,318
"Country Club Hills city, Illinois",Country Club Hills,16691,P012044,Female,65 and 66 years,183
"Country Club Hills city, Illinois",Country Club Hills,16691,P012045,Female,67 to 69 years,197
"Country Club Hills city, Illinois",Country Club Hills,16691,P012046,Female,70 to 74 years,244
"Country Club Hills city, Illinois",Country Club Hills,16691,P012047,Female,75 to 79 years,172
"Country Club Hills city, Illinois",Country Club Hills,16691,P012048,Female,80 to 84 years,116
"Country Club Hills city, Illinois",Country Club Hills,16691,P012049,Female,85 years and over,174
"Countryside city, Illinois",Countryside,16873,P012003,Male,Under 5 years,107
"Countryside city, Illinois",Countryside,16873,P012004,Male,5 to 9 years,154
"Countryside city, Illinois",Countryside,16873,P012005,Male,10 to 14 years,188
"Countryside city, Illinois",Countryside,16873,P012006,Male,15 to 17 years,133
"Countryside city, Illinois",Countryside,16873,P012007,Male,18 and 19 years,65
"Countryside city, Illinois",Countryside,16873,P012008,Male,20 years,40
"Countryside city, Illinois",Countryside,16873,P012009,Male,21 years,38
"Countryside city, Illinois",Countryside,16873,P012010,Male,22 to 24 years,99
"Countryside city, Illinois",Countryside,16873,P012011,Male,25 to 29 years,191
"Countryside city, Illinois",Countryside,16873,P012012,Male,30 to 34 years,157
"Countryside city, Illinois",Countryside,16873,P012013,Male,35 to 39 years,159
"Countryside city, Illinois",Countryside,16873,P012014,Male,40 to 44 years,221
"Countryside city, Illinois",Countryside,16873,P012015,Male,45 to 49 years,216
"Countryside city, Illinois",Countryside,16873,P012016,Male,50 to 54 years,268
"Countryside city, Illinois",Countryside,16873,P012017,Male,55 to 59 years,200
"Countryside city, Illinois",Countryside,16873,P012018,Male,60 and 61 years,80
"Countryside city, Illinois",Countryside,16873,P012019,Male,62 to 64 years,114
"Countryside city, Illinois",Countryside,16873,P012020,Male,65 and 66 years,52
"Countryside city, Illinois",Countryside,16873,P012021,Male,67 to 69 years,90
"Countryside city, Illinois",Countryside,16873,P012022,Male,70 to 74 years,112
"Countryside city, Illinois",Countryside,16873,P012023,Male,75 to 79 years,68
"Countryside city, Illinois",Countryside,16873,P012024,Male,80 to 84 years,56
"Countryside city, Illinois",Countryside,16873,P012025,Male,85 years and over,40
"Countryside city, Illinois",Countryside,16873,P012027,Female,Under 5 years,117
"Countryside city, Illinois",Countryside,16873,P012028,Female,5 to 9 years,148
"Countryside city, Illinois",Countryside,16873,P012029,Female,10 to 14 years,173
"Countryside city, Illinois",Countryside,16873,P012030,Female,15 to 17 years,117
"Countryside city, Illinois",Countryside,16873,P012031,Female,18 and 19 years,63
"Countryside city, Illinois",Countryside,16873,P012032,Female,20 years,27
"Countryside city, Illinois",Countryside,16873,P012033,Female,21 years,23
"Countryside city, Illinois",Countryside,16873,P012034,Female,22 to 24 years,106
"Countryside city, Illinois",Countryside,16873,P012035,Female,25 to 29 years,158
"Countryside city, Illinois",Countryside,16873,P012036,Female,30 to 34 years,155
"Countryside city, Illinois",Countryside,16873,P012037,Female,35 to 39 years,186
"Countryside city, Illinois",Countryside,16873,P012038,Female,40 to 44 years,208
"Countryside city, Illinois",Countryside,16873,P012039,Female,45 to 49 years,246
"Countryside city, Illinois",Countryside,16873,P012040,Female,50 to 54 years,255
"Countryside city, Illinois",Countryside,16873,P012041,Female,55 to 59 years,246
"Countryside city, Illinois",Countryside,16873,P012042,Female,60 and 61 years,107
"Countryside city, Illinois",Countryside,16873,P012043,Female,62 to 64 years,137
"Countryside city, Illinois",Countryside,16873,P012044,Female,65 and 66 years,75
"Countryside city, Illinois",Countryside,16873,P012045,Female,67 to 69 years,110
"Countryside city, Illinois",Countryside,16873,P012046,Female,70 to 74 years,117
"Countryside city, Illinois",Countryside,16873,P012047,Female,75 to 79 years,126
"Countryside city, Illinois",Countryside,16873,P012048,Female,80 to 84 years,71
"Countryside city, Illinois",Countryside,16873,P012049,Female,85 years and over,76
"Crestwood village, Illinois",Crestwood,17497,P012003,Male,Under 5 years,283
"Crestwood village, Illinois",Crestwood,17497,P012004,Male,5 to 9 years,246
"Crestwood village, Illinois",Crestwood,17497,P012005,Male,10 to 14 years,289
"Crestwood village, Illinois",Crestwood,17497,P012006,Male,15 to 17 years,181
"Crestwood village, Illinois",Crestwood,17497,P012007,Male,18 and 19 years,123
"Crestwood village, Illinois",Crestwood,17497,P012008,Male,20 years,46
"Crestwood village, Illinois",Crestwood,17497,P012009,Male,21 years,53
"Crestwood village, Illinois",Crestwood,17497,P012010,Male,22 to 24 years,199
"Crestwood village, Illinois",Crestwood,17497,P012011,Male,25 to 29 years,411
"Crestwood village, Illinois",Crestwood,17497,P012012,Male,30 to 34 years,378
"Crestwood village, Illinois",Crestwood,17497,P012013,Male,35 to 39 years,308
"Crestwood village, Illinois",Crestwood,17497,P012014,Male,40 to 44 years,352
"Crestwood village, Illinois",Crestwood,17497,P012015,Male,45 to 49 years,374
"Crestwood village, Illinois",Crestwood,17497,P012016,Male,50 to 54 years,402
"Crestwood village, Illinois",Crestwood,17497,P012017,Male,55 to 59 years,382
"Crestwood village, Illinois",Crestwood,17497,P012018,Male,60 and 61 years,136
"Crestwood village, Illinois",Crestwood,17497,P012019,Male,62 to 64 years,180
"Crestwood village, Illinois",Crestwood,17497,P012020,Male,65 and 66 years,96
"Crestwood village, Illinois",Crestwood,17497,P012021,Male,67 to 69 years,155
"Crestwood village, Illinois",Crestwood,17497,P012022,Male,70 to 74 years,157
"Crestwood village, Illinois",Crestwood,17497,P012023,Male,75 to 79 years,143
"Crestwood village, Illinois",Crestwood,17497,P012024,Male,80 to 84 years,125
"Crestwood village, Illinois",Crestwood,17497,P012025,Male,85 years and over,95
"Crestwood village, Illinois",Crestwood,17497,P012027,Female,Under 5 years,212
"Crestwood village, Illinois",Crestwood,17497,P012028,Female,5 to 9 years,223
"Crestwood village, Illinois",Crestwood,17497,P012029,Female,10 to 14 years,236
"Crestwood village, Illinois",Crestwood,17497,P012030,Female,15 to 17 years,182
"Crestwood village, Illinois",Crestwood,17497,P012031,Female,18 and 19 years,121
"Crestwood village, Illinois",Crestwood,17497,P012032,Female,20 years,47
"Crestwood village, Illinois",Crestwood,17497,P012033,Female,21 years,44
"Crestwood village, Illinois",Crestwood,17497,P012034,Female,22 to 24 years,183
"Crestwood village, Illinois",Crestwood,17497,P012035,Female,25 to 29 years,387
"Crestwood village, Illinois",Crestwood,17497,P012036,Female,30 to 34 years,343
"Crestwood village, Illinois",Crestwood,17497,P012037,Female,35 to 39 years,305
"Crestwood village, Illinois",Crestwood,17497,P012038,Female,40 to 44 years,359
"Crestwood village, Illinois",Crestwood,17497,P012039,Female,45 to 49 years,414
"Crestwood village, Illinois",Crestwood,17497,P012040,Female,50 to 54 years,448
"Crestwood village, Illinois",Crestwood,17497,P012041,Female,55 to 59 years,373
"Crestwood village, Illinois",Crestwood,17497,P012042,Female,60 and 61 years,155
"Crestwood village, Illinois",Crestwood,17497,P012043,Female,62 to 64 years,247
"Crestwood village, Illinois",Crestwood,17497,P012044,Female,65 and 66 years,126
"Crestwood village, Illinois",Crestwood,17497,P012045,Female,67 to 69 years,223
"Crestwood village, Illinois",Crestwood,17497,P012046,Female,70 to 74 years,313
"Crestwood village, Illinois",Crestwood,17497,P012047,Female,75 to 79 years,296
"Crestwood village, Illinois",Crestwood,17497,P012048,Female,80 to 84 years,237
"Crestwood village, Illinois",Crestwood,17497,P012049,Female,85 years and over,362
"Cook County (part), Crete village, Illinois",Crete,17523,P012003,Male,Under 5 years,0
"Cook County (part), Crete village, Illinois",Crete,17523,P012004,Male,5 to 9 years,0
"Cook County (part), Crete village, Illinois",Crete,17523,P012005,Male,10 to 14 years,0
"Cook County (part), Crete village, Illinois",Crete,17523,P012006,Male,15 to 17 years,0
"Cook County (part), Crete village, Illinois",Crete,17523,P012007,Male,18 and 19 years,0
"Cook County (part), Crete village, Illinois",Crete,17523,P012008,Male,20 years,0
"Cook County (part), Crete village, Illinois",Crete,17523,P012009,Male,21 years,0
"Cook County (part), Crete village, Illinois",Crete,17523,P012010,Male,22 to 24 years,0
"Cook County (part), Crete village, Illinois",Crete,17523,P012011,Male,25 to 29 years,0
"Cook County (part), Crete village, Illinois",Crete,17523,P012012,Male,30 to 34 years,0
"Cook County (part), Crete village, Illinois",Crete,17523,P012013,Male,35 to 39 years,0
"Cook County (part), Crete village, Illinois",Crete,17523,P012014,Male,40 to 44 years,0
"Cook County (part), Crete village, Illinois",Crete,17523,P012015,Male,45 to 49 years,0
"Cook County (part), Crete village, Illinois",Crete,17523,P012016,Male,50 to 54 years,0
"Cook County (part), Crete village, Illinois",Crete,17523,P012017,Male,55 to 59 years,0
"Cook County (part), Crete village, Illinois",Crete,17523,P012018,Male,60 and 61 years,0
"Cook County (part), Crete village, Illinois",Crete,17523,P012019,Male,62 to 64 years,0
"Cook County (part), Crete village, Illinois",Crete,17523,P012020,Male,65 and 66 years,0
"Cook County (part), Crete village, Illinois",Crete,17523,P012021,Male,67 to 69 years,0
"Cook County (part), Crete village, Illinois",Crete,17523,P012022,Male,70 to 74 years,0
"Cook County (part), Crete village, Illinois",Crete,17523,P012023,Male,75 to 79 years,0
"Cook County (part), Crete village, Illinois",Crete,17523,P012024,Male,80 to 84 years,0
"Cook County (part), Crete village, Illinois",Crete,17523,P012025,Male,85 years and over,0
"Cook County (part), Crete village, Illinois",Crete,17523,P012027,Female,Under 5 years,0
"Cook County (part), Crete village, Illinois",Crete,17523,P012028,Female,5 to 9 years,0
"Cook County (part), Crete village, Illinois",Crete,17523,P012029,Female,10 to 14 years,0
"Cook County (part), Crete village, Illinois",Crete,17523,P012030,Female,15 to 17 years,0
"Cook County (part), Crete village, Illinois",Crete,17523,P012031,Female,18 and 19 years,0
"Cook County (part), Crete village, Illinois",Crete,17523,P012032,Female,20 years,0
"Cook County (part), Crete village, Illinois",Crete,17523,P012033,Female,21 years,0
"Cook County (part), Crete village, Illinois",Crete,17523,P012034,Female,22 to 24 years,0
"Cook County (part), Crete village, Illinois",Crete,17523,P012035,Female,25 to 29 years,0
"Cook County (part), Crete village, Illinois",Crete,17523,P012036,Female,30 to 34 years,0
"Cook County (part), Crete village, Illinois",Crete,17523,P012037,Female,35 to 39 years,0
"Cook County (part), Crete village, Illinois",Crete,17523,P012038,Female,40 to 44 years,0
"Cook County (part), Crete village, Illinois",Crete,17523,P012039,Female,45 to 49 years,0
"Cook County (part), Crete village, Illinois",Crete,17523,P012040,Female,50 to 54 years,0
"Cook County (part), Crete village, Illinois",Crete,17523,P012041,Female,55 to 59 years,0
"Cook County (part), Crete village, Illinois",Crete,17523,P012042,Female,60 and 61 years,0
"Cook County (part), Crete village, Illinois",Crete,17523,P012043,Female,62 to 64 years,0
"Cook County (part), Crete village, Illinois",Crete,17523,P012044,Female,65 and 66 years,0
"Cook County (part), Crete village, Illinois",Crete,17523,P012045,Female,67 to 69 years,0
"Cook County (part), Crete village, Illinois",Crete,17523,P012046,Female,70 to 74 years,0
"Cook County (part), Crete village, Illinois",Crete,17523,P012047,Female,75 to 79 years,0
"Cook County (part), Crete village, Illinois",Crete,17523,P012048,Female,80 to 84 years,0
"Cook County (part), Crete village, Illinois",Crete,17523,P012049,Female,85 years and over,0
"Cook County (part), Deer Park village, Illinois",Deer Park,19083,P012003,Male,Under 5 years,1
"Cook County (part), Deer Park village, Illinois",Deer Park,19083,P012004,Male,5 to 9 years,1
"Cook County (part), Deer Park village, Illinois",Deer Park,19083,P012005,Male,10 to 14 years,0
"Cook County (part), Deer Park village, Illinois",Deer Park,19083,P012006,Male,15 to 17 years,0
"Cook County (part), Deer Park village, Illinois",Deer Park,19083,P012007,Male,18 and 19 years,0
"Cook County (part), Deer Park village, Illinois",Deer Park,19083,P012008,Male,20 years,0
"Cook County (part), Deer Park village, Illinois",Deer Park,19083,P012009,Male,21 years,0
"Cook County (part), Deer Park village, Illinois",Deer Park,19083,P012010,Male,22 to 24 years,1
"Cook County (part), Deer Park village, Illinois",Deer Park,19083,P012011,Male,25 to 29 years,0
"Cook County (part), Deer Park village, Illinois",Deer Park,19083,P012012,Male,30 to 34 years,0
"Cook County (part), Deer Park village, Illinois",Deer Park,19083,P012013,Male,35 to 39 years,0
"Cook County (part), Deer Park village, Illinois",Deer Park,19083,P012014,Male,40 to 44 years,2
"Cook County (part), Deer Park village, Illinois",Deer Park,19083,P012015,Male,45 to 49 years,1
"Cook County (part), Deer Park village, Illinois",Deer Park,19083,P012016,Male,50 to 54 years,1
"Cook County (part), Deer Park village, Illinois",Deer Park,19083,P012017,Male,55 to 59 years,1
"Cook County (part), Deer Park village, Illinois",Deer Park,19083,P012018,Male,60 and 61 years,0
"Cook County (part), Deer Park village, Illinois",Deer Park,19083,P012019,Male,62 to 64 years,0
"Cook County (part), Deer Park village, Illinois",Deer Park,19083,P012020,Male,65 and 66 years,0
"Cook County (part), Deer Park village, Illinois",Deer Park,19083,P012021,Male,67 to 69 years,1
"Cook County (part), Deer Park village, Illinois",Deer Park,19083,P012022,Male,70 to 74 years,0
"Cook County (part), Deer Park village, Illinois",Deer Park,19083,P012023,Male,75 to 79 years,1
"Cook County (part), Deer Park village, Illinois",Deer Park,19083,P012024,Male,80 to 84 years,0
"Cook County (part), Deer Park village, Illinois",Deer Park,19083,P012025,Male,85 years and over,0
"Cook County (part), Deer Park village, Illinois",Deer Park,19083,P012027,Female,Under 5 years,0
"Cook County (part), Deer Park village, Illinois",Deer Park,19083,P012028,Female,5 to 9 years,0
"Cook County (part), Deer Park village, Illinois",Deer Park,19083,P012029,Female,10 to 14 years,0
"Cook County (part), Deer Park village, Illinois",Deer Park,19083,P012030,Female,15 to 17 years,0
"Cook County (part), Deer Park village, Illinois",Deer Park,19083,P012031,Female,18 and 19 years,0
"Cook County (part), Deer Park village, Illinois",Deer Park,19083,P012032,Female,20 years,0
"Cook County (part), Deer Park village, Illinois",Deer Park,19083,P012033,Female,21 years,0
"Cook County (part), Deer Park village, Illinois",Deer Park,19083,P012034,Female,22 to 24 years,0
"Cook County (part), Deer Park village, Illinois",Deer Park,19083,P012035,Female,25 to 29 years,0
"Cook County (part), Deer Park village, Illinois",Deer Park,19083,P012036,Female,30 to 34 years,0
"Cook County (part), Deer Park village, Illinois",Deer Park,19083,P012037,Female,35 to 39 years,0
"Cook County (part), Deer Park village, Illinois",Deer Park,19083,P012038,Female,40 to 44 years,2
"Cook County (part), Deer Park village, Illinois",Deer Park,19083,P012039,Female,45 to 49 years,1
"Cook County (part), Deer Park village, Illinois",Deer Park,19083,P012040,Female,50 to 54 years,0
"Cook County (part), Deer Park village, Illinois",Deer Park,19083,P012041,Female,55 to 59 years,2
"Cook County (part), Deer Park village, Illinois",Deer Park,19083,P012042,Female,60 and 61 years,0
"Cook County (part), Deer Park village, Illinois",Deer Park,19083,P012043,Female,62 to 64 years,0
"Cook County (part), Deer Park village, Illinois",Deer Park,19083,P012044,Female,65 and 66 years,0
"Cook County (part), Deer Park village, Illinois",Deer Park,19083,P012045,Female,67 to 69 years,1
"Cook County (part), Deer Park village, Illinois",Deer Park,19083,P012046,Female,70 to 74 years,1
"Cook County (part), Deer Park village, Illinois",Deer Park,19083,P012047,Female,75 to 79 years,0
"Cook County (part), Deer Park village, Illinois",Deer Park,19083,P012048,Female,80 to 84 years,0
"Cook County (part), Deer Park village, Illinois",Deer Park,19083,P012049,Female,85 years and over,0
"Cook County (part), Deerfield village, Illinois",Deerfield,18992,P012003,Male,Under 5 years,0
"Cook County (part), Deerfield village, Illinois",Deerfield,18992,P012004,Male,5 to 9 years,0
"Cook County (part), Deerfield village, Illinois",Deerfield,18992,P012005,Male,10 to 14 years,1
"Cook County (part), Deerfield village, Illinois",Deerfield,18992,P012006,Male,15 to 17 years,0
"Cook County (part), Deerfield village, Illinois",Deerfield,18992,P012007,Male,18 and 19 years,1
"Cook County (part), Deerfield village, Illinois",Deerfield,18992,P012008,Male,20 years,0
"Cook County (part), Deerfield village, Illinois",Deerfield,18992,P012009,Male,21 years,1
"Cook County (part), Deerfield village, Illinois",Deerfield,18992,P012010,Male,22 to 24 years,0
"Cook County (part), Deerfield village, Illinois",Deerfield,18992,P012011,Male,25 to 29 years,0
"Cook County (part), Deerfield village, Illinois",Deerfield,18992,P012012,Male,30 to 34 years,0
"Cook County (part), Deerfield village, Illinois",Deerfield,18992,P012013,Male,35 to 39 years,0
"Cook County (part), Deerfield village, Illinois",Deerfield,18992,P012014,Male,40 to 44 years,0
"Cook County (part), Deerfield village, Illinois",Deerfield,18992,P012015,Male,45 to 49 years,0
"Cook County (part), Deerfield village, Illinois",Deerfield,18992,P012016,Male,50 to 54 years,0
"Cook County (part), Deerfield village, Illinois",Deerfield,18992,P012017,Male,55 to 59 years,1
"Cook County (part), Deerfield village, Illinois",Deerfield,18992,P012018,Male,60 and 61 years,0
"Cook County (part), Deerfield village, Illinois",Deerfield,18992,P012019,Male,62 to 64 years,1
"Cook County (part), Deerfield village, Illinois",Deerfield,18992,P012020,Male,65 and 66 years,1
"Cook County (part), Deerfield village, Illinois",Deerfield,18992,P012021,Male,67 to 69 years,1
"Cook County (part), Deerfield village, Illinois",Deerfield,18992,P012022,Male,70 to 74 years,2
