census_name,clean_name,census_place_code,variable,sex,age,estimate
"Park Ridge city, Illinois",Park Ridge,57875,P012039,Female,45 to 49 years,1706
"Park Ridge city, Illinois",Park Ridge,57875,P012040,Female,50 to 54 years,1742
"Park Ridge city, Illinois",Park Ridge,57875,P012041,Female,55 to 59 years,1481
"Park Ridge city, Illinois",Park Ridge,57875,P012042,Female,60 and 61 years,504
"Park Ridge city, Illinois",Park Ridge,57875,P012043,Female,62 to 64 years,675
"Park Ridge city, Illinois",Park Ridge,57875,P012044,Female,65 and 66 years,366
"Park Ridge city, Illinois",Park Ridge,57875,P012045,Female,67 to 69 years,554
"Park Ridge city, Illinois",Park Ridge,57875,P012046,Female,70 to 74 years,828
"Park Ridge city, Illinois",Park Ridge,57875,P012047,Female,75 to 79 years,756
"Park Ridge city, Illinois",Park Ridge,57875,P012048,Female,80 to 84 years,693
"Park Ridge city, Illinois",Park Ridge,57875,P012049,Female,85 years and over,835
"Phoenix village, Illinois",Phoenix,59572,P012003,Male,Under 5 years,55
"Phoenix village, Illinois",Phoenix,59572,P012004,Male,5 to 9 years,63
"Phoenix village, Illinois",Phoenix,59572,P012005,Male,10 to 14 years,85
"Phoenix village, Illinois",Phoenix,59572,P012006,Male,15 to 17 years,67
"Phoenix village, Illinois",Phoenix,59572,P012007,Male,18 and 19 years,33
"Phoenix village, Illinois",Phoenix,59572,P012008,Male,20 years,17
"Phoenix village, Illinois",Phoenix,59572,P012009,Male,21 years,13
"Phoenix village, Illinois",Phoenix,59572,P012010,Male,22 to 24 years,29
"Phoenix village, Illinois",Phoenix,59572,P012011,Male,25 to 29 years,47
"Phoenix village, Illinois",Phoenix,59572,P012012,Male,30 to 34 years,59
"Phoenix village, Illinois",Phoenix,59572,P012013,Male,35 to 39 years,53
"Phoenix village, Illinois",Phoenix,59572,P012014,Male,40 to 44 years,49
"Phoenix village, Illinois",Phoenix,59572,P012015,Male,45 to 49 years,48
"Phoenix village, Illinois",Phoenix,59572,P012016,Male,50 to 54 years,79
"Phoenix village, Illinois",Phoenix,59572,P012017,Male,55 to 59 years,50
"Phoenix village, Illinois",Phoenix,59572,P012018,Male,60 and 61 years,17
"Phoenix village, Illinois",Phoenix,59572,P012019,Male,62 to 64 years,26
"Phoenix village, Illinois",Phoenix,59572,P012020,Male,65 and 66 years,8
"Phoenix village, Illinois",Phoenix,59572,P012021,Male,67 to 69 years,20
"Phoenix village, Illinois",Phoenix,59572,P012022,Male,70 to 74 years,22
"Phoenix village, Illinois",Phoenix,59572,P012023,Male,75 to 79 years,25
"Phoenix village, Illinois",Phoenix,59572,P012024,Male,80 to 84 years,11
"Phoenix village, Illinois",Phoenix,59572,P012025,Male,85 years and over,17
"Phoenix village, Illinois",Phoenix,59572,P012027,Female,Under 5 years,53
"Phoenix village, Illinois",Phoenix,59572,P012028,Female,5 to 9 years,78
"Phoenix village, Illinois",Phoenix,59572,P012029,Female,10 to 14 years,76
"Phoenix village, Illinois",Phoenix,59572,P012030,Female,15 to 17 years,45
"Phoenix village, Illinois",Phoenix,59572,P012031,Female,18 and 19 years,25
"Phoenix village, Illinois",Phoenix,59572,P012032,Female,20 years,12
"Phoenix village, Illinois",Phoenix,59572,P012033,Female,21 years,6
"Phoenix village, Illinois",Phoenix,59572,P012034,Female,22 to 24 years,25
"Phoenix village, Illinois",Phoenix,59572,P012035,Female,25 to 29 years,53
"Phoenix village, Illinois",Phoenix,59572,P012036,Female,30 to 34 years,65
"Phoenix village, Illinois",Phoenix,59572,P012037,Female,35 to 39 years,57
"Phoenix village, Illinois",Phoenix,59572,P012038,Female,40 to 44 years,49
"Phoenix village, Illinois",Phoenix,59572,P012039,Female,45 to 49 years,97
"Phoenix village, Illinois",Phoenix,59572,P012040,Female,50 to 54 years,95
"Phoenix village, Illinois",Phoenix,59572,P012041,Female,55 to 59 years,62
"Phoenix village, Illinois",Phoenix,59572,P012042,Female,60 and 61 years,20
"Phoenix village, Illinois",Phoenix,59572,P012043,Female,62 to 64 years,32
"Phoenix village, Illinois",Phoenix,59572,P012044,Female,65 and 66 years,19
"Phoenix village, Illinois",Phoenix,59572,P012045,Female,67 to 69 years,29
"Phoenix village, Illinois",Phoenix,59572,P012046,Female,70 to 74 years,49
"Phoenix village, Illinois",Phoenix,59572,P012047,Female,75 to 79 years,51
"Phoenix village, Illinois",Phoenix,59572,P012048,Female,80 to 84 years,30
"Phoenix village, Illinois",Phoenix,59572,P012049,Female,85 years and over,43
"Posen village, Illinois",Posen,61314,P012003,Male,Under 5 years,248
"Posen village, Illinois",Posen,61314,P012004,Male,5 to 9 years,307
"Posen village, Illinois",Posen,61314,P012005,Male,10 to 14 years,263
"Posen village, Illinois",Posen,61314,P012006,Male,15 to 17 years,168
"Posen village, Illinois",Posen,61314,P012007,Male,18 and 19 years,107
"Posen village, Illinois",Posen,61314,P012008,Male,20 years,46
"Posen village, Illinois",Posen,61314,P012009,Male,21 years,51
"Posen village, Illinois",Posen,61314,P012010,Male,22 to 24 years,129
"Posen village, Illinois",Posen,61314,P012011,Male,25 to 29 years,217
"Posen village, Illinois",Posen,61314,P012012,Male,30 to 34 years,213
"Posen village, Illinois",Posen,61314,P012013,Male,35 to 39 years,250
"Posen village, Illinois",Posen,61314,P012014,Male,40 to 44 years,213
"Posen village, Illinois",Posen,61314,P012015,Male,45 to 49 years,192
"Posen village, Illinois",Posen,61314,P012016,Male,50 to 54 years,180
"Posen village, Illinois",Posen,61314,P012017,Male,55 to 59 years,148
"Posen village, Illinois",Posen,61314,P012018,Male,60 and 61 years,51
"Posen village, Illinois",Posen,61314,P012019,Male,62 to 64 years,64
"Posen village, Illinois",Posen,61314,P012020,Male,65 and 66 years,24
"Posen village, Illinois",Posen,61314,P012021,Male,67 to 69 years,41
"Posen village, Illinois",Posen,61314,P012022,Male,70 to 74 years,34
"Posen village, Illinois",Posen,61314,P012023,Male,75 to 79 years,36
"Posen village, Illinois",Posen,61314,P012024,Male,80 to 84 years,24
"Posen village, Illinois",Posen,61314,P012025,Male,85 years and over,20
"Posen village, Illinois",Posen,61314,P012027,Female,Under 5 years,251
"Posen village, Illinois",Posen,61314,P012028,Female,5 to 9 years,255
"Posen village, Illinois",Posen,61314,P012029,Female,10 to 14 years,242
"Posen village, Illinois",Posen,61314,P012030,Female,15 to 17 years,154
"Posen village, Illinois",Posen,61314,P012031,Female,18 and 19 years,91
"Posen village, Illinois",Posen,61314,P012032,Female,20 years,48
"Posen village, Illinois",Posen,61314,P012033,Female,21 years,33
"Posen village, Illinois",Posen,61314,P012034,Female,22 to 24 years,111
"Posen village, Illinois",Posen,61314,P012035,Female,25 to 29 years,193
"Posen village, Illinois",Posen,61314,P012036,Female,30 to 34 years,226
"Posen village, Illinois",Posen,61314,P012037,Female,35 to 39 years,241
"Posen village, Illinois",Posen,61314,P012038,Female,40 to 44 years,228
"Posen village, Illinois",Posen,61314,P012039,Female,45 to 49 years,198
"Posen village, Illinois",Posen,61314,P012040,Female,50 to 54 years,186
"Posen village, Illinois",Posen,61314,P012041,Female,55 to 59 years,157
"Posen village, Illinois",Posen,61314,P012042,Female,60 and 61 years,44
"Posen village, Illinois",Posen,61314,P012043,Female,62 to 64 years,51
"Posen village, Illinois",Posen,61314,P012044,Female,65 and 66 years,35
"Posen village, Illinois",Posen,61314,P012045,Female,67 to 69 years,44
"Posen village, Illinois",Posen,61314,P012046,Female,70 to 74 years,51
"Posen village, Illinois",Posen,61314,P012047,Female,75 to 79 years,43
"Posen village, Illinois",Posen,61314,P012048,Female,80 to 84 years,47
"Posen village, Illinois",Posen,61314,P012049,Female,85 years and over,32
"Prospect Heights city, Illinois",Prospect Heights,62016,P012003,Male,Under 5 years,585
"Prospect Heights city, Illinois",Prospect Heights,62016,P012004,Male,5 to 9 years,533
"Prospect Heights city, Illinois",Prospect Heights,62016,P012005,Male,10 to 14 years,501
"Prospect Heights city, Illinois",Prospect Heights,62016,P012006,Male,15 to 17 years,273
"Prospect Heights city, Illinois",Prospect Heights,62016,P012007,Male,18 and 19 years,157
"Prospect Heights city, Illinois",Prospect Heights,62016,P012008,Male,20 years,102
"Prospect Heights city, Illinois",Prospect Heights,62016,P012009,Male,21 years,107
"Prospect Heights city, Illinois",Prospect Heights,62016,P012010,Male,22 to 24 years,315
"Prospect Heights city, Illinois",Prospect Heights,62016,P012011,Male,25 to 29 years,701
"Prospect Heights city, Illinois",Prospect Heights,62016,P012012,Male,30 to 34 years,672
"Prospect Heights city, Illinois",Prospect Heights,62016,P012013,Male,35 to 39 years,525
"Prospect Heights city, Illinois",Prospect Heights,62016,P012014,Male,40 to 44 years,543
"Prospect Heights city, Illinois",Prospect Heights,62016,P012015,Male,45 to 49 years,561
"Prospect Heights city, Illinois",Prospect Heights,62016,P012016,Male,50 to 54 years,630
"Prospect Heights city, Illinois",Prospect Heights,62016,P012017,Male,55 to 59 years,533
"Prospect Heights city, Illinois",Prospect Heights,62016,P012018,Male,60 and 61 years,183
"Prospect Heights city, Illinois",Prospect Heights,62016,P012019,Male,62 to 64 years,230
"Prospect Heights city, Illinois",Prospect Heights,62016,P012020,Male,65 and 66 years,112
"Prospect Heights city, Illinois",Prospect Heights,62016,P012021,Male,67 to 69 years,208
"Prospect Heights city, Illinois",Prospect Heights,62016,P012022,Male,70 to 74 years,203
"Prospect Heights city, Illinois",Prospect Heights,62016,P012023,Male,75 to 79 years,168
"Prospect Heights city, Illinois",Prospect Heights,62016,P012024,Male,80 to 84 years,154
"Prospect Heights city, Illinois",Prospect Heights,62016,P012025,Male,85 years and over,116
"Prospect Heights city, Illinois",Prospect Heights,62016,P012027,Female,Under 5 years,565
"Prospect Heights city, Illinois",Prospect Heights,62016,P012028,Female,5 to 9 years,507
"Prospect Heights city, Illinois",Prospect Heights,62016,P012029,Female,10 to 14 years,477
"Prospect Heights city, Illinois",Prospect Heights,62016,P012030,Female,15 to 17 years,292
"Prospect Heights city, Illinois",Prospect Heights,62016,P012031,Female,18 and 19 years,165
"Prospect Heights city, Illinois",Prospect Heights,62016,P012032,Female,20 years,63
"Prospect Heights city, Illinois",Prospect Heights,62016,P012033,Female,21 years,73
"Prospect Heights city, Illinois",Prospect Heights,62016,P012034,Female,22 to 24 years,304
"Prospect Heights city, Illinois",Prospect Heights,62016,P012035,Female,25 to 29 years,670
"Prospect Heights city, Illinois",Prospect Heights,62016,P012036,Female,30 to 34 years,556
"Prospect Heights city, Illinois",Prospect Heights,62016,P012037,Female,35 to 39 years,497
"Prospect Heights city, Illinois",Prospect Heights,62016,P012038,Female,40 to 44 years,506
"Prospect Heights city, Illinois",Prospect Heights,62016,P012039,Female,45 to 49 years,558
"Prospect Heights city, Illinois",Prospect Heights,62016,P012040,Female,50 to 54 years,628
"Prospect Heights city, Illinois",Prospect Heights,62016,P012041,Female,55 to 59 years,553
"Prospect Heights city, Illinois",Prospect Heights,62016,P012042,Female,60 and 61 years,204
"Prospect Heights city, Illinois",Prospect Heights,62016,P012043,Female,62 to 64 years,270
"Prospect Heights city, Illinois",Prospect Heights,62016,P012044,Female,65 and 66 years,138
"Prospect Heights city, Illinois",Prospect Heights,62016,P012045,Female,67 to 69 years,182
"Prospect Heights city, Illinois",Prospect Heights,62016,P012046,Female,70 to 74 years,279
"Prospect Heights city, Illinois",Prospect Heights,62016,P012047,Female,75 to 79 years,233
"Prospect Heights city, Illinois",Prospect Heights,62016,P012048,Female,80 to 84 years,236
"Prospect Heights city, Illinois",Prospect Heights,62016,P012049,Female,85 years and over,188
"Richton Park village, Illinois",Richton Park,63706,P012003,Male,Under 5 years,422
"Richton Park village, Illinois",Richton Park,63706,P012004,Male,5 to 9 years,485
"Richton Park village, Illinois",Richton Park,63706,P012005,Male,10 to 14 years,622
"Richton Park village, Illinois",Richton Park,63706,P012006,Male,15 to 17 years,433
"Richton Park village, Illinois",Richton Park,63706,P012007,Male,18 and 19 years,196
"Richton Park village, Illinois",Richton Park,63706,P012008,Male,20 years,94
"Richton Park village, Illinois",Richton Park,63706,P012009,Male,21 years,66
"Richton Park village, Illinois",Richton Park,63706,P012010,Male,22 to 24 years,256
"Richton Park village, Illinois",Richton Park,63706,P012011,Male,25 to 29 years,379
"Richton Park village, Illinois",Richton Park,63706,P012012,Male,30 to 34 years,365
"Richton Park village, Illinois",Richton Park,63706,P012013,Male,35 to 39 years,419
"Richton Park village, Illinois",Richton Park,63706,P012014,Male,40 to 44 years,437
"Richton Park village, Illinois",Richton Park,63706,P012015,Male,45 to 49 years,405
"Richton Park village, Illinois",Richton Park,63706,P012016,Male,50 to 54 years,471
"Richton Park village, Illinois",Richton Park,63706,P012017,Male,55 to 59 years,366
"Richton Park village, Illinois",Richton Park,63706,P012018,Male,60 and 61 years,144
"Richton Park village, Illinois",Richton Park,63706,P012019,Male,62 to 64 years,166
"Richton Park village, Illinois",Richton Park,63706,P012020,Male,65 and 66 years,93
"Richton Park village, Illinois",Richton Park,63706,P012021,Male,67 to 69 years,110
"Richton Park village, Illinois",Richton Park,63706,P012022,Male,70 to 74 years,117
"Richton Park village, Illinois",Richton Park,63706,P012023,Male,75 to 79 years,69
"Richton Park village, Illinois",Richton Park,63706,P012024,Male,80 to 84 years,37
"Richton Park village, Illinois",Richton Park,63706,P012025,Male,85 years and over,30
"Richton Park village, Illinois",Richton Park,63706,P012027,Female,Under 5 years,406
"Richton Park village, Illinois",Richton Park,63706,P012028,Female,5 to 9 years,493
"Richton Park village, Illinois",Richton Park,63706,P012029,Female,10 to 14 years,615
"Richton Park village, Illinois",Richton Park,63706,P012030,Female,15 to 17 years,387
"Richton Park village, Illinois",Richton Park,63706,P012031,Female,18 and 19 years,162
"Richton Park village, Illinois",Richton Park,63706,P012032,Female,20 years,77
"Richton Park village, Illinois",Richton Park,63706,P012033,Female,21 years,87
"Richton Park village, Illinois",Richton Park,63706,P012034,Female,22 to 24 years,250
"Richton Park village, Illinois",Richton Park,63706,P012035,Female,25 to 29 years,429
"Richton Park village, Illinois",Richton Park,63706,P012036,Female,30 to 34 years,492
"Richton Park village, Illinois",Richton Park,63706,P012037,Female,35 to 39 years,615
"Richton Park village, Illinois",Richton Park,63706,P012038,Female,40 to 44 years,615
"Richton Park village, Illinois",Richton Park,63706,P012039,Female,45 to 49 years,604
"Richton Park village, Illinois",Richton Park,63706,P012040,Female,50 to 54 years,589
"Richton Park village, Illinois",Richton Park,63706,P012041,Female,55 to 59 years,502
"Richton Park village, Illinois",Richton Park,63706,P012042,Female,60 and 61 years,208
"Richton Park village, Illinois",Richton Park,63706,P012043,Female,62 to 64 years,214
"Richton Park village, Illinois",Richton Park,63706,P012044,Female,65 and 66 years,124
"Richton Park village, Illinois",Richton Park,63706,P012045,Female,67 to 69 years,135
"Richton Park village, Illinois",Richton Park,63706,P012046,Female,70 to 74 years,156
"Richton Park village, Illinois",Richton Park,63706,P012047,Female,75 to 79 years,119
"Richton Park village, Illinois",Richton Park,63706,P012048,Female,80 to 84 years,100
"Richton Park village, Illinois",Richton Park,63706,P012049,Female,85 years and over,85
"River Forest village, Illinois",River Forest,64304,P012003,Male,Under 5 years,295
"River Forest village, Illinois",River Forest,64304,P012004,Male,5 to 9 years,406
"River Forest village, Illinois",River Forest,64304,P012005,Male,10 to 14 years,450
"River Forest village, Illinois",River Forest,64304,P012006,Male,15 to 17 years,305
"River Forest village, Illinois",River Forest,64304,P012007,Male,18 and 19 years,265
"River Forest village, Illinois",River Forest,64304,P012008,Male,20 years,124
"River Forest village, Illinois",River Forest,64304,P012009,Male,21 years,85
"River Forest village, Illinois",River Forest,64304,P012010,Male,22 to 24 years,169
"River Forest village, Illinois",River Forest,64304,P012011,Male,25 to 29 years,154
"River Forest village, Illinois",River Forest,64304,P012012,Male,30 to 34 years,142
"River Forest village, Illinois",River Forest,64304,P012013,Male,35 to 39 years,216
"River Forest village, Illinois",River Forest,64304,P012014,Male,40 to 44 years,331
"River Forest village, Illinois",River Forest,64304,P012015,Male,45 to 49 years,404
"River Forest village, Illinois",River Forest,64304,P012016,Male,50 to 54 years,459
"River Forest village, Illinois",River Forest,64304,P012017,Male,55 to 59 years,389
"River Forest village, Illinois",River Forest,64304,P012018,Male,60 and 61 years,150
"River Forest village, Illinois",River Forest,64304,P012019,Male,62 to 64 years,190
"River Forest village, Illinois",River Forest,64304,P012020,Male,65 and 66 years,102
"River Forest village, Illinois",River Forest,64304,P012021,Male,67 to 69 years,138
"River Forest village, Illinois",River Forest,64304,P012022,Male,70 to 74 years,146
"River Forest village, Illinois",River Forest,64304,P012023,Male,75 to 79 years,123
"River Forest village, Illinois",River Forest,64304,P012024,Male,80 to 84 years,88
"River Forest village, Illinois",River Forest,64304,P012025,Male,85 years and over,96
"River Forest village, Illinois",River Forest,64304,P012027,Female,Under 5 years,255
"River Forest village, Illinois",River Forest,64304,P012028,Female,5 to 9 years,402
"River Forest village, Illinois",River Forest,64304,P012029,Female,10 to 14 years,437
"River Forest village, Illinois",River Forest,64304,P012030,Female,15 to 17 years,279
"River Forest village, Illinois",River Forest,64304,P012031,Female,18 and 19 years,391
"River Forest village, Illinois",River Forest,64304,P012032,Female,20 years,144
"River Forest village, Illinois",River Forest,64304,P012033,Female,21 years,123
"River Forest village, Illinois",River Forest,64304,P012034,Female,22 to 24 years,167
"River Forest village, Illinois",River Forest,64304,P012035,Female,25 to 29 years,132
"River Forest village, Illinois",River Forest,64304,P012036,Female,30 to 34 years,185
"River Forest village, Illinois",River Forest,64304,P012037,Female,35 to 39 years,283
"River Forest village, Illinois",River Forest,64304,P012038,Female,40 to 44 years,405
"River Forest village, Illinois",River Forest,64304,P012039,Female,45 to 49 years,442
"River Forest village, Illinois",River Forest,64304,P012040,Female,50 to 54 years,562
"River Forest village, Illinois",River Forest,64304,P012041,Female,55 to 59 years,454
"River Forest village, Illinois",River Forest,64304,P012042,Female,60 and 61 years,168
"River Forest village, Illinois",River Forest,64304,P012043,Female,62 to 64 years,219
"River Forest village, Illinois",River Forest,64304,P012044,Female,65 and 66 years,105
"River Forest village, Illinois",River Forest,64304,P012045,Female,67 to 69 years,133
"River Forest village, Illinois",River Forest,64304,P012046,Female,70 to 74 years,203
"River Forest village, Illinois",River Forest,64304,P012047,Female,75 to 79 years,140
"River Forest village, Illinois",River Forest,64304,P012048,Female,80 to 84 years,152
"River Forest village, Illinois",River Forest,64304,P012049,Female,85 years and over,164
"River Grove village, Illinois",River Grove,64343,P012003,Male,Under 5 years,292
"River Grove village, Illinois",River Grove,64343,P012004,Male,5 to 9 years,266
"River Grove village, Illinois",River Grove,64343,P012005,Male,10 to 14 years,296
"River Grove village, Illinois",River Grove,64343,P012006,Male,15 to 17 years,187
"River Grove village, Illinois",River Grove,64343,P012007,Male,18 and 19 years,154
"River Grove village, Illinois",River Grove,64343,P012008,Male,20 years,73
"River Grove village, Illinois",River Grove,64343,P012009,Male,21 years,60
"River Grove village, Illinois",River Grove,64343,P012010,Male,22 to 24 years,236
"River Grove village, Illinois",River Grove,64343,P012011,Male,25 to 29 years,432
"River Grove village, Illinois",River Grove,64343,P012012,Male,30 to 34 years,422
"River Grove village, Illinois",River Grove,64343,P012013,Male,35 to 39 years,360
"River Grove village, Illinois",River Grove,64343,P012014,Male,40 to 44 years,364
"River Grove village, Illinois",River Grove,64343,P012015,Male,45 to 49 years,354
"River Grove village, Illinois",River Grove,64343,P012016,Male,50 to 54 years,394
"River Grove village, Illinois",River Grove,64343,P012017,Male,55 to 59 years,339
"River Grove village, Illinois",River Grove,64343,P012018,Male,60 and 61 years,131
"River Grove village, Illinois",River Grove,64343,P012019,Male,62 to 64 years,161
"River Grove village, Illinois",River Grove,64343,P012020,Male,65 and 66 years,68
"River Grove village, Illinois",River Grove,64343,P012021,Male,67 to 69 years,107
"River Grove village, Illinois",River Grove,64343,P012022,Male,70 to 74 years,107
"River Grove village, Illinois",River Grove,64343,P012023,Male,75 to 79 years,75
"River Grove village, Illinois",River Grove,64343,P012024,Male,80 to 84 years,57
"River Grove village, Illinois",River Grove,64343,P012025,Male,85 years and over,67
"River Grove village, Illinois",River Grove,64343,P012027,Female,Under 5 years,304
"River Grove village, Illinois",River Grove,64343,P012028,Female,5 to 9 years,261
"River Grove village, Illinois",River Grove,64343,P012029,Female,10 to 14 years,257
"River Grove village, Illinois",River Grove,64343,P012030,Female,15 to 17 years,149
"River Grove village, Illinois",River Grove,64343,P012031,Female,18 and 19 years,112
"River Grove village, Illinois",River Grove,64343,P012032,Female,20 years,56
"River Grove village, Illinois",River Grove,64343,P012033,Female,21 years,56
"River Grove village, Illinois",River Grove,64343,P012034,Female,22 to 24 years,246
"River Grove village, Illinois",River Grove,64343,P012035,Female,25 to 29 years,466
"River Grove village, Illinois",River Grove,64343,P012036,Female,30 to 34 years,355
"River Grove village, Illinois",River Grove,64343,P012037,Female,35 to 39 years,318
"River Grove village, Illinois",River Grove,64343,P012038,Female,40 to 44 years,334
"River Grove village, Illinois",River Grove,64343,P012039,Female,45 to 49 years,398
"River Grove village, Illinois",River Grove,64343,P012040,Female,50 to 54 years,418
"River Grove village, Illinois",River Grove,64343,P012041,Female,55 to 59 years,422
"River Grove village, Illinois",River Grove,64343,P012042,Female,60 and 61 years,137
"River Grove village, Illinois",River Grove,64343,P012043,Female,62 to 64 years,165
"River Grove village, Illinois",River Grove,64343,P012044,Female,65 and 66 years,74
"River Grove village, Illinois",River Grove,64343,P012045,Female,67 to 69 years,115
"River Grove village, Illinois",River Grove,64343,P012046,Female,70 to 74 years,168
"River Grove village, Illinois",River Grove,64343,P012047,Female,75 to 79 years,130
"River Grove village, Illinois",River Grove,64343,P012048,Female,80 to 84 years,128
"River Grove village, Illinois",River Grove,64343,P012049,Female,85 years and over,156
"Riverdale village, Illinois",Riverdale,64278,P012003,Male,Under 5 years,540
"Riverdale village, Illinois",Riverdale,64278,P012004,Male,5 to 9 years,566
"Riverdale village, Illinois",Riverdale,64278,P012005,Male,10 to 14 years,584
"Riverdale village, Illinois",Riverdale,64278,P012006,Male,15 to 17 years,463
"Riverdale village, Illinois",Riverdale,64278,P012007,Male,18 and 19 years,223
"Riverdale village, Illinois",Riverdale,64278,P012008,Male,20 years,104
"Riverdale village, Illinois",Riverdale,64278,P012009,Male,21 years,87
"Riverdale village, Illinois",Riverdale,64278,P012010,Male,22 to 24 years,284
"Riverdale village, Illinois",Riverdale,64278,P012011,Male,25 to 29 years,364
"Riverdale village, Illinois",Riverdale,64278,P012012,Male,30 to 34 years,337
"Riverdale village, Illinois",Riverdale,64278,P012013,Male,35 to 39 years,337
"Riverdale village, Illinois",Riverdale,64278,P012014,Male,40 to 44 years,379
"Riverdale village, Illinois",Riverdale,64278,P012015,Male,45 to 49 years,426
"Riverdale village, Illinois",Riverdale,64278,P012016,Male,50 to 54 years,418
"Riverdale village, Illinois",Riverdale,64278,P012017,Male,55 to 59 years,307
"Riverdale village, Illinois",Riverdale,64278,P012018,Male,60 and 61 years,97
"Riverdale village, Illinois",Riverdale,64278,P012019,Male,62 to 64 years,133
"Riverdale village, Illinois",Riverdale,64278,P012020,Male,65 and 66 years,68
"Riverdale village, Illinois",Riverdale,64278,P012021,Male,67 to 69 years,64
"Riverdale village, Illinois",Riverdale,64278,P012022,Male,70 to 74 years,87
"Riverdale village, Illinois",Riverdale,64278,P012023,Male,75 to 79 years,90
"Riverdale village, Illinois",Riverdale,64278,P012024,Male,80 to 84 years,43
"Riverdale village, Illinois",Riverdale,64278,P012025,Male,85 years and over,27
"Riverdale village, Illinois",Riverdale,64278,P012027,Female,Under 5 years,502
"Riverdale village, Illinois",Riverdale,64278,P012028,Female,5 to 9 years,523
"Riverdale village, Illinois",Riverdale,64278,P012029,Female,10 to 14 years,693
"Riverdale village, Illinois",Riverdale,64278,P012030,Female,15 to 17 years,441
"Riverdale village, Illinois",Riverdale,64278,P012031,Female,18 and 19 years,264
"Riverdale village, Illinois",Riverdale,64278,P012032,Female,20 years,133
"Riverdale village, Illinois",Riverdale,64278,P012033,Female,21 years,109
"Riverdale village, Illinois",Riverdale,64278,P012034,Female,22 to 24 years,292
"Riverdale village, Illinois",Riverdale,64278,P012035,Female,25 to 29 years,517
"Riverdale village, Illinois",Riverdale,64278,P012036,Female,30 to 34 years,479
"Riverdale village, Illinois",Riverdale,64278,P012037,Female,35 to 39 years,503
"Riverdale village, Illinois",Riverdale,64278,P012038,Female,40 to 44 years,559
"Riverdale village, Illinois",Riverdale,64278,P012039,Female,45 to 49 years,585
"Riverdale village, Illinois",Riverdale,64278,P012040,Female,50 to 54 years,597
"Riverdale village, Illinois",Riverdale,64278,P012041,Female,55 to 59 years,417
"Riverdale village, Illinois",Riverdale,64278,P012042,Female,60 and 61 years,133
"Riverdale village, Illinois",Riverdale,64278,P012043,Female,62 to 64 years,188
"Riverdale village, Illinois",Riverdale,64278,P012044,Female,65 and 66 years,88
"Riverdale village, Illinois",Riverdale,64278,P012045,Female,67 to 69 years,91
"Riverdale village, Illinois",Riverdale,64278,P012046,Female,70 to 74 years,151
"Riverdale village, Illinois",Riverdale,64278,P012047,Female,75 to 79 years,105
"Riverdale village, Illinois",Riverdale,64278,P012048,Female,80 to 84 years,75
"Riverdale village, Illinois",Riverdale,64278,P012049,Female,85 years and over,76
"Riverside village, Illinois",Riverside,64421,P012003,Male,Under 5 years,269
"Riverside village, Illinois",Riverside,64421,P012004,Male,5 to 9 years,359
"Riverside village, Illinois",Riverside,64421,P012005,Male,10 to 14 years,338
"Riverside village, Illinois",Riverside,64421,P012006,Male,15 to 17 years,213
"Riverside village, Illinois",Riverside,64421,P012007,Male,18 and 19 years,89
"Riverside village, Illinois",Riverside,64421,P012008,Male,20 years,34
"Riverside village, Illinois",Riverside,64421,P012009,Male,21 years,30
"Riverside village, Illinois",Riverside,64421,P012010,Male,22 to 24 years,131
"Riverside village, Illinois",Riverside,64421,P012011,Male,25 to 29 years,169
"Riverside village, Illinois",Riverside,64421,P012012,Male,30 to 34 years,170
"Riverside village, Illinois",Riverside,64421,P012013,Male,35 to 39 years,240
"Riverside village, Illinois",Riverside,64421,P012014,Male,40 to 44 years,345
"Riverside village, Illinois",Riverside,64421,P012015,Male,45 to 49 years,392
"Riverside village, Illinois",Riverside,64421,P012016,Male,50 to 54 years,375
"Riverside village, Illinois",Riverside,64421,P012017,Male,55 to 59 years,332
"Riverside village, Illinois",Riverside,64421,P012018,Male,60 and 61 years,119
"Riverside village, Illinois",Riverside,64421,P012019,Male,62 to 64 years,164
"Riverside village, Illinois",Riverside,64421,P012020,Male,65 and 66 years,69
"Riverside village, Illinois",Riverside,64421,P012021,Male,67 to 69 years,107
"Riverside village, Illinois",Riverside,64421,P012022,Male,70 to 74 years,128
"Riverside village, Illinois",Riverside,64421,P012023,Male,75 to 79 years,101
"Riverside village, Illinois",Riverside,64421,P012024,Male,80 to 84 years,89
"Riverside village, Illinois",Riverside,64421,P012025,Male,85 years and over,53
"Riverside village, Illinois",Riverside,64421,P012027,Female,Under 5 years,251
"Riverside village, Illinois",Riverside,64421,P012028,Female,5 to 9 years,354
"Riverside village, Illinois",Riverside,64421,P012029,Female,10 to 14 years,329
"Riverside village, Illinois",Riverside,64421,P012030,Female,15 to 17 years,187
"Riverside village, Illinois",Riverside,64421,P012031,Female,18 and 19 years,74
"Riverside village, Illinois",Riverside,64421,P012032,Female,20 years,26
"Riverside village, Illinois",Riverside,64421,P012033,Female,21 years,16
"Riverside village, Illinois",Riverside,64421,P012034,Female,22 to 24 years,119
"Riverside village, Illinois",Riverside,64421,P012035,Female,25 to 29 years,166
"Riverside village, Illinois",Riverside,64421,P012036,Female,30 to 34 years,206
"Riverside village, Illinois",Riverside,64421,P012037,Female,35 to 39 years,282
"Riverside village, Illinois",Riverside,64421,P012038,Female,40 to 44 years,397
