geoid_zcta,variable,sex,age,total_pop,pop_in_cook
60653,P12_006N,Male,15 to 17 years,621,621
60653,P12_007N,Male,18 and 19 years,343,343
60653,P12_008N,Male,20 years,186,186
60653,P12_009N,Male,21 years,183,183
60653,P12_010N,Male,22 to 24 years,561,561
60653,P12_011N,Male,25 to 29 years,978,978
60653,P12_012N,Male,30 to 34 years,1028,1028
60653,P12_013N,Male,35 to 39 years,974,974
60653,P12_014N,Male,40 to 44 years,850,850
60653,P12_015N,Male,45 to 49 years,888,888
60653,P12_016N,Male,50 to 54 years,858,858
60653,P12_017N,Male,55 to 59 years,768,768
60653,P12_018N,Male,60 and 61 years,329,329
60653,P12_019N,Male,62 to 64 years,500,500
60653,P12_020N,Male,65 and 66 years,309,309
60653,P12_021N,Male,67 to 69 years,412,412
60653,P12_022N,Male,70 to 74 years,545,545
60653,P12_023N,Male,75 to 79 years,307,307
60653,P12_024N,Male,80 to 84 years,188,188
60653,P12_025N,Male,85 years and over,124,124
60653,P12_027N,Female,Under 5 years,991,991
60653,P12_028N,Female,5 to 9 years,1092,1092
60653,P12_029N,Female,10 to 14 years,1042,1042
60653,P12_030N,Female,15 to 17 years,664,664
60653,P12_031N,Female,18 and 19 years,372,372
60653,P12_032N,Female,20 years,191,191
60653,P12_033N,Female,21 years,207,207
60653,P12_034N,Female,22 to 24 years,786,786
60653,P12_035N,Female,25 to 29 years,1559,1559
60653,P12_036N,Female,30 to 34 years,1614,1614
60653,P12_037N,Female,35 to 39 years,1447,1447
60653,P12_038N,Female,40 to 44 years,1211,1211
60653,P12_039N,Female,45 to 49 years,1237,1237
60653,P12_040N,Female,50 to 54 years,1123,1123
60653,P12_041N,Female,55 to 59 years,1161,1161
60653,P12_042N,Female,60 and 61 years,459,459
60653,P12_043N,Female,62 to 64 years,724,724
60653,P12_044N,Female,65 and 66 years,481,481
60653,P12_045N,Female,67 to 69 years,640,640
60653,P12_046N,Female,70 to 74 years,833,833
60653,P12_047N,Female,75 to 79 years,498,498
60653,P12_048N,Female,80 to 84 years,340,340
60653,P12_049N,Female,85 years and over,384,384
60438,P12_003N,Male,Under 5 years,814,814
60438,P12_004N,Male,5 to 9 years,872,872
60438,P12_005N,Male,10 to 14 years,1078,1078
60438,P12_006N,Male,15 to 17 years,750,750
60438,P12_007N,Male,18 and 19 years,433,433
60438,P12_008N,Male,20 years,172,172
60438,P12_009N,Male,21 years,189,189
60438,P12_010N,Male,22 to 24 years,556,556
60438,P12_011N,Male,25 to 29 years,864,864
60438,P12_012N,Male,30 to 34 years,834,834
60438,P12_013N,Male,35 to 39 years,786,786
60438,P12_014N,Male,40 to 44 years,859,859
60438,P12_015N,Male,45 to 49 years,861,861
60438,P12_016N,Male,50 to 54 years,860,860
60438,P12_017N,Male,55 to 59 years,920,920
60438,P12_018N,Male,60 and 61 years,396,396
60438,P12_019N,Male,62 to 64 years,574,574
60438,P12_020N,Male,65 and 66 years,322,322
60438,P12_021N,Male,67 to 69 years,440,440
60438,P12_022N,Male,70 to 74 years,569,569
60438,P12_023N,Male,75 to 79 years,339,339
60438,P12_024N,Male,80 to 84 years,195,195
60438,P12_025N,Male,85 years and over,186,186
60438,P12_027N,Female,Under 5 years,740,740
60438,P12_028N,Female,5 to 9 years,876,876
60438,P12_029N,Female,10 to 14 years,1054,1054
60438,P12_030N,Female,15 to 17 years,620,620
60438,P12_031N,Female,18 and 19 years,375,375
60438,P12_032N,Female,20 years,211,211
60438,P12_033N,Female,21 years,201,201
60438,P12_034N,Female,22 to 24 years,551,551
60438,P12_035N,Female,25 to 29 years,961,961
60438,P12_036N,Female,30 to 34 years,941,941
60438,P12_037N,Female,35 to 39 years,990,990
60438,P12_038N,Female,40 to 44 years,1013,1013
60438,P12_039N,Female,45 to 49 years,1089,1089
60438,P12_040N,Female,50 to 54 years,1005,1005
60438,P12_041N,Female,55 to 59 years,1180,1180
60438,P12_042N,Female,60 and 61 years,478,478
60438,P12_043N,Female,62 to 64 years,687,687
60438,P12_044N,Female,65 and 66 years,394,394
60438,P12_045N,Female,67 to 69 years,562,562
60438,P12_046N,Female,70 to 74 years,708,708
60438,P12_047N,Female,75 to 79 years,448,448
60438,P12_048N,Female,80 to 84 years,358,358
60438,P12_049N,Female,85 years and over,350,350
60439,P12_003N,Male,Under 5 years,679,619
60439,P12_004N,Male,5 to 9 years,724,674
60439,P12_005N,Male,10 to 14 years,779,740
60439,P12_006N,Male,15 to 17 years,497,455
60439,P12_007N,Male,18 and 19 years,286,258
60439,P12_008N,Male,20 years,144,138
60439,P12_009N,Male,21 years,161,149
60439,P12_010N,Male,22 to 24 years,429,394
60439,P12_011N,Male,25 to 29 years,546,503
60439,P12_012N,Male,30 to 34 years,612,541
60439,P12_013N,Male,35 to 39 years,750,705
60439,P12_014N,Male,40 to 44 years,714,654
60439,P12_015N,Male,45 to 49 years,765,691
60439,P12_016N,Male,50 to 54 years,807,731
60439,P12_017N,Male,55 to 59 years,952,878
60439,P12_018N,Male,60 and 61 years,412,368
60439,P12_019N,Male,62 to 64 years,565,512
60439,P12_020N,Male,65 and 66 years,353,322
60439,P12_021N,Male,67 to 69 years,414,384
60439,P12_022N,Male,70 to 74 years,586,526
60439,P12_023N,Male,75 to 79 years,404,355
60439,P12_024N,Male,80 to 84 years,250,227
60439,P12_025N,Male,85 years and over,202,191
60439,P12_027N,Female,Under 5 years,597,552
60439,P12_028N,Female,5 to 9 years,673,626
60439,P12_029N,Female,10 to 14 years,735,695
60439,P12_030N,Female,15 to 17 years,513,468
60439,P12_031N,Female,18 and 19 years,250,234
60439,P12_032N,Female,20 years,129,114
60439,P12_033N,Female,21 years,130,118
60439,P12_034N,Female,22 to 24 years,394,373
60439,P12_035N,Female,25 to 29 years,486,446
60439,P12_036N,Female,30 to 34 years,598,553
60439,P12_037N,Female,35 to 39 years,711,672
60439,P12_038N,Female,40 to 44 years,704,655
60439,P12_039N,Female,45 to 49 years,722,674
60439,P12_040N,Female,50 to 54 years,924,848
60439,P12_041N,Female,55 to 59 years,998,945
60439,P12_042N,Female,60 and 61 years,417,376
60439,P12_043N,Female,62 to 64 years,593,549
60439,P12_044N,Female,65 and 66 years,301,272
60439,P12_045N,Female,67 to 69 years,433,401
60439,P12_046N,Female,70 to 74 years,613,563
60439,P12_047N,Female,75 to 79 years,477,438
60439,P12_048N,Female,80 to 84 years,332,307
60439,P12_049N,Female,85 years and over,566,535
60443,P12_003N,Male,Under 5 years,495,495
60443,P12_004N,Male,5 to 9 years,629,629
60443,P12_005N,Male,10 to 14 years,721,721
60443,P12_006N,Male,15 to 17 years,518,518
60443,P12_007N,Male,18 and 19 years,292,292
60443,P12_008N,Male,20 years,145,145
60443,P12_009N,Male,21 years,144,144
60443,P12_010N,Male,22 to 24 years,445,445
60443,P12_011N,Male,25 to 29 years,588,588
60443,P12_012N,Male,30 to 34 years,494,494
60443,P12_013N,Male,35 to 39 years,497,497
60443,P12_014N,Male,40 to 44 years,555,555
60443,P12_015N,Male,45 to 49 years,593,593
60443,P12_016N,Male,50 to 54 years,634,634
60443,P12_017N,Male,55 to 59 years,684,684
60443,P12_018N,Male,60 and 61 years,268,268
60443,P12_019N,Male,62 to 64 years,456,456
60443,P12_020N,Male,65 and 66 years,245,245
60443,P12_021N,Male,67 to 69 years,318,318
60443,P12_022N,Male,70 to 74 years,451,451
60443,P12_023N,Male,75 to 79 years,281,281
60443,P12_024N,Male,80 to 84 years,172,172
60443,P12_025N,Male,85 years and over,118,118
60443,P12_027N,Female,Under 5 years,485,485
60443,P12_028N,Female,5 to 9 years,558,558
60443,P12_029N,Female,10 to 14 years,686,686
60443,P12_030N,Female,15 to 17 years,483,483
60443,P12_031N,Female,18 and 19 years,263,263
60443,P12_032N,Female,20 years,146,146
60443,P12_033N,Female,21 years,152,152
60443,P12_034N,Female,22 to 24 years,350,350
60443,P12_035N,Female,25 to 29 years,590,590
60443,P12_036N,Female,30 to 34 years,599,599
60443,P12_037N,Female,35 to 39 years,667,667
60443,P12_038N,Female,40 to 44 years,712,712
60443,P12_039N,Female,45 to 49 years,833,833
60443,P12_040N,Female,50 to 54 years,855,855
60443,P12_041N,Female,55 to 59 years,941,941
60443,P12_042N,Female,60 and 61 years,364,364
60443,P12_043N,Female,62 to 64 years,563,563
60443,P12_044N,Female,65 and 66 years,307,307
60443,P12_045N,Female,67 to 69 years,459,459
60443,P12_046N,Female,70 to 74 years,663,663
60443,P12_047N,Female,75 to 79 years,408,408
60443,P12_048N,Female,80 to 84 years,243,243
60443,P12_049N,Female,85 years and over,239,239
60445,P12_003N,Male,Under 5 years,428,428
60445,P12_004N,Male,5 to 9 years,419,419
60445,P12_005N,Male,10 to 14 years,525,525
60445,P12_006N,Male,15 to 17 years,333,333
60445,P12_007N,Male,18 and 19 years,215,215
60445,P12_008N,Male,20 years,105,105
60445,P12_009N,Male,21 years,131,131
60445,P12_010N,Male,22 to 24 years,302,302
60445,P12_011N,Male,25 to 29 years,554,554
60445,P12_012N,Male,30 to 34 years,518,518
60445,P12_013N,Male,35 to 39 years,489,489
60445,P12_014N,Male,40 to 44 years,462,462
60445,P12_015N,Male,45 to 49 years,460,460
60445,P12_016N,Male,50 to 54 years,473,473
60445,P12_017N,Male,55 to 59 years,511,511
60445,P12_018N,Male,60 and 61 years,207,207
60445,P12_019N,Male,62 to 64 years,282,282
60445,P12_020N,Male,65 and 66 years,161,161
60445,P12_021N,Male,67 to 69 years,203,203
60445,P12_022N,Male,70 to 74 years,244,244
60445,P12_023N,Male,75 to 79 years,125,125
60445,P12_024N,Male,80 to 84 years,90,90
60445,P12_025N,Male,85 years and over,51,51
60445,P12_027N,Female,Under 5 years,410,410
60445,P12_028N,Female,5 to 9 years,409,409
60445,P12_029N,Female,10 to 14 years,509,509
60445,P12_030N,Female,15 to 17 years,335,335
60445,P12_031N,Female,18 and 19 years,193,193
60445,P12_032N,Female,20 years,94,94
60445,P12_033N,Female,21 years,106,106
60445,P12_034N,Female,22 to 24 years,263,263
60445,P12_035N,Female,25 to 29 years,515,515
60445,P12_036N,Female,30 to 34 years,502,502
60445,P12_037N,Female,35 to 39 years,496,496
60445,P12_038N,Female,40 to 44 years,488,488
60445,P12_039N,Female,45 to 49 years,431,431
60445,P12_040N,Female,50 to 54 years,495,495
60445,P12_041N,Female,55 to 59 years,557,557
60445,P12_042N,Female,60 and 61 years,193,193
60445,P12_043N,Female,62 to 64 years,312,312
60445,P12_044N,Female,65 and 66 years,166,166
60445,P12_045N,Female,67 to 69 years,234,234
60445,P12_046N,Female,70 to 74 years,250,250
60445,P12_047N,Female,75 to 79 years,200,200
60445,P12_048N,Female,80 to 84 years,128,128
60445,P12_049N,Female,85 years and over,118,118
60462,P12_003N,Male,Under 5 years,993,993
60462,P12_004N,Male,5 to 9 years,1113,1113
60462,P12_005N,Male,10 to 14 years,1257,1257
60462,P12_006N,Male,15 to 17 years,754,754
60462,P12_007N,Male,18 and 19 years,411,411
60462,P12_008N,Male,20 years,229,229
60462,P12_009N,Male,21 years,212,212
60462,P12_010N,Male,22 to 24 years,681,681
60462,P12_011N,Male,25 to 29 years,1144,1144
60462,P12_012N,Male,30 to 34 years,1099,1099
60462,P12_013N,Male,35 to 39 years,1100,1100
60462,P12_014N,Male,40 to 44 years,1143,1143
60462,P12_015N,Male,45 to 49 years,1164,1164
60462,P12_016N,Male,50 to 54 years,1142,1142
60462,P12_017N,Male,55 to 59 years,1336,1336
60462,P12_018N,Male,60 and 61 years,574,574
60462,P12_019N,Male,62 to 64 years,857,857
60462,P12_020N,Male,65 and 66 years,557,557
60462,P12_021N,Male,67 to 69 years,743,743
60462,P12_022N,Male,70 to 74 years,1203,1203
60462,P12_023N,Male,75 to 79 years,784,784
60462,P12_024N,Male,80 to 84 years,461,461
60462,P12_025N,Male,85 years and over,422,422
60462,P12_027N,Female,Under 5 years,975,975
60462,P12_028N,Female,5 to 9 years,1019,1019
60462,P12_029N,Female,10 to 14 years,1205,1205
60462,P12_030N,Female,15 to 17 years,710,710
60462,P12_031N,Female,18 and 19 years,483,483
60462,P12_032N,Female,20 years,228,228
60462,P12_033N,Female,21 years,232,232
60462,P12_034N,Female,22 to 24 years,660,660
60462,P12_035N,Female,25 to 29 years,1208,1208
60462,P12_036N,Female,30 to 34 years,1068,1068
60462,P12_037N,Female,35 to 39 years,1221,1221
60462,P12_038N,Female,40 to 44 years,1184,1184
60462,P12_039N,Female,45 to 49 years,1155,1155
60462,P12_040N,Female,50 to 54 years,1295,1295
60462,P12_041N,Female,55 to 59 years,1553,1553
60462,P12_042N,Female,60 and 61 years,668,668
60462,P12_043N,Female,62 to 64 years,1037,1037
60462,P12_044N,Female,65 and 66 years,659,659
60462,P12_045N,Female,67 to 69 years,943,943
60462,P12_046N,Female,70 to 74 years,1300,1300
60462,P12_047N,Female,75 to 79 years,992,992
60462,P12_048N,Female,80 to 84 years,639,639
60462,P12_049N,Female,85 years and over,726,726
60463,P12_003N,Male,Under 5 years,353,353
60463,P12_004N,Male,5 to 9 years,333,333
60463,P12_005N,Male,10 to 14 years,368,368
60463,P12_006N,Male,15 to 17 years,249,249
60463,P12_007N,Male,18 and 19 years,105,105
60463,P12_008N,Male,20 years,60,60
60463,P12_009N,Male,21 years,71,71
60463,P12_010N,Male,22 to 24 years,195,195
60463,P12_011N,Male,25 to 29 years,266,266
60463,P12_012N,Male,30 to 34 years,307,307
60463,P12_013N,Male,35 to 39 years,346,346
60463,P12_014N,Male,40 to 44 years,326,326
60463,P12_015N,Male,45 to 49 years,288,288
60463,P12_016N,Male,50 to 54 years,376,376
60463,P12_017N,Male,55 to 59 years,488,488
60463,P12_018N,Male,60 and 61 years,229,229
60463,P12_019N,Male,62 to 64 years,329,329
60463,P12_020N,Male,65 and 66 years,228,228
60463,P12_021N,Male,67 to 69 years,300,300
60463,P12_022N,Male,70 to 74 years,496,496
60463,P12_023N,Male,75 to 79 years,343,343
60463,P12_024N,Male,80 to 84 years,237,237
60463,P12_025N,Male,85 years and over,271,271
60463,P12_027N,Female,Under 5 years,331,331
60463,P12_028N,Female,5 to 9 years,342,342
60463,P12_029N,Female,10 to 14 years,333,333
60463,P12_030N,Female,15 to 17 years,198,198
60463,P12_031N,Female,18 and 19 years,148,148
60463,P12_032N,Female,20 years,64,64
60463,P12_033N,Female,21 years,58,58
60463,P12_034N,Female,22 to 24 years,196,196
60463,P12_035N,Female,25 to 29 years,279,279
60463,P12_036N,Female,30 to 34 years,316,316
60463,P12_037N,Female,35 to 39 years,353,353
60463,P12_038N,Female,40 to 44 years,348,348
60463,P12_039N,Female,45 to 49 years,336,336
60463,P12_040N,Female,50 to 54 years,410,410
60463,P12_041N,Female,55 to 59 years,575,575
60463,P12_042N,Female,60 and 61 years,272,272
60463,P12_043N,Female,62 to 64 years,416,416
60463,P12_044N,Female,65 and 66 years,264,264
60463,P12_045N,Female,67 to 69 years,377,377
60463,P12_046N,Female,70 to 74 years,572,572
60463,P12_047N,Female,75 to 79 years,481,481
60463,P12_048N,Female,80 to 84 years,351,351
60463,P12_049N,Female,85 years and over,464,464
60464,P12_003N,Male,Under 5 years,153,153
60464,P12_004N,Male,5 to 9 years,219,219
60464,P12_005N,Male,10 to 14 years,283,283
60464,P12_006N,Male,15 to 17 years,173,173
60464,P12_007N,Male,18 and 19 years,84,84
60464,P12_008N,Male,20 years,36,36
60464,P12_009N,Male,21 years,48,48
60464,P12_010N,Male,22 to 24 years,128,128
60464,P12_011N,Male,25 to 29 years,178,178
60464,P12_012N,Male,30 to 34 years,156,156
60464,P12_013N,Male,35 to 39 years,239,239
60464,P12_014N,Male,40 to 44 years,253,253
60464,P12_015N,Male,45 to 49 years,247,247
60464,P12_016N,Male,50 to 54 years,255,255
60464,P12_017N,Male,55 to 59 years,337,337
60464,P12_018N,Male,60 and 61 years,131,131
60464,P12_019N,Male,62 to 64 years,285,285
60464,P12_020N,Male,65 and 66 years,180,180
60464,P12_021N,Male,67 to 69 years,217,217
60464,P12_022N,Male,70 to 74 years,361,361
60464,P12_023N,Male,75 to 79 years,263,263
60464,P12_024N,Male,80 to 84 years,142,142
60464,P12_025N,Male,85 years and over,187,187
60464,P12_027N,Female,Under 5 years,196,196
60464,P12_028N,Female,5 to 9 years,230,230
60464,P12_029N,Female,10 to 14 years,268,268
60464,P12_030N,Female,15 to 17 years,177,177
60464,P12_031N,Female,18 and 19 years,79,79
60464,P12_032N,Female,20 years,60,60
60464,P12_033N,Female,21 years,46,46
60464,P12_034N,Female,22 to 24 years,152,152
60464,P12_035N,Female,25 to 29 years,190,190
60464,P12_036N,Female,30 to 34 years,160,160
60464,P12_037N,Female,35 to 39 years,216,216
60464,P12_038N,Female,40 to 44 years,286,286
60464,P12_039N,Female,45 to 49 years,282,282
60464,P12_040N,Female,50 to 54 years,298,298
60464,P12_041N,Female,55 to 59 years,422,422
60464,P12_042N,Female,60 and 61 years,172,172
60464,P12_043N,Female,62 to 64 years,280,280
60464,P12_044N,Female,65 and 66 years,187,187
60464,P12_045N,Female,67 to 69 years,282,282
60464,P12_046N,Female,70 to 74 years,376,376
60464,P12_047N,Female,75 to 79 years,299,299
60464,P12_048N,Female,80 to 84 years,252,252
60464,P12_049N,Female,85 years and over,517,517
60465,P12_003N,Male,Under 5 years,471,471
60465,P12_004N,Male,5 to 9 years,525,525
60465,P12_005N,Male,10 to 14 years,637,637
60465,P12_006N,Male,15 to 17 years,309,309
60465,P12_007N,Male,18 and 19 years,185,185
60465,P12_008N,Male,20 years,100,100
60465,P12_009N,Male,21 years,116,116
60465,P12_010N,Male,22 to 24 years,342,342
60465,P12_011N,Male,25 to 29 years,566,566
60465,P12_012N,Male,30 to 34 years,585,585
60465,P12_013N,Male,35 to 39 years,616,616
60465,P12_014N,Male,40 to 44 years,576,576
60465,P12_015N,Male,45 to 49 years,502,502
60465,P12_016N,Male,50 to 54 years,545,545
60465,P12_017N,Male,55 to 59 years,570,570
60465,P12_018N,Male,60 and 61 years,237,237
60465,P12_019N,Male,62 to 64 years,389,389
60465,P12_020N,Male,65 and 66 years,218,218
60465,P12_021N,Male,67 to 69 years,340,340
60465,P12_022N,Male,70 to 74 years,422,422
60465,P12_023N,Male,75 to 79 years,299,299
60465,P12_024N,Male,80 to 84 years,208,208
60465,P12_025N,Male,85 years and over,140,140
60465,P12_027N,Female,Under 5 years,418,418
60465,P12_028N,Female,5 to 9 years,472,472
60465,P12_029N,Female,10 to 14 years,629,629
60465,P12_030N,Female,15 to 17 years,330,330
60465,P12_031N,Female,18 and 19 years,193,193
60465,P12_032N,Female,20 years,104,104
60465,P12_033N,Female,21 years,110,110
60465,P12_034N,Female,22 to 24 years,312,312
60465,P12_035N,Female,25 to 29 years,592,592
60465,P12_036N,Female,30 to 34 years,641,641
60465,P12_037N,Female,35 to 39 years,625,625
60465,P12_038N,Female,40 to 44 years,601,601
60465,P12_039N,Female,45 to 49 years,572,572
60465,P12_040N,Female,50 to 54 years,579,579
60465,P12_041N,Female,55 to 59 years,652,652
60465,P12_042N,Female,60 and 61 years,280,280
60465,P12_043N,Female,62 to 64 years,401,401
60465,P12_044N,Female,65 and 66 years,263,263
60465,P12_045N,Female,67 to 69 years,378,378
60465,P12_046N,Female,70 to 74 years,527,527
60465,P12_047N,Female,75 to 79 years,398,398
60465,P12_048N,Female,80 to 84 years,269,269
60465,P12_049N,Female,85 years and over,286,286
60466,P12_003N,Male,Under 5 years,662,577
60466,P12_004N,Male,5 to 9 years,668,564
60466,P12_005N,Male,10 to 14 years,791,680
60466,P12_006N,Male,15 to 17 years,449,376
60466,P12_007N,Male,18 and 19 years,295,230
60466,P12_008N,Male,20 years,137,113
60466,P12_009N,Male,21 years,174,144
60466,P12_010N,Male,22 to 24 years,382,306
60466,P12_011N,Male,25 to 29 years,740,603
60466,P12_012N,Male,30 to 34 years,631,521
60466,P12_013N,Male,35 to 39 years,585,491
60466,P12_014N,Male,40 to 44 years,550,465
60466,P12_015N,Male,45 to 49 years,552,471
60466,P12_016N,Male,50 to 54 years,603,512
60466,P12_017N,Male,55 to 59 years,637,543
60466,P12_018N,Male,60 and 61 years,265,228
60466,P12_019N,Male,62 to 64 years,357,306
60466,P12_020N,Male,65 and 66 years,215,185
60466,P12_021N,Male,67 to 69 years,301,250
60466,P12_022N,Male,70 to 74 years,384,322
60466,P12_023N,Male,75 to 79 years,239,210
60466,P12_024N,Male,80 to 84 years,142,115
60466,P12_025N,Male,85 years and over,90,74
60466,P12_027N,Female,Under 5 years,601,494
60466,P12_028N,Female,5 to 9 years,672,566
60466,P12_029N,Female,10 to 14 years,726,602
60466,P12_030N,Female,15 to 17 years,446,366
60466,P12_031N,Female,18 and 19 years,316,253
60466,P12_032N,Female,20 years,144,118
60466,P12_033N,Female,21 years,145,118
60466,P12_034N,Female,22 to 24 years,415,328
60466,P12_035N,Female,25 to 29 years,756,620
60466,P12_036N,Female,30 to 34 years,767,641
60466,P12_037N,Female,35 to 39 years,712,593
60466,P12_038N,Female,40 to 44 years,736,603
60466,P12_039N,Female,45 to 49 years,774,671
60466,P12_040N,Female,50 to 54 years,783,658
